id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2498921685,33,1,1,1,56,9gefq4dz9b2hl8rqrxwrlrzmp,1,59.1,0,2023-01-20T19:34:29.139Z,2023-01-21T03:38:52Z,3986098009,56,Right,3986098013,141,4.6,3986098011,140,70.0,3986098017,213,0.4,3986098007,107,,3986098015,212,12.3,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921687,20,45,1,1,59,apoawtpvac4zqlancmvw4nk4o,0,25.4,93.4,2023-01-20T19:34:32.464Z,2023-01-21T03:38:58Z,3986098025,56,Back,3986098285,233,34,3986098027,285,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921731,34,3,1,1,59,9gefq4dz9b2hl8rqrxwrlrzmp,1,74.6,6.6,2023-01-20T19:34:32.464Z,2023-01-21T03:38:57Z,3986098231,56,Right,3986098257,233,20,3986456641,465,,3986555851,178,,3986098233,286,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921735,35,61,1,2,4,9gefq4dz9b2hl8rqrxwrlrzmp,0,94.1,0.7,2023-01-20T19:34:37.985Z,2023-01-21T03:39:05Z,3986098241,56,Right,3986555955,178,,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921743,21,5,1,2,6,apoawtpvac4zqlancmvw4nk4o,1,-0.6,97.2,2023-01-20T19:34:39.794Z,2023-01-21T03:39:12Z,3986098305,56,Back,3986098385,233,36,3986098307,346,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921749,36,5,1,2,6,9gefq4dz9b2hl8rqrxwrlrzmp,0,100.6,2.8,2023-01-20T19:34:39.794Z,2023-01-21T03:39:11Z,3986098349,346,,3986098407,233,21,3986098347,56,Right,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921923,22,1,1,2,24,apoawtpvac4zqlancmvw4nk4o,1,4.1,52.8,2023-01-20T19:34:57.122Z,2023-01-21T03:39:15Z,3986099317,140,3.9,3986099315,56,Back,3986099323,213,4.7,3986099327,237,,3986099321,212,13.4,3986099319,141,33.1,3986099313,124,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921935,23,1,1,2,25,apoawtpvac4zqlancmvw4nk4o,1,3.9,33.1,2023-01-20T19:34:58.967Z,2023-01-21T03:39:18Z,3986099405,141,50.3,3986556037,178,,3986099401,56,Back,3986099407,212,11.7,3986099403,140,3.7,3986099409,213,1.6,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921967,24,1,1,2,28,apoawtpvac4zqlancmvw4nk4o,0,5.1,49.7,2023-01-20T19:35:01.168Z,2023-01-21T03:39:21Z,3986099565,155,,3986556077,178,,3986099575,213,0.4,3986099571,141,65.2,3986099567,56,Back,3986099569,140,29.8,3986099573,212,28.0,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921987,37,44,1,2,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,70.8,35.6,2023-01-20T19:35:03.372Z,2023-01-21T05:50:12Z,3986099723,286,,3986099721,56,Center,3986109357,233,25,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921973,25,44,1,2,30,apoawtpvac4zqlancmvw4nk4o,0,29.2,64.4,2023-01-20T19:35:03.373Z,2023-01-21T03:39:26Z,3986099613,285,,3986109373,233,37,3986099611,56,Back,,,,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923721,64,61,1,2,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,68.4,42.1,2023-01-20T19:35:03.424Z,2023-01-21T05:50:13Z,3986556237,21,,3986108225,56,Center,3986556239,388,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499028817,961,67,1,2,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.5,30.5,2023-01-20T19:35:04.967Z,2023-01-21T05:50:13Z,3986653521,233,1099,,,,,,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499028815,1099,67,1,2,31,apoawtpvac4zqlancmvw4nk4o,0,43.5,69.5,2023-01-20T19:35:04.968Z,2023-01-21T05:22:33Z,3986653525,233,961,,,,,,,,,,,,,,,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922019,39,1,1,2,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.7,32.4,2023-01-20T19:35:05.055Z,2023-01-21T05:50:13Z,3986099835,140,69.9,3986099837,141,29.1,3986099833,56,Center,3986099839,212,14.0,3986099841,213,6.1,3986556285,178,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922025,40,61,1,2,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,60.8,29.1,2023-01-20T19:35:06.016Z,2023-01-21T03:39:44Z,3986099859,56,Center,3986556401,178,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922031,41,61,1,2,33,9gefq4dz9b2hl8rqrxwrlrzmp,1,58.5,28.6,2023-01-20T19:35:06.638Z,2023-01-21T03:39:47Z,3986099887,56,Center,3986556419,178,,,,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498921999,38,49,1,2,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.8,27.9,2023-01-20T19:35:07.119Z,2023-01-21T03:39:51Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498947867,392,1,1,2,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,59.9,28.8,2023-01-20T19:35:07.791Z,2023-01-21T03:39:56Z,3986228377,140,56.3,3986228375,56,Center,3986228383,213,2.1,3986556529,178,,3986228381,212,7.0,3986228379,141,37.4,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499029315,1129,83,1,2,36,apoawtpvac4zqlancmvw4nk4o,1,41.5,66.7,2023-01-20T19:35:09.275Z,2023-01-21T05:23:06Z,3986655451,399,204561,,,,,,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922053,42,1,1,2,36,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.7,33.8,2023-01-20T19:35:09.306Z,2023-01-21T03:40:00Z,3986100003,141,26.4,3986100007,213,5.2,3986099999,56,Center,3986100001,140,59.4,3986556545,178,,3986100005,212,5.8,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922083,43,1,1,2,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,61.5,22.1,2023-01-20T19:35:11.760Z,2023-01-21T03:40:04Z,3986100145,141,4.6,3986556567,178,,3986100147,212,11.9,3986100141,56,Right,3986100149,213,4.7,3986100143,140,61.1,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922097,44,1,1,2,42,9gefq4dz9b2hl8rqrxwrlrzmp,1,64.8,2.9,2023-01-20T19:35:15.168Z,2023-01-21T03:40:07Z,3986100227,140,69.4,3986100233,213,1.2,3986100225,56,Right,3986100231,212,12.3,3986100229,141,19.6,3986556599,178,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922141,45,1,1,2,45,9gefq4dz9b2hl8rqrxwrlrzmp,0,75.7,16.1,2023-01-20T19:35:18.169Z,2023-01-21T03:40:12Z,3986100441,212,13.6,3986100433,56,Center,3986100445,213,0.7,3986100435,140,85.3,3986100437,141,29.5,3986556697,178,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499029405,1138,67,1,2,45,apoawtpvac4zqlancmvw4nk4o,1,14.5,72.8,2023-01-20T19:35:18.736Z,2023-01-21T05:50:14Z,3986655853,233,981,,,,,,,,,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499029403,981,67,1,2,45,9gefq4dz9b2hl8rqrxwrlrzmp,0,85.5,27.2,2023-01-20T19:35:18.737Z,2023-01-21T05:23:40Z,3986655861,233,1138,,,,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922281,30,8,1,2,45,apoawtpvac4zqlancmvw4nk4o,1,12.9,72.3,2023-01-20T19:35:18.766Z,2023-01-21T05:50:14Z,3986556955,178,,3986101069,56,Back,3986456919,385,,,,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922149,46,61,1,2,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,85.4,29.7,2023-01-20T19:35:18.999Z,2023-01-21T03:41:01Z,3986557499,178,,3986100465,56,Center,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922161,26,12,1,2,47,apoawtpvac4zqlancmvw4nk4o,1,10.1,71.7,2023-01-20T19:35:20.572Z,2023-01-21T03:41:05Z,3986100527,141,77.0,3986557561,178,,3986100525,140,9.9,3986100789,397,,3986100531,213,1.6,3986100791,233,47,3986100523,56,Back,3986100529,212,3.6,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922199,47,74,1,2,47,9gefq4dz9b2hl8rqrxwrlrzmp,1,92.7,26.7,2023-01-20T19:35:20.716Z,2023-01-21T03:42:14Z,3986100701,56,Center,3986100817,397,,3986558593,178,,3986100779,233,26,3986100703,285,,,,,,,,,,,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922165,27,49,1,2,48,apoawtpvac4zqlancmvw4nk4o,1,8.2,75.3,2023-01-20T19:35:21.241Z,2023-01-21T03:42:20Z,,,,,,,,,,,,,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922175,28,1,1,2,49,apoawtpvac4zqlancmvw4nk4o,0,6,73.2,2023-01-20T19:35:22.351Z,2023-01-21T03:42:25Z,3986558709,178,,3986100749,236,,3986100751,233,48,3986100587,141,75.1,3986100581,157,,3986100591,213,0.3,3986100755,286,,3986100585,140,10.0,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,3986100593,1,,3986100589,212,4.4,3986100583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922231,48,74,1,2,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,91,18.2,2023-01-20T19:35:22.374Z,2023-01-21T03:42:32Z,3986558841,178,,3986100877,285,,3986100875,56,Right,3986101001,233,28,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922213,29,5,1,2,51,apoawtpvac4zqlancmvw4nk4o,1,11.6,101.5,2023-01-20T19:35:24.337Z,2023-01-21T03:42:35Z,3986100969,233,49,3986100785,56,Back,3986100787,347,,,,,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922241,49,5,1,2,51,9gefq4dz9b2hl8rqrxwrlrzmp,0,88.4,-1.5,2023-01-20T19:35:24.337Z,2023-01-21T03:42:34Z,3986100929,56,Right,3986100977,233,29,3986100931,347,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922349,31,1,1,3,6,apoawtpvac4zqlancmvw4nk4o,0,13.8,100,2023-01-20T19:35:39.576Z,2023-01-21T03:42:39Z,3986101363,141,96.0,3986101357,107,,3986101359,56,Back,3986101365,212,14.9,3986101367,213,6.0,3986101361,140,27.4,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922403,51,1,1,3,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,71.1,4,2023-01-20T19:35:40.868Z,2023-01-21T03:42:43Z,3986101621,3,,3986101627,141,16.1,3986101625,140,80.5,3986101633,213,0.7,3986101623,56,Right,3986101629,212,12.8,3986559097,388,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498925269,86,44,1,3,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,78.8,19.2,2023-01-20T19:35:42.550Z,2023-01-21T05:50:15Z,3986118235,56,Right,3986118237,286,,3986118265,233,32,,,,,,,,,,,,,,,,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922371,32,44,1,3,9,apoawtpvac4zqlancmvw4nk4o,0,21.2,80.8,2023-01-20T19:35:42.551Z,2023-01-21T03:42:46Z,3986101467,56,Back,3986118285,233,86,3986101469,285,,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922395,50,1,1,3,9,9gefq4dz9b2hl8rqrxwrlrzmp,0,80.3,19.2,2023-01-20T19:35:42.603Z,2023-01-21T05:50:15Z,3986560033,388,,3986101583,141,22.1,3986120995,3,,3986101585,212,6.1,3986101579,56,Center,3986101587,213,0.3,3986101581,140,85.8,,,,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922443,33,1,1,3,13,apoawtpvac4zqlancmvw4nk4o,0,7.1,95.7,2023-01-20T19:35:46.060Z,2023-01-21T03:43:58Z,3986101859,212,44.6,3986101853,56,Back,3986560095,178,,3986101861,213,6.2,3986101855,140,49.4,3986101863,1,,3986101851,157,,3986101857,141,89.3,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922457,52,12,1,3,16,9gefq4dz9b2hl8rqrxwrlrzmp,1,49.9,10.8,2023-01-20T19:35:49.661Z,2023-01-21T03:44:06Z,3986101913,212,8.7,3986101909,140,52.0,3986560147,178,,3986101945,167,,3986101915,213,5.0,3986102029,15,,3986101907,56,Right,3986101911,141,0.0,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922485,34,5,1,3,18,apoawtpvac4zqlancmvw4nk4o,1,54.2,101.6,2023-01-20T19:35:51.347Z,2023-01-21T03:44:08Z,3986102051,56,Left,3986102065,233,53,3986102055,347,,,,,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922459,53,5,1,3,18,9gefq4dz9b2hl8rqrxwrlrzmp,0,45.8,-1.6,2023-01-20T19:35:51.347Z,2023-01-21T03:44:09Z,3986101917,56,Back,3986102073,233,34,3986101919,347,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922619,35,1,1,3,31,apoawtpvac4zqlancmvw4nk4o,0,49.5,100,2023-01-20T19:36:04.860Z,2023-01-21T03:44:14Z,3986102677,213,4.9,3986102667,107,,3986102671,140,52.5,3986102675,212,14.2,3986102669,56,Left,3986102673,141,81.4,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922679,54,4,1,3,33,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.4,19.8,2023-01-20T19:36:06.794Z,2023-01-21T03:44:27Z,3986102993,56,Back,3986102999,286,,3986102989,12,,3986103021,233,36,3986102995,241,,,,,,,,,,,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922639,36,4,1,3,33,apoawtpvac4zqlancmvw4nk4o,0,53.6,80.2,2023-01-20T19:36:06.795Z,2023-01-21T03:44:26Z,3986560561,178,,3986102779,12,,3986102785,241,,3986102781,56,Left,3986103037,233,54,3986102789,285,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922757,55,1,1,3,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.5,24,2023-01-20T19:36:17.731Z,2023-01-21T03:44:31Z,3986103373,241,,3986103379,141,22.2,3986560637,178,,3986103381,212,16.9,3986103383,213,3.2,3986103375,56,Back,3986103377,140,26.4,3986103371,5,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922805,56,1,1,3,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,26.4,20.9,2023-01-20T19:36:22.615Z,2023-01-21T03:44:35Z,3986103633,141,1.3,3986560691,178,,3986103631,140,42.2,3986103637,213,5.6,3986103635,212,21.3,3986103629,56,Back,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922807,57,50,1,3,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,53.5,4.4,2023-01-20T19:36:25.610Z,2023-01-21T03:44:41Z,3986103643,286,,3986103769,233,37,3986103641,56,Right,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922819,37,7,1,3,52,apoawtpvac4zqlancmvw4nk4o,1,46.5,95.6,2023-01-20T19:36:25.733Z,2023-01-21T03:44:44Z,3986103737,233,57,3986463083,383,,3986103695,285,,3986560813,178,,3986103693,56,Back,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922823,38,49,1,3,54,apoawtpvac4zqlancmvw4nk4o,1,52.6,93.2,2023-01-20T19:36:27.424Z,2023-01-21T03:44:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922853,39,1,1,3,54,apoawtpvac4zqlancmvw4nk4o,1,54.3,94.4,2023-01-20T19:36:27.808Z,2023-01-21T03:45:21Z,3986103867,212,7.4,3986103861,56,Left,3986103865,141,83.8,3986561429,178,,3986103863,140,55.8,3986103869,213,4.9,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922867,40,1,1,3,57,apoawtpvac4zqlancmvw4nk4o,1,60.6,82.1,2023-01-20T19:36:30.302Z,2023-01-21T03:45:25Z,3986103937,212,17.6,3986103931,56,Left,3986561489,178,,3986103935,141,87.7,3986103933,140,77.0,3986103939,213,0.2,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922883,41,1,1,3,58,apoawtpvac4zqlancmvw4nk4o,0,77.3,87.8,2023-01-20T19:36:31.344Z,2023-01-21T03:45:33Z,3986103999,56,Center,3986561695,389,,3986104003,141,72.1,3986104001,140,73.0,3986104007,213,4.3,3986104005,212,11.6,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922901,58,49,1,3,59,9gefq4dz9b2hl8rqrxwrlrzmp,1,19,30.9,2023-01-20T19:36:32.887Z,2023-01-21T03:45:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922923,59,1,1,3,59,9gefq4dz9b2hl8rqrxwrlrzmp,0,19.1,30.6,2023-01-20T19:36:32.905Z,2023-01-21T03:45:42Z,3986104193,213,4.4,3986561831,178,,3986104189,141,0.0,3986104187,140,12.9,3986104185,56,Back,3986104191,212,23.1,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922987,42,5,1,4,2,apoawtpvac4zqlancmvw4nk4o,1,88.2,102,2023-01-20T19:36:36.015Z,2023-01-21T03:45:49Z,3986104523,347,,3986104549,233,60,3986104521,56,Left,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498922927,60,5,1,4,2,9gefq4dz9b2hl8rqrxwrlrzmp,0,11.8,-2,2023-01-20T19:36:36.015Z,2023-01-21T03:45:49Z,3986104207,56,Back,3986104579,233,42,3986104209,347,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923011,43,1,1,4,12,apoawtpvac4zqlancmvw4nk4o,1,89.3,100,2023-01-20T19:36:45.372Z,2023-01-21T03:45:52Z,3986104643,141,94.2,3986104637,107,,3986104639,56,Left,3986104647,213,3.4,3986104641,140,70.5,3986104645,212,20.4,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923041,44,1,1,4,14,apoawtpvac4zqlancmvw4nk4o,1,70.5,93.8,2023-01-20T19:36:48.009Z,2023-01-21T03:45:55Z,3986104797,212,36.4,3986104791,56,Center,3986104795,141,46.9,3986561963,178,,3986104801,1,,3986104799,213,4.2,3986104793,140,53.8,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923067,45,1,1,4,17,apoawtpvac4zqlancmvw4nk4o,1,53.8,46.9,2023-01-20T19:36:50.971Z,2023-01-21T03:45:59Z,3986104959,56,Center,3986104965,140,53.8,3986104971,213,4.7,3986104967,141,24.7,3986562019,178,,3986104969,212,15.1,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923091,46,1,1,4,19,apoawtpvac4zqlancmvw4nk4o,1,51.4,27.1,2023-01-20T19:36:52.973Z,2023-01-21T03:46:02Z,3986105067,213,2.8,3986105061,140,26.5,3986562069,178,,3986105059,56,Back,3986105065,212,27.6,3986105063,141,40.3,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923109,47,1,1,4,24,apoawtpvac4zqlancmvw4nk4o,1,26.5,40.3,2023-01-20T19:36:57.365Z,2023-01-21T03:46:05Z,3986562101,178,,3986105145,212,23.8,3986105147,213,1.5,3986105139,56,Back,3986105141,140,28.5,3986105143,141,75.1,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923145,48,1,1,4,27,apoawtpvac4zqlancmvw4nk4o,1,29,75.1,2023-01-20T19:37:00.176Z,2023-01-21T03:46:08Z,3986105303,140,35.7,3986105309,213,1.1,3986562129,178,,3986105305,141,96.6,3986105301,56,Back,3986105307,212,16.2,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923165,49,1,1,4,29,apoawtpvac4zqlancmvw4nk4o,1,33.6,95.3,2023-01-20T19:37:02.447Z,2023-01-21T03:46:12Z,3986105395,56,Back,3986105397,140,13.1,3986105403,213,3.7,3986105399,141,76.0,3986105401,212,25.2,3986562183,178,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
