id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2498930027,194,1,1,19,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,35.2,84.7,2023-01-20T19:51:38.832Z,2023-01-21T03:42:12Z,3986138429,56,Back,3986138435,212,10.6,3986138437,213,4.1,3986138431,140,29.4,3986138433,141,72.0,3986558563,178,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930037,195,1,1,19,10,9gefq4dz9b2hl8rqrxwrlrzmp,1,35.2,69.6,2023-01-20T19:51:43.636Z,2023-01-21T03:42:16Z,3986138507,212,14.6,3986138501,56,Back,3986558627,178,,3986138505,141,58.2,3986138509,213,5.7,3986138503,140,47.0,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930041,196,1,1,19,11,9gefq4dz9b2hl8rqrxwrlrzmp,0,47.6,62,2023-01-20T19:51:45.018Z,2023-01-21T03:42:20Z,3986558683,178,,3986138633,286,,3986138527,140,49.7,3986138533,213,0.2,3986138525,56,Back,3986138627,236,,3986138629,233,226,3986138531,212,2.2,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,3986138529,141,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930063,226,74,1,19,12,apoawtpvac4zqlancmvw4nk4o,1,49.3,37.4,2023-01-20T19:51:45.132Z,2023-01-21T03:42:26Z,3986138601,56,Back,3986558723,178,,3986138603,285,,3986138635,233,196,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930071,197,1,1,19,13,9gefq4dz9b2hl8rqrxwrlrzmp,1,53.1,58.2,2023-01-20T19:51:46.216Z,2023-01-21T03:42:32Z,3986138623,213,4.8,3986138615,56,Center,3986138617,140,54.1,3986138619,141,45.5,3986558825,178,,3986138621,212,8.7,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930075,198,1,1,19,14,9gefq4dz9b2hl8rqrxwrlrzmp,1,54.2,45.5,2023-01-20T19:51:47.561Z,2023-01-21T03:42:37Z,3986138643,141,46.9,3986482697,156,,3986558951,178,,3986138645,212,9.3,3986138641,140,45.4,3986138647,213,3.0,3986138639,56,Back,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930085,199,1,1,19,16,9gefq4dz9b2hl8rqrxwrlrzmp,1,45.4,46.9,2023-01-20T19:51:49.252Z,2023-01-21T03:42:40Z,3986138677,212,35.5,3986138671,56,Right,3986138675,141,5.9,3986559071,178,,3986138681,1,,3986138669,155,,3986138679,213,5.4,3986138673,140,66.4,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930097,200,61,1,19,19,9gefq4dz9b2hl8rqrxwrlrzmp,0,74.5,5.5,2023-01-20T19:51:52.160Z,2023-01-21T03:43:16Z,3986138725,56,Right,3986559527,178,,,,,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930105,227,49,1,19,23,apoawtpvac4zqlancmvw4nk4o,1,9.5,95.6,2023-01-20T19:51:56.613Z,2023-01-21T03:43:36Z,,,,,,,,,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930133,228,1,1,19,27,apoawtpvac4zqlancmvw4nk4o,1,19.6,75.3,2023-01-20T19:52:00.230Z,2023-01-21T03:43:56Z,3986138857,140,27.2,3986138863,213,5.8,3986138855,56,Back,3986138861,212,9.2,3986138859,141,68.7,3986560089,178,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930157,229,1,1,19,30,apoawtpvac4zqlancmvw4nk4o,1,28.4,66.4,2023-01-20T19:52:03.150Z,2023-01-21T03:44:12Z,3986138985,213,5.0,3986138979,140,34.8,3986138981,141,31.0,3986560217,178,,3986138983,212,25.0,3986138977,56,Back,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930165,230,1,1,19,38,apoawtpvac4zqlancmvw4nk4o,0,53.7,36.6,2023-01-20T19:52:11.092Z,2023-01-21T03:44:16Z,3986139011,56,Center,3986139017,212,21.9,3986139015,141,52.1,3986139013,140,72.0,3986139019,213,0.5,3986560347,178,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930171,201,8,1,19,39,9gefq4dz9b2hl8rqrxwrlrzmp,1,27,32.1,2023-01-20T19:52:12.213Z,2023-01-21T03:44:25Z,3986139035,56,Back,3986482795,384,,3986560547,178,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930183,202,49,1,19,40,9gefq4dz9b2hl8rqrxwrlrzmp,1,31.5,12,2023-01-20T19:52:13.859Z,2023-01-21T03:44:31Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930205,203,1,1,19,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,39.6,3.7,2023-01-20T19:52:18.165Z,2023-01-21T03:44:38Z,3986139171,212,10.3,3986139167,140,37.5,3986560757,178,,3986139165,56,Back,3986139169,141,18.5,3986139173,213,1.8,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499018685,930,67,1,19,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,36.6,19.3,2023-01-20T19:52:19.281Z,2023-01-21T06:09:11Z,3986603299,233,1088,,,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499018681,1088,67,1,19,46,apoawtpvac4zqlancmvw4nk4o,0,63.4,80.7,2023-01-20T19:52:19.282Z,2023-01-21T04:32:54Z,3986603323,233,930,,,,,,,,,,,,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930207,204,61,1,19,46,9gefq4dz9b2hl8rqrxwrlrzmp,0,37.7,17.9,2023-01-20T19:52:19.619Z,2023-01-21T03:45:01Z,3986139189,56,Back,3986561081,178,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930219,231,49,1,19,48,apoawtpvac4zqlancmvw4nk4o,1,61.4,80,2023-01-20T19:52:21.823Z,2023-01-21T03:45:07Z,,,,,,,,,,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930231,232,1,1,19,51,apoawtpvac4zqlancmvw4nk4o,0,60,67.8,2023-01-20T19:52:24.650Z,2023-01-21T03:45:11Z,3986139291,212,2.8,3986139343,233,205,3986139285,56,Center,3986139287,140,62.6,3986561257,178,,3986139289,141,68.8,3986139293,213,0.2,3986139347,286,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,3986139341,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930235,205,74,1,19,51,9gefq4dz9b2hl8rqrxwrlrzmp,1,39,34.9,2023-01-20T19:52:24.775Z,2023-01-21T03:45:22Z,3986139351,233,232,3986139311,285,,3986561433,178,,3986139309,56,Back,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930247,206,49,1,19,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,41.8,41.8,2023-01-20T19:52:25.429Z,2023-01-21T03:45:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930259,207,3,1,19,54,9gefq4dz9b2hl8rqrxwrlrzmp,1,47.6,44.6,2023-01-20T19:52:27.567Z,2023-01-21T03:45:34Z,3986483537,464,,3986139395,286,,3986561721,178,,3986139407,233,233,3986139393,56,Back,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930255,233,45,1,19,54,apoawtpvac4zqlancmvw4nk4o,0,52.4,55.4,2023-01-20T19:52:27.567Z,2023-01-21T03:45:34Z,3986139415,233,207,3986139385,56,Center,3986139387,285,,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930279,208,1,1,19,56,9gefq4dz9b2hl8rqrxwrlrzmp,1,51.8,42.1,2023-01-20T19:52:29.374Z,2023-01-21T03:45:43Z,3986139495,141,56.4,3986561839,178,,3986139491,56,Center,3986139497,212,10.7,3986139499,213,1.1,3986139493,140,56.0,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930295,209,1,1,19,59,9gefq4dz9b2hl8rqrxwrlrzmp,1,72.9,63.4,2023-01-20T19:52:32.652Z,2023-01-21T03:45:48Z,3986139579,141,81.7,3986139581,212,12.7,3986561885,178,,3986139575,56,Left,3986139583,213,1.4,3986139577,140,75.5,,,,,,,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930313,210,1,1,20,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,84.2,73,2023-01-20T19:52:35.571Z,2023-01-21T03:45:55Z,3986139645,213,5.0,3986139639,140,85.8,3986139641,141,63.7,3986139643,212,6.5,3986561959,178,,3986139637,56,Center,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930317,211,61,1,20,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,86,66.3,2023-01-20T19:52:35.894Z,2023-01-21T03:46:02Z,3986562065,178,,3986139661,56,Center,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930341,212,1,1,20,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,78.8,84.8,2023-01-20T19:52:39.634Z,2023-01-21T03:46:17Z,3986139767,140,76.2,3986139771,212,12.4,3986139765,56,Center,3986562315,178,,3986139769,141,67.0,3986139773,213,4.5,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930343,213,50,1,20,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,72.4,48.8,2023-01-20T19:52:42.975Z,2023-01-21T03:46:28Z,3986139777,56,Center,3986139787,233,234,3986139779,286,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930337,234,7,1,20,9,apoawtpvac4zqlancmvw4nk4o,0,27.6,51.2,2023-01-20T19:52:43.018Z,2023-01-21T03:46:39Z,3986483545,385,,3986139751,285,,3986139781,233,213,3986139749,56,Back,3986562721,178,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930367,214,1,1,20,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,74,48.5,2023-01-20T19:52:44.197Z,2023-01-21T03:46:45Z,3986139887,213,4.5,3986139881,140,70.2,3986139885,212,15.7,3986139879,56,Center,3986562787,178,,3986139883,141,26.1,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930381,215,1,1,20,15,9gefq4dz9b2hl8rqrxwrlrzmp,1,65.9,16.4,2023-01-20T19:52:48.378Z,2023-01-21T03:46:49Z,3986139953,141,32.8,3986139951,140,68.4,3986139949,56,Center,3986562835,178,,3986139957,213,1.3,3986139955,212,11.5,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930383,216,1,1,20,16,9gefq4dz9b2hl8rqrxwrlrzmp,0,68.4,32.4,2023-01-20T19:52:49.883Z,2023-01-21T03:46:53Z,3986139969,213,0.4,3986139963,140,75.1,3986139965,141,36.7,3986562881,178,,3986139961,56,Center,3986139967,212,7.6,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930389,236,1,1,20,17,apoawtpvac4zqlancmvw4nk4o,1,22.7,61.4,2023-01-20T19:52:50.758Z,2023-01-21T03:46:58Z,3986139991,56,Back,3986139997,212,7.6,3986139995,141,52.7,3986139993,140,27.2,3986562947,178,,3986139999,213,5.4,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930391,237,49,1,20,18,apoawtpvac4zqlancmvw4nk4o,1,27.2,52.7,2023-01-20T19:52:51.204Z,2023-01-21T03:47:03Z,,,,,,,,,,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930409,238,1,1,20,18,apoawtpvac4zqlancmvw4nk4o,1,27.2,52.7,2023-01-20T19:52:51.278Z,2023-01-21T03:47:16Z,3986140069,212,8.6,3986140063,56,Back,3986140065,140,20.4,3986140067,141,45.7,3986140071,213,3.7,3986563187,178,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930437,239,1,1,20,20,apoawtpvac4zqlancmvw4nk4o,0,20.6,45.1,2023-01-20T19:52:53.100Z,2023-01-21T03:47:32Z,3986140195,141,3.2,3986140197,212,60.0,3986140191,56,Right,3986563397,178,,3986140199,213,5.8,3986140193,140,70.9,3986140189,157,,3986140201,1,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930445,217,49,1,20,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.2,96.5,2023-01-20T19:52:59.614Z,2023-01-21T03:47:38Z,,,,,,,,,,,,,,,,,,,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930451,218,1,1,20,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.4,95.4,2023-01-20T19:53:01.126Z,2023-01-21T03:47:41Z,3986140237,141,92.3,3986140235,140,33.3,3986140233,56,Back,3986140239,212,6.5,3986140241,213,6.0,3986563557,178,,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930479,219,1,1,20,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,38.9,88.4,2023-01-20T19:53:03.806Z,2023-01-21T03:47:46Z,3986140345,213,5.3,3986140341,141,77.6,3986140339,140,43.7,3986140343,212,8.9,3986140337,56,Back,3986563659,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930533,220,2,1,20,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.7,83,2023-01-20T19:53:07.148Z,2023-01-21T03:47:52Z,3986140605,140,91.9,3986140601,1,,3986140607,141,79.0,3986140603,56,Left,3986140599,7,dhhmffih4gl51nlu92hfctqs5,3986563753,178,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930515,240,55,1,20,34,apoawtpvac4zqlancmvw4nk4o,1,32.5,26.6,2023-01-20T19:53:07.149Z,2023-01-21T03:47:52Z,,,,,,,,,,,,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930611,241,1,1,20,56,apoawtpvac4zqlancmvw4nk4o,1,12.5,22.1,2023-01-20T19:53:29.517Z,2023-01-21T03:47:54Z,3986140927,140,8.3,3986140921,5,,3986140925,56,Back,3986140933,213,1.8,3986141563,189,,3986140931,212,16.9,3986563811,178,,3986140929,141,46.1,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,3986140923,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930619,242,1,1,20,58,apoawtpvac4zqlancmvw4nk4o,1,8.3,46.1,2023-01-20T19:53:31.174Z,2023-01-21T03:47:58Z,3986140973,213,0.8,3986563849,178,,3986140969,141,72.7,3986141657,189,,3986140965,56,Back,3986140971,212,24.3,3986140967,140,23.8,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930623,243,1,1,21,0,apoawtpvac4zqlancmvw4nk4o,1,33,72.4,2023-01-20T19:53:33.715Z,2023-01-21T03:48:07Z,3986563957,178,,3986140991,141,95.4,3986140989,140,45.6,3986140993,212,20.5,3986140987,56,Back,3986140995,213,0.9,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930651,244,1,1,21,5,apoawtpvac4zqlancmvw4nk4o,1,53.1,94.1,2023-01-20T19:53:38.059Z,2023-01-21T03:48:13Z,3986141097,141,90.8,3986141095,140,43.7,3986141101,213,3.4,3986564109,178,,3986141093,56,Back,3986141099,212,10.1,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930661,245,1,1,21,6,apoawtpvac4zqlancmvw4nk4o,1,43.7,90.8,2023-01-20T19:53:39.863Z,2023-01-21T03:48:17Z,3986141137,212,9.8,3986564207,178,,3986141131,56,Back,3986141135,141,85.0,3986141139,213,3.6,3986141133,140,35.2,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930673,246,1,1,21,9,apoawtpvac4zqlancmvw4nk4o,1,37.2,79.4,2023-01-20T19:53:42.741Z,2023-01-21T03:48:21Z,3986564293,178,,3986141205,140,33.0,3986141207,141,58.4,3986141211,213,4.4,3986141209,212,14.9,3986141203,56,Back,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930685,247,1,1,21,13,apoawtpvac4zqlancmvw4nk4o,1,34.7,54.6,2023-01-20T19:53:46.203Z,2023-01-21T03:48:25Z,3986564345,178,,3986141269,140,38.8,3986141273,212,14.2,3986141267,56,Back,3986141271,141,74.5,3986141275,213,1.3,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930699,248,1,1,21,15,apoawtpvac4zqlancmvw4nk4o,1,38.7,72.4,2023-01-20T19:53:48.834Z,2023-01-21T03:48:31Z,3986564377,178,,3986141351,213,4.4,3986141343,56,Back,3986141349,212,16.3,3986141347,141,49.4,3986141345,140,34.3,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930717,249,1,1,21,18,apoawtpvac4zqlancmvw4nk4o,0,36.2,45.7,2023-01-20T19:53:51.231Z,2023-01-21T03:48:35Z,3986141431,213,0.8,3986141423,56,Left,3986141429,212,44.5,3986141421,155,,3986141427,141,91.7,3986141425,140,66.4,3986564457,178,,3986141433,1,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930719,221,49,1,21,20,9gefq4dz9b2hl8rqrxwrlrzmp,1,31.5,5.2,2023-01-20T19:53:54.014Z,2023-01-21T03:48:40Z,,,,,,,,,,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930745,222,1,1,21,24,9gefq4dz9b2hl8rqrxwrlrzmp,1,35.4,4.9,2023-01-20T19:53:57.359Z,2023-01-21T03:48:49Z,3986141527,56,Back,3986141533,212,11.8,3986141531,141,2.2,3986564599,178,,3986141529,140,46.5,3986141535,213,6.1,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930759,223,1,1,21,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,59.3,5.5,2023-01-20T19:54:00.470Z,2023-01-21T03:48:53Z,3986141593,140,55.2,3986141599,213,1.7,3986141591,56,Center,3986564641,178,,3986141597,212,26.3,3986141595,141,43.7,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930779,224,1,1,21,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,68.5,51.8,2023-01-20T19:54:04.294Z,2023-01-21T03:49:03Z,3986142079,210,15,3986564695,178,,3986141675,56,Center,3986141683,213,5.8,3986141677,140,77.3,3986141679,141,43.9,3986141681,212,10.7,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930781,225,15,1,21,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,78.6,44.5,2023-01-20T19:54:05.825Z,2023-01-21T03:49:03Z,3986142091,55,224,3986144493,233,250,3986142085,20,,3986142097,103,22.8,3986142095,102,48.1,3986142087,81,,3986142089,29,,3986142099,215,,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,3986141689,22,,3986142103,147,49.3,3986564787,178,,,3986141693,56,3986142101,146,3986141691,18,,,,,,,,,,Center,98.8,,,,,,,,,
2498930789,250,10,1,21,33,apoawtpvac4zqlancmvw4nk4o,1,4.1,50,2023-01-20T19:54:06.698Z,2023-01-21T03:49:06Z,3986483553,377,,3986141721,182,,3986144483,177,,3986141725,56,Back,3986141717,178,,3986144717,233,225,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930797,251,52,1,21,34,apoawtpvac4zqlancmvw4nk4o,1,3.7,49.9,2023-01-20T19:54:07.127Z,2023-01-21T03:50:18Z,3986565945,178,,3986483557,377,,,,,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930809,252,1,1,21,35,apoawtpvac4zqlancmvw4nk4o,1,7.7,51.5,2023-01-20T19:54:08.616Z,2023-01-21T03:50:23Z,3986141817,213,0.9,3986141807,123,,3986141811,140,30.5,3986141823,287,,3986566025,178,,3986141815,212,37.8,3986141819,1,,3986141813,141,94.5,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,3986141809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930841,253,1,1,21,42,apoawtpvac4zqlancmvw4nk4o,1,58.3,87.8,2023-01-20T19:54:15.306Z,2023-01-21T03:50:45Z,3986141951,56,Center,3986141957,212,11.1,3986141955,141,72.3,3986566329,178,,3986141953,140,55.1,3986141959,213,4.4,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930859,254,1,1,21,44,apoawtpvac4zqlancmvw4nk4o,1,55.2,72,2023-01-20T19:54:17.260Z,2023-01-21T03:50:48Z,3986142021,140,47.5,3986142027,213,3.4,3986142025,212,8.3,3986142019,56,Back,3986142023,141,69.1,3986566389,178,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930885,255,1,1,21,47,apoawtpvac4zqlancmvw4nk4o,1,57.7,83.2,2023-01-20T19:54:20.592Z,2023-01-21T03:50:53Z,3986566471,178,,3986142155,56,Left,3986142163,213,2.1,3986142157,140,52.3,3986142159,141,97.4,3986142161,212,11.2,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930889,256,1,1,21,49,apoawtpvac4zqlancmvw4nk4o,1,53.2,96.3,2023-01-20T19:54:22.247Z,2023-01-21T03:50:59Z,3986566543,178,,3986142183,141,80.8,3986142181,140,39.2,3986142187,213,3.8,3986142179,56,Back,3986142185,212,18.1,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930903,257,1,1,21,52,apoawtpvac4zqlancmvw4nk4o,1,39.5,76.7,2023-01-20T19:54:25.888Z,2023-01-21T03:51:04Z,3986142239,56,Back,3986142247,213,5.6,3986566619,178,,3986142241,140,46.3,3986142245,212,9.2,3986142243,141,68.1,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
