id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,qualifier/17/value
2448396971,149,1,1,16,54,6k5zscdm9ufw0tguvzyjlp5hq,1,16,70.5,2022-08-20T13:50:29.347Z,2022-08-21T04:41:34Z,3718490081,212,18.8,3722103803,178,,3718490075,56,Back,3718490079,141,52.6,3718490083,213,3.8,3718490077,140,2.4,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448396987,150,1,1,17,11,6k5zscdm9ufw0tguvzyjlp5hq,1,14.1,49.6,2022-08-20T13:50:46.739Z,2022-08-21T04:41:39Z,3718490121,56,Back,3718490129,213,0.5,3718490125,141,66.7,3718490123,140,33.3,3718490127,212,23.3,3722103895,178,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397015,151,1,1,17,12,6k5zscdm9ufw0tguvzyjlp5hq,1,33.3,66.7,2022-08-20T13:50:48.236Z,2022-08-21T04:41:45Z,3718490231,213,1.7,3722104049,178,,3718490229,212,18.5,3718490225,140,30.3,3718490223,56,Back,3718490227,141,93.5,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397029,152,1,1,17,17,6k5zscdm9ufw0tguvzyjlp5hq,0,42.7,94.6,2022-08-20T13:50:52.677Z,2022-08-21T04:41:50Z,3722104119,178,,3718490265,140,65.5,3718490277,213,0.0,3718490273,212,23.9,3718490269,141,95.2,3718490261,56,Left,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449069013,1201,67,1,17,18,3dwlvz6cl4lcavvrg0y2dycrt,1,34.8,5.3,2022-08-20T13:50:53.585Z,2022-08-21T06:30:16Z,3722126073,233,794,,,,,,,,,,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449069009,794,67,1,17,18,6k5zscdm9ufw0tguvzyjlp5hq,0,65.2,94.7,2022-08-20T13:50:53.586Z,2022-08-21T05:05:29Z,3722126087,233,1201,,,,,,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397037,167,8,1,17,18,3dwlvz6cl4lcavvrg0y2dycrt,1,35.3,4.4,2022-08-20T13:50:53.600Z,2022-08-21T06:30:16Z,3722104179,178,,3718490327,56,Back,3721069007,383,,,,,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397047,168,50,1,17,18,3dwlvz6cl4lcavvrg0y2dycrt,1,34,4.6,2022-08-20T13:50:54.161Z,2022-08-21T04:41:57Z,3718490401,233,153,3721069085,286,,3718490353,56,Back,,,,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397041,153,7,1,17,18,6k5zscdm9ufw0tguvzyjlp5hq,0,66,95.4,2022-08-20T13:50:54.210Z,2022-08-21T04:42:02Z,3721069229,383,,3722104309,178,,3718490335,56,Left,3718490375,233,168,3721069127,285,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397043,154,43,1,17,19,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T13:50:54.744Z,2022-08-20T13:53:37Z,3718496281,144,50,3718490339,56,Left,3718490341,286,0,3718490529,233,169,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397079,169,61,1,17,19,3dwlvz6cl4lcavvrg0y2dycrt,1,33.8,4.2,2022-08-20T13:50:55.239Z,2022-08-21T04:42:10Z,3722104473,178,,3718490491,56,Back,,,,,,,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397109,172,49,1,17,20,3dwlvz6cl4lcavvrg0y2dycrt,1,31.3,8.7,2022-08-20T13:50:56.049Z,2022-08-21T04:42:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398257,196,1,1,17,20,3dwlvz6cl4lcavvrg0y2dycrt,0,32.3,8.7,2022-08-20T13:50:56.099Z,2022-08-21T04:42:18Z,3718495267,140,36.6,3718495263,155,,3718495271,212,5.2,3718495273,213,5.8,3718495265,56,Back,3718495269,141,5.0,3722104655,178,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397063,155,8,1,17,21,6k5zscdm9ufw0tguvzyjlp5hq,1,65.2,95.4,2022-08-20T13:50:56.480Z,2022-08-21T04:42:24Z,3721070559,385,,3718490417,56,Left,3718490425,15,,3722104795,388,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398857,212,1,1,17,22,3dwlvz6cl4lcavvrg0y2dycrt,1,35.8,5,2022-08-20T13:50:57.568Z,2022-08-21T04:42:31Z,3718497647,141,15.7,3722104921,388,,3718497643,56,Back,3718497651,213,1.3,3718497645,140,37.9,3718497641,3,,3718497649,212,7.6,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397093,170,43,1,17,22,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-20T13:50:57.611Z,2022-08-20T13:55:06Z,3718490553,141,8.2,3718490557,213,6.0,3718490547,3,0,3718490555,212,7.2,3718490551,140,32.2,3718490549,56,Back,3718499005,144,1,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397083,156,45,1,17,23,6k5zscdm9ufw0tguvzyjlp5hq,0,67.2,83.5,2022-08-20T13:50:58.763Z,2022-08-21T04:42:34Z,3718490507,56,Left,3718490509,286,,3718490675,233,173,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397111,173,3,1,17,23,3dwlvz6cl4lcavvrg0y2dycrt,1,32.8,16.5,2022-08-20T13:50:58.763Z,2022-08-21T04:42:34Z,3722105001,178,,3718490653,233,156,3721071081,464,,3721906145,285,,3718490643,56,Back,,,,,,,,,,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397107,171,43,1,17,24,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-20T13:50:59.266Z,2022-08-20T13:55:26Z,3718490627,56,Back,3718499567,144,1,3718490633,212,4.7,3718490629,140,30.7,3718490625,3,0,3718490631,141,14.6,3718490635,213,1.9,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397123,174,1,1,17,25,3dwlvz6cl4lcavvrg0y2dycrt,1,30.9,22.7,2022-08-20T13:51:00.433Z,2022-08-21T04:42:39Z,3722105081,178,,3718490709,140,26.8,3718490713,212,8.6,3718490707,56,Back,3718490711,141,11.8,3718490715,213,4.2,,,,,,,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397129,175,1,1,17,26,3dwlvz6cl4lcavvrg0y2dycrt,1,24.8,10.4,2022-08-20T13:51:01.700Z,2022-08-21T04:42:43Z,3718490749,213,0.3,3718490741,56,Center,3718490745,141,24.4,3718490747,212,30.5,3722105139,178,,3718490743,140,52.4,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397141,176,1,1,17,27,3dwlvz6cl4lcavvrg0y2dycrt,1,52.4,24.8,2022-08-20T13:51:02.855Z,2022-08-21T04:42:48Z,3718490829,213,4.3,3718490821,56,Back,3722105207,178,,3718490825,141,7.1,3718490827,212,13.2,3718490823,140,47.3,,,,,,,33hs47yxefec8e9ntgqgr49n9,S. Kalajdzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397145,177,4,1,17,31,3dwlvz6cl4lcavvrg0y2dycrt,1,47.3,3.1,2022-08-20T13:51:06.482Z,2022-08-21T04:42:52Z,3718491049,286,,3718491045,294,,3718491053,233,157,3718490843,56,Back,3718491047,152,,3718491043,13,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397177,157,4,1,17,31,6k5zscdm9ufw0tguvzyjlp5hq,0,52.7,96.9,2022-08-20T13:51:06.483Z,2022-08-21T04:42:51Z,3718490989,56,Left,3718490985,13,,3718490991,152,,3722105261,178,,3718490987,294,,3718491059,233,177,3718490993,285,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397193,178,43,1,17,31,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-20T13:51:07.202Z,2022-08-20T13:51:13Z,3718491031,347,0,3718491065,144,5,3718491027,56,Right,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397261,179,1,1,17,42,3dwlvz6cl4lcavvrg0y2dycrt,1,52.3,5,2022-08-20T13:51:17.489Z,2022-08-21T04:42:59Z,3718553433,189,,3718491353,140,41.6,3718491357,212,12,3722105377,178,,3718491347,5,,3718491351,56,Back,3718491359,213,2.8,3718491355,141,11.2,bibz1qxakmbflq73marmo4nop,J. Vagnoman,3718491349,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397283,180,1,1,17,44,3dwlvz6cl4lcavvrg0y2dycrt,1,41.2,9.5,2022-08-20T13:51:19.597Z,2022-08-21T04:43:01Z,3718491431,56,Back,3718491439,213,1.8,3718491435,141,52.0,3722105405,178,,3718491437,212,29.6,3718491433,140,35.2,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397311,181,1,1,17,49,3dwlvz6cl4lcavvrg0y2dycrt,1,44.5,59.7,2022-08-20T13:51:24.575Z,2022-08-21T04:43:06Z,3718491539,140,41.2,3718491543,212,20.6,3718491537,56,Back,3718491541,141,29.8,3722105475,178,,3718491545,213,4.5,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397327,182,1,1,17,52,3dwlvz6cl4lcavvrg0y2dycrt,1,40.9,21.3,2022-08-20T13:51:27.535Z,2022-08-21T04:43:12Z,3718491625,213,5.8,3722105553,178,,3718491623,212,25.8,3718491615,140,63.1,3718491611,56,Right,3718491619,141,5.2,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397381,183,1,1,17,53,3dwlvz6cl4lcavvrg0y2dycrt,1,63.3,4.9,2022-08-20T13:51:28.873Z,2022-08-21T04:43:22Z,3722105739,178,,3718491863,213,0.5,3718491847,56,Right,3718491855,141,9.7,3718491851,140,69.5,3718491859,212,7.3,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397385,184,61,1,17,57,3dwlvz6cl4lcavvrg0y2dycrt,0,67.8,12.4,2022-08-20T13:51:32.337Z,2022-08-21T04:43:32Z,3722105819,178,,3718491877,56,Right,,,,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397369,158,43,1,17,57,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T13:51:32.912Z,2022-08-20T13:56:35Z,3718501513,144,7,3718491809,56,Back,3718491899,233,184,3718491815,285,0,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397373,159,49,1,17,59,6k5zscdm9ufw0tguvzyjlp5hq,1,32.9,89.8,2022-08-20T13:51:34.275Z,2022-08-21T04:43:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397405,160,1,1,18,0,6k5zscdm9ufw0tguvzyjlp5hq,1,26.8,95.6,2022-08-20T13:51:35.792Z,2022-08-21T04:43:47Z,3718491995,140,32.8,3718491999,212,7.3,3718492001,213,5.7,3718491993,56,Back,3718491997,141,90.1,3722106141,178,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397419,161,1,1,18,2,6k5zscdm9ufw0tguvzyjlp5hq,0,34.2,89.8,2022-08-20T13:51:37.563Z,2022-08-21T04:43:57Z,3718492069,141,76.9,3718492073,212,9.7,3718492065,56,Back,3718492077,213,5.2,3722106309,178,,3718492067,140,38.2,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397425,185,8,1,18,3,3dwlvz6cl4lcavvrg0y2dycrt,1,61.8,22.9,2022-08-20T13:51:38.671Z,2022-08-21T04:44:00Z,3722106363,178,,3721075541,383,,3718492099,56,Center,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397433,186,49,1,18,4,3dwlvz6cl4lcavvrg0y2dycrt,1,66,22.9,2022-08-20T13:51:39.623Z,2022-08-21T04:44:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397457,187,1,1,18,5,3dwlvz6cl4lcavvrg0y2dycrt,1,67.5,24.2,2022-08-20T13:51:40.330Z,2022-08-21T04:44:13Z,3718492197,212,7.1,3718492193,140,69.5,3722106581,178,,3718492195,141,34.1,3718492199,213,1.3,3718492191,56,Center,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397459,188,1,1,18,5,3dwlvz6cl4lcavvrg0y2dycrt,0,70.1,34.5,2022-08-20T13:51:40.729Z,2022-08-21T04:44:17Z,3718492207,140,77.6,3718492211,212,9.2,3722106633,178,,3718492209,141,27.4,3718492205,56,Center,3718492213,213,5.7,,,,,,,33hs47yxefec8e9ntgqgr49n9,S. Kalajdzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397477,162,1,1,18,6,6k5zscdm9ufw0tguvzyjlp5hq,0,22.8,71.5,2022-08-20T13:51:41.770Z,2022-08-21T04:44:22Z,3718492285,140,53.6,3718492289,212,32.6,3718492291,213,6.2,3718492279,157,,3718492287,141,65.3,3718492283,56,Center,3722106687,178,,3718492293,1,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397503,189,1,1,18,10,3dwlvz6cl4lcavvrg0y2dycrt,1,45.2,37.1,2022-08-20T13:51:45.368Z,2022-08-21T04:44:27Z,3722106771,178,,3718492393,140,46.5,3718492397,212,4.6,3718492395,141,30.7,3718492399,213,5.0,3718492391,56,Back,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397553,190,1,1,18,12,3dwlvz6cl4lcavvrg0y2dycrt,1,46.7,30.2,2022-08-20T13:51:47.405Z,2022-08-21T04:44:31Z,3718492577,56,Back,3718492583,212,14.1,3722106839,178,,3718492579,140,39.7,3718492585,213,2.1,3718492581,141,47.9,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397579,191,1,1,18,16,3dwlvz6cl4lcavvrg0y2dycrt,1,37.9,52,2022-08-20T13:51:51.880Z,2022-08-21T04:44:37Z,3718492697,212,11.6,3718492693,140,46.3,3722106917,178,,3718492695,141,41.0,3718492699,213,5.6,3718492691,56,Back,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397593,192,1,1,18,18,3dwlvz6cl4lcavvrg0y2dycrt,1,49,39.1,2022-08-20T13:51:53.865Z,2022-08-21T04:44:40Z,3718492747,56,Center,3722106965,178,,3718492753,212,17.1,3718492749,140,64.6,3718492751,141,31.9,3718492755,213,6.0,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397595,193,61,1,18,19,3dwlvz6cl4lcavvrg0y2dycrt,0,64.6,31.9,2022-08-20T13:51:54.759Z,2022-08-21T04:44:44Z,3718492761,56,Center,3722107001,178,,,,,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397615,163,49,1,18,20,6k5zscdm9ufw0tguvzyjlp5hq,1,35.2,63.7,2022-08-20T13:51:55.714Z,2022-08-21T04:44:47Z,,,,,,,,,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397657,164,1,1,18,22,6k5zscdm9ufw0tguvzyjlp5hq,1,31.9,63.7,2022-08-20T13:51:57.618Z,2022-08-21T04:44:50Z,3718492943,141,73.6,3718492947,213,2.3,3722107097,178,,3718492939,56,Back,3718492945,212,8.7,3718492941,140,26.6,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397691,165,1,1,18,23,6k5zscdm9ufw0tguvzyjlp5hq,1,26.6,73.3,2022-08-20T13:51:59.074Z,2022-08-21T04:44:53Z,3718493075,141,51.0,3722107147,178,,3718493079,213,3.8,3718493071,56,Back,3718493077,212,25.7,3718493073,140,6.8,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397783,166,1,1,18,27,6k5zscdm9ufw0tguvzyjlp5hq,1,6.4,50,2022-08-20T13:52:03.195Z,2022-08-21T04:44:58Z,3718493433,213,5.5,3718493427,140,20.5,3718493431,212,21.7,3718493425,56,Back,3722107211,178,,3718493429,141,26.7,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397813,167,1,1,18,36,6k5zscdm9ufw0tguvzyjlp5hq,1,29.5,36.4,2022-08-20T13:52:11.753Z,2022-08-21T04:45:01Z,3718493553,140,19.9,3718493557,212,18.7,3718493555,141,59.6,3722107263,178,,3718493559,213,2.1,3718493551,56,Back,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397835,168,1,1,18,40,6k5zscdm9ufw0tguvzyjlp5hq,1,23.8,51.9,2022-08-20T13:52:15.683Z,2022-08-21T04:45:04Z,3722107305,178,,3718493661,56,Back,3718493669,213,5.0,3718493665,141,14.7,3718493663,140,31.3,3718493667,212,26.5,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397871,169,1,1,18,43,6k5zscdm9ufw0tguvzyjlp5hq,1,34,3.8,2022-08-20T13:52:19.053Z,2022-08-21T04:45:07Z,3718493815,213,0.6,3722107383,178,,3718493811,141,13.4,3718493807,56,Back,3718493813,212,12.5,3718493809,140,44.1,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397909,170,1,1,18,46,6k5zscdm9ufw0tguvzyjlp5hq,1,37.9,9.1,2022-08-20T13:52:21.635Z,2022-08-21T04:45:12Z,3718493939,212,6.0,3718493935,140,35.9,3718493941,213,4.4,3718493933,56,Back,3722107453,178,,3718493937,141,0.9,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397919,171,1,1,18,47,6k5zscdm9ufw0tguvzyjlp5hq,0,36.6,1.1,2022-08-20T13:52:22.796Z,2022-08-21T04:45:18Z,3718493979,213,0.7,3718493971,56,Center,3722107573,178,,3718493975,141,28.2,3718493969,155,,3718493977,212,27.8,3718493973,140,56.4,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397931,194,1,1,18,49,3dwlvz6cl4lcavvrg0y2dycrt,1,45.2,73.8,2022-08-20T13:52:25.161Z,2022-08-21T04:45:24Z,3718494025,141,80.8,3722107663,178,,3718494029,213,0.3,3718494021,56,Left,3718494023,140,60.8,3718494027,212,17.1,3718494019,3,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397935,195,1,1,18,51,3dwlvz6cl4lcavvrg0y2dycrt,0,62,80.8,2022-08-20T13:52:26.456Z,2022-08-21T04:45:32Z,3718494043,213,5.2,3718494039,141,48.7,3718494035,56,Center,3718494041,212,25.2,3722107779,388,,3718494037,140,73.9,3718494033,3,,,,,33hs47yxefec8e9ntgqgr49n9,S. Kalajdzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448397989,172,1,1,18,52,6k5zscdm9ufw0tguvzyjlp5hq,1,26.5,51.8,2022-08-20T13:52:28.065Z,2022-08-21T04:45:37Z,3722107893,178,,3718494227,213,3.5,3718494223,141,39.6,3718494219,56,Back,3718494217,3,,3718494225,212,21.3,3718494221,140,7.8,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398043,173,1,1,18,56,6k5zscdm9ufw0tguvzyjlp5hq,1,8.4,41.3,2022-08-20T13:52:32.010Z,2022-08-21T04:45:40Z,3718494409,140,20.3,3718494405,56,Back,3722107949,178,,3718494413,212,18.5,3718494411,141,21.3,3718494415,213,5.5,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398119,174,1,1,19,2,6k5zscdm9ufw0tguvzyjlp5hq,1,29.1,21.7,2022-08-20T13:52:37.698Z,2022-08-21T04:45:42Z,3718494709,141,52.4,3718494705,56,Back,3718494713,213,1.7,3718494707,140,26.4,3718494711,212,21.1,3722107989,178,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398145,175,1,1,19,12,6k5zscdm9ufw0tguvzyjlp5hq,1,29.4,49.3,2022-08-20T13:52:48.033Z,2022-08-21T04:45:46Z,3718494817,141,9.4,3718494813,56,Back,3718494821,213,4.9,3718494815,140,33.9,3722108039,178,,3718494819,212,27.5,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398183,176,1,1,19,16,6k5zscdm9ufw0tguvzyjlp5hq,1,26.4,4.2,2022-08-20T13:52:51.723Z,2022-08-21T04:45:49Z,3718494961,212,31.3,3718494955,56,Back,3718494959,141,38.4,3722108075,178,,3718494957,140,6.4,3718494963,213,2.3,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398215,177,1,1,19,21,6k5zscdm9ufw0tguvzyjlp5hq,1,10.4,44.2,2022-08-20T13:52:57.178Z,2022-08-21T04:45:53Z,3718495087,56,Back,3718495093,212,13.5,3718495089,140,17.3,3718495091,141,60.9,3718495095,213,1.0,3722108133,178,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398251,178,1,1,19,25,6k5zscdm9ufw0tguvzyjlp5hq,1,19.1,59.6,2022-08-20T13:53:00.379Z,2022-08-21T04:45:56Z,3722108175,178,,3718495223,140,25.6,3718495227,141,34.9,3718495221,56,Back,3718495231,212,18.1,3718495235,213,5.1,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398263,179,1,1,19,28,6k5zscdm9ufw0tguvzyjlp5hq,1,26.5,33,2022-08-20T13:53:03.384Z,2022-08-21T04:46:01Z,3718495285,140,42.9,3722108245,178,,3718495289,212,22.9,3718495291,213,5.6,3718495283,56,Back,3718495287,141,10.7,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448398281,180,1,1,19,30,6k5zscdm9ufw0tguvzyjlp5hq,1,42.8,9.4,2022-08-20T13:53:05.862Z,2022-08-21T04:46:05Z,3718495333,140,44.5,3722108301,178,,3718495337,212,4.1,3718495331,56,Back,3718495339,213,5.2,3718495335,141,4.0,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
