id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2503757489,105,61,1,11,9,f0w62l8zql3tukxsy8fqwp72x,1,28.6,44,2023-02-04T14:42:57.346Z,2023-02-05T04:28:21Z,4013943239,178,,4011399383,56,Back,,,,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757499,106,49,1,11,10,f0w62l8zql3tukxsy8fqwp72x,1,35.4,50.6,2023-02-04T14:42:58.500Z,2023-02-05T04:28:25Z,,,,,,,,,,,,,,,,,,,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757581,107,1,1,11,11,f0w62l8zql3tukxsy8fqwp72x,1,33.7,50.9,2023-02-04T14:42:58.717Z,2023-02-05T04:28:28Z,4011399817,56,Back,4011399819,140,40.8,4011399825,213,0.8,4013943311,178,,4011399821,141,62.6,4011399823,212,10.9,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757591,108,61,1,11,14,f0w62l8zql3tukxsy8fqwp72x,0,44.2,54.2,2023-02-04T14:43:01.847Z,2023-02-05T04:28:35Z,4013943415,178,,4011399847,56,Back,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757615,125,49,1,11,15,c5hderjlkcoaze51e5wgvptk,1,47.3,69.5,2023-02-04T14:43:03.046Z,2023-02-05T04:28:44Z,,,,,,,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757655,126,1,1,11,16,c5hderjlkcoaze51e5wgvptk,1,53.4,71.8,2023-02-04T14:43:04.423Z,2023-02-05T04:28:47Z,4011400229,213,0.0,4011400221,140,59.4,4011400227,212,6.3,4013943633,178,,4011400225,141,72.2,4011400219,56,Center,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757665,127,3,1,11,18,c5hderjlkcoaze51e5wgvptk,0,66.1,70,2023-02-04T14:43:05.770Z,2023-02-05T04:28:53Z,4013943685,178,,4013194817,465,,4011400269,286,,4011400395,233,109,4011400265,56,Center,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757669,109,7,1,11,18,f0w62l8zql3tukxsy8fqwp72x,1,33.9,30,2023-02-04T14:43:05.823Z,2023-02-05T04:28:57Z,4013943721,178,,4011400337,233,127,4011400293,285,,4011400291,56,Back,4013195379,383,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504267083,941,67,1,11,19,f0w62l8zql3tukxsy8fqwp72x,1,36,31.6,2023-02-04T14:43:07.218Z,2023-02-05T08:50:10Z,4014103083,233,1206,,,,,,,,,,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504267081,1206,67,1,11,19,c5hderjlkcoaze51e5wgvptk,0,64,68.4,2023-02-04T14:43:07.219Z,2023-02-05T06:36:16Z,4014103087,233,941,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757697,110,1,1,11,19,f0w62l8zql3tukxsy8fqwp72x,0,35.2,31.9,2023-02-04T14:43:07.225Z,2023-02-05T08:50:11Z,4013943769,178,,4011400445,213,0.7,4011400431,56,Back,4011400439,141,36.6,4011400501,233,128,4011400499,236,,4011400435,140,39.0,4011400441,212,5.1,drv9wksjusdgp1np315rokzit,J. Kenny,4011400511,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757687,128,74,1,11,19,c5hderjlkcoaze51e5wgvptk,1,58.2,69.5,2023-02-04T14:43:07.261Z,2023-02-05T04:29:07Z,4011400381,285,,4011400379,56,Center,4013943843,178,,4011400567,233,110,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757859,129,1,1,11,24,c5hderjlkcoaze51e5wgvptk,1,78.8,45.6,2023-02-04T14:43:12.455Z,2023-02-05T04:29:20Z,4011401217,213,5.5,4011401213,212,17.7,4011401209,141,27.6,4011401207,140,91.0,4011401205,56,Center,4013943959,178,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757899,130,1,1,11,26,c5hderjlkcoaze51e5wgvptk,0,92.1,27.5,2023-02-04T14:43:14.283Z,2023-02-05T04:29:23Z,4011401415,213,1.3,4011401409,140,100.0,4011401407,56,Center,4011401417,1,,4011401411,141,75.2,4011401413,212,33.8,4013943983,178,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757865,111,5,1,11,29,f0w62l8zql3tukxsy8fqwp72x,1,-1.2,33.2,2023-02-04T14:43:16.758Z,2023-02-05T04:29:44Z,4011401485,233,131,4011401239,56,Back,4011401241,346,,,,,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503757901,131,5,1,11,29,c5hderjlkcoaze51e5wgvptk,0,101.2,66.8,2023-02-04T14:43:16.758Z,2023-02-05T04:29:44Z,4011401427,346,,4011401425,56,Center,4011401515,233,111,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758355,112,1,1,11,43,f0w62l8zql3tukxsy8fqwp72x,1,3.4,49.4,2023-02-04T14:43:31.338Z,2023-02-05T04:29:53Z,4011403671,213,0.9,4011403665,140,13.1,4011403663,56,Back,4011403667,141,69.7,4011403669,212,17.2,4011403675,237,,4011403659,124,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758405,113,1,1,11,47,f0w62l8zql3tukxsy8fqwp72x,1,13.6,69.7,2023-02-04T14:43:35.066Z,2023-02-05T04:30:01Z,4011403935,141,50.6,4013944345,178,,4011403937,212,14.5,4011403939,213,4.2,4011403931,56,Back,4011403933,140,7.4,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758553,114,1,1,11,51,f0w62l8zql3tukxsy8fqwp72x,1,9.5,42.5,2023-02-04T14:43:39.385Z,2023-02-05T04:30:06Z,4011404615,1,,4013944409,178,,4011404605,56,Center,4011404607,140,52.7,4011404609,141,48.0,4011404603,155,,4011404611,212,45.5,4011404613,213,0.1,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758575,115,1,1,11,54,f0w62l8zql3tukxsy8fqwp72x,1,51.5,45.8,2023-02-04T14:43:42.485Z,2023-02-05T04:30:13Z,4011404715,56,Center,4011404723,213,4.6,4013944545,388,,4011404721,212,2.3,4011404717,140,51.2,4011404719,141,42.4,4013199089,3,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758605,116,3,1,11,57,f0w62l8zql3tukxsy8fqwp72x,1,53.2,44.7,2023-02-04T14:43:44.703Z,2023-02-05T04:30:23Z,4013199917,464,,4013944725,388,,4011404895,286,,4011404971,233,132,4011404893,56,Center,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758601,132,45,1,11,57,c5hderjlkcoaze51e5wgvptk,0,46.8,55.3,2023-02-04T14:43:44.703Z,2023-02-05T04:30:23Z,4011404989,233,116,4011404879,285,,4011404877,56,Back,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758627,117,1,1,11,58,f0w62l8zql3tukxsy8fqwp72x,0,53.6,49.3,2023-02-04T14:43:46.257Z,2023-02-05T04:30:27Z,4011405249,233,133,4011405247,236,,4013944785,178,,4011405011,213,1.8,4011405255,286,,4011405005,140,52.9,4011405003,56,Center,4011405009,212,3.4,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,4011405007,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758639,133,74,1,11,58,c5hderjlkcoaze51e5wgvptk,1,46.2,51.8,2023-02-04T14:43:46.349Z,2023-02-05T04:30:30Z,4013944831,178,,4011405097,285,,4011405095,56,Back,4011405291,233,117,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758671,118,1,1,12,0,f0w62l8zql3tukxsy8fqwp72x,0,54.8,43.5,2023-02-04T14:43:48.399Z,2023-02-05T04:30:37Z,4011405313,140,52.0,4011405317,212,3.2,4011405319,213,3.6,4011405311,56,Center,4013945011,178,,4011405315,141,41.5,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758675,134,49,1,12,1,c5hderjlkcoaze51e5wgvptk,1,47.6,62.9,2023-02-04T14:43:49.132Z,2023-02-05T04:30:41Z,,,,,,,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758823,135,1,1,12,2,c5hderjlkcoaze51e5wgvptk,1,47.7,68.8,2023-02-04T14:43:50.339Z,2023-02-05T04:30:47Z,4011406023,56,Center,4011406027,141,63.5,4011406029,212,21.8,4011406031,213,6.1,4013945211,178,,4011406025,140,68.2,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758827,136,3,1,12,7,c5hderjlkcoaze51e5wgvptk,0,81.6,61.1,2023-02-04T14:43:55.368Z,2023-02-05T04:31:28Z,4011875075,233,119,4013202335,464,,4011406045,56,Center,4013945803,178,,4011406047,286,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758867,119,7,1,12,9,f0w62l8zql3tukxsy8fqwp72x,0,18.4,38.9,2023-02-04T14:43:56.971Z,2023-02-05T04:31:35Z,4011406217,56,Back,4011406219,285,,4011406261,233,136,4013202431,385,,4013945875,178,,,,,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503758849,137,61,1,12,9,c5hderjlkcoaze51e5wgvptk,1,80.9,65.3,2023-02-04T14:43:57.091Z,2023-02-05T04:31:42Z,4013945977,178,,4011406137,56,Center,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759107,120,12,1,12,10,f0w62l8zql3tukxsy8fqwp72x,1,15.2,41.6,2023-02-04T14:43:58.348Z,2023-02-05T04:31:46Z,4011407423,140,33.8,4011407421,56,Back,4011407429,213,0.5,4011407427,212,22.8,4011407425,141,59.0,4013946053,178,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759005,138,1,1,12,13,c5hderjlkcoaze51e5wgvptk,1,65.8,39.6,2023-02-04T14:44:00.726Z,2023-02-05T04:31:51Z,4011406855,213,1.3,4011406851,141,61.6,4011406853,212,15.8,4011406847,56,Center,4013946093,178,,4011406849,140,70.5,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759033,139,1,1,12,16,c5hderjlkcoaze51e5wgvptk,1,70.5,61.1,2023-02-04T14:44:03.771Z,2023-02-05T04:31:57Z,4011406999,141,63.5,4011406997,140,78.3,4011406995,56,Center,4011407003,213,0.2,4011407001,212,8.4,4013946213,178,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759077,140,1,1,12,16,c5hderjlkcoaze51e5wgvptk,1,78.3,64.1,2023-02-04T14:44:04.523Z,2023-02-05T04:32:01Z,4011407243,140,80.5,4011407241,56,Center,4011407247,141,47.4,4011407251,212,11.6,4011407255,213,4.9,4013946237,178,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759103,141,1,1,12,18,c5hderjlkcoaze51e5wgvptk,1,80.5,47.4,2023-02-04T14:44:06.060Z,2023-02-05T04:32:06Z,4011407403,140,76.3,4011407409,213,3.5,4011407407,212,4.8,4011407399,56,Center,4011407405,141,44.7,4013946275,178,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759115,142,61,1,12,18,c5hderjlkcoaze51e5wgvptk,1,76.3,44.7,2023-02-04T14:44:06.347Z,2023-02-05T04:32:10Z,4011407467,56,Center,4013946351,178,,,,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759119,121,61,1,12,18,f0w62l8zql3tukxsy8fqwp72x,1,19.2,51.6,2023-02-04T14:44:06.479Z,2023-02-05T04:32:15Z,4011407481,56,Back,4013946437,178,,,,,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759139,143,15,1,12,20,c5hderjlkcoaze51e5wgvptk,1,85.9,38,2023-02-04T14:44:08.493Z,2023-02-05T04:32:23Z,4011408663,82,,4011409193,108,,4011409197,458,,4011409199,146,87.7,4011409191,103,19,4011409205,231,47.8,4011408709,233,122,4011407561,22,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,4011407563,17,,,4013946517,178,,4011407565,56,Center,4011409203,230,4011409189,102,4011409201,147,39.5,98.1,4011409187,78,,4011408659,20,,,,,49.8,,,,,,,,,,,,,
2503759153,122,10,1,12,20,f0w62l8zql3tukxsy8fqwp72x,1,10.8,57.8,2023-02-04T14:44:08.592Z,2023-02-05T04:32:27Z,4011408775,233,143,4011407625,94,,4013946589,21,,4013946587,178,,4011407627,56,Back,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759285,144,1,1,12,27,c5hderjlkcoaze51e5wgvptk,0,88.5,18.1,2023-02-04T14:44:14.856Z,2023-02-05T04:32:31Z,4011408315,140,89.0,4011408323,212,1.1,4011408329,213,1.1,4013209127,20,,4013209123,225,,4011408319,141,19.6,4011408313,56,Right,4013209125,386,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,4011408435,233,123,,4013946637,178,,4011408431,236,,4011408309,2,4011408439,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759301,123,12,1,12,27,f0w62l8zql3tukxsy8fqwp72x,1,8,83,2023-02-04T14:44:14.905Z,2023-02-05T04:32:34Z,4013946679,178,,4011408497,233,144,4011408405,185,,4011408407,56,Back,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759315,124,6,1,12,28,f0w62l8zql3tukxsy8fqwp72x,0,9.5,81.7,2023-02-04T14:44:16.120Z,2023-02-05T04:32:37Z,4011408511,73,,4011408557,233,145,4011408509,56,Back,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503759317,145,6,1,12,28,c5hderjlkcoaze51e5wgvptk,1,90.5,18.3,2023-02-04T14:44:16.120Z,2023-02-05T04:32:37Z,4011408515,75,,4011408513,56,Right,4011408531,233,124,,,,,,,,,,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760169,146,1,1,13,8,c5hderjlkcoaze51e5wgvptk,0,99.5,0.5,2023-02-04T14:44:55.888Z,2023-02-05T04:32:42Z,4013209977,72,,4011412709,2,,4011412737,1,,4011412731,141,53.6,4011412713,6,,4011412733,212,36.3,4011412717,155,,4011412735,213,1.7,5mbkc1nqmirbtfml9aklqr5xx,P. Max,4013946821,178,,,4011412721,223,,4011412727,140,96.4,4011412723,56,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,
2503760273,126,12,1,13,10,f0w62l8zql3tukxsy8fqwp72x,1,3.9,45.4,2023-02-04T14:44:57.651Z,2023-02-05T04:32:47Z,4011413245,56,Back,4013226687,15,,4013946913,388,,4011413249,141,36.9,4011413247,140,14.4,4011413251,212,12.4,4011413253,213,5.8,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760257,147,44,1,13,12,c5hderjlkcoaze51e5wgvptk,1,88.6,57.1,2023-02-04T14:45:00.306Z,2023-02-05T08:50:11Z,4011413143,56,Center,4011413147,286,,4011413331,233,127,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760285,127,44,1,13,12,f0w62l8zql3tukxsy8fqwp72x,0,11.4,42.9,2023-02-04T14:45:00.307Z,2023-02-05T04:32:51Z,4011413369,233,147,4011413293,56,Back,4011413295,285,,,,,,,,,,,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760279,148,1,1,13,12,c5hderjlkcoaze51e5wgvptk,0,88.3,56.7,2023-02-04T14:45:00.330Z,2023-02-05T08:50:11Z,4013947145,388,,4011413267,56,Center,4011413269,140,87.5,4011413275,212,1.1,4011413271,141,55.7,4011413277,213,3.8,4011413265,3,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503761917,134,61,1,13,12,f0w62l8zql3tukxsy8fqwp72x,1,11.8,40.9,2023-02-04T14:45:00.390Z,2023-02-05T04:33:07Z,4013947285,15,,4013947287,388,,4011421263,56,Back,,,,,,,,,,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760391,128,12,1,13,13,f0w62l8zql3tukxsy8fqwp72x,1,15,49.4,2023-02-04T14:45:01.059Z,2023-02-05T04:33:13Z,4011413725,56,Back,4011413733,213,5.9,4011413731,212,21.7,4011413729,141,38.0,4011413727,140,34.3,4013947379,178,,,,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760477,150,1,1,13,16,c5hderjlkcoaze51e5wgvptk,1,65.5,69.5,2023-02-04T14:45:04.477Z,2023-02-05T04:33:18Z,4013947433,178,,4011414105,140,70.5,4011414111,213,1.1,4011414101,56,Left,4011414109,212,12.7,4011414107,141,86.5,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760367,149,43,1,13,18,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-02-04T14:45:05.895Z,2023-02-04T14:45:27Z,4011416061,144,49,,,,,,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760533,151,1,1,13,20,c5hderjlkcoaze51e5wgvptk,1,68.7,84.4,2023-02-04T14:45:08.093Z,2023-02-05T04:33:23Z,4011414363,212,13.9,4011414361,141,67.7,4011414357,56,Center,4011414359,140,61.0,4013947487,178,,4011414365,213,4.1,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760617,152,1,1,13,23,c5hderjlkcoaze51e5wgvptk,1,57.8,63.4,2023-02-04T14:45:11.621Z,2023-02-05T04:33:27Z,4011414665,141,36.9,4011414663,140,55.2,4011414669,213,4.6,4011414667,212,18.2,4011414661,56,Center,4013947551,178,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760667,153,1,1,13,27,c5hderjlkcoaze51e5wgvptk,1,58.7,24.3,2023-02-04T14:45:15.032Z,2023-02-05T04:33:30Z,4011414943,56,Right,4011414949,212,11.3,4011414947,141,8.5,4011414951,213,4.4,4011414945,140,55.3,4013947583,178,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760695,154,1,1,13,28,c5hderjlkcoaze51e5wgvptk,1,57,6.9,2023-02-04T14:45:16.372Z,2023-02-05T04:33:36Z,4011415125,140,44.7,4011415133,212,23.3,4011415129,141,35.5,4011415123,56,Back,4013947673,178,,4011415135,213,2.2,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760743,155,1,1,13,31,c5hderjlkcoaze51e5wgvptk,1,47.3,41.4,2023-02-04T14:45:19.513Z,2023-02-05T04:33:40Z,4013947731,178,,4011415379,213,1.0,4011415377,212,45.2,4011415371,56,Left,4011415373,140,71.8,4011415381,1,,4011415375,141,96.0,4011415369,155,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760847,156,1,1,13,36,c5hderjlkcoaze51e5wgvptk,0,79.5,95.7,2023-02-04T14:45:24.369Z,2023-02-05T04:33:44Z,4011415945,56,Center,4011415955,1,,4011415951,212,34.2,4011415953,213,5.2,4011415947,140,93.3,4011415941,2,,4011415949,141,50.2,4011415943,155,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,4013230787,72,,,4013947773,178,,4013230785,224,,4011416141,233,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,
2503760875,129,11,1,13,38,f0w62l8zql3tukxsy8fqwp72x,1,8.2,49.7,2023-02-04T14:45:26.286Z,2023-02-05T04:33:49Z,4013947823,388,,4011416091,88,,4013230949,378,,4011416203,233,156,4011416089,56,Back,,,,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760965,130,1,1,13,39,f0w62l8zql3tukxsy8fqwp72x,1,8.2,49.7,2023-02-04T14:45:27.368Z,2023-02-05T04:33:52Z,4013947949,178,,4011416545,140,26.4,4011416547,141,53.1,4011416549,212,19.2,4011416541,123,,4011416543,56,Back,4011416551,213,0.1,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760967,131,61,1,13,42,f0w62l8zql3tukxsy8fqwp72x,0,29.7,53.7,2023-02-04T14:45:30.133Z,2023-02-05T04:33:58Z,4011416559,56,Back,4013948051,178,,,,,,,,,,,,,,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503760975,157,49,1,13,44,c5hderjlkcoaze51e5wgvptk,1,62.1,48.3,2023-02-04T14:45:31.748Z,2023-02-05T04:34:03Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503761039,158,1,1,13,44,c5hderjlkcoaze51e5wgvptk,1,62.2,47.6,2023-02-04T14:45:31.772Z,2023-02-05T04:34:06Z,4013948175,178,,4011416893,141,36.6,4011416891,140,66.3,4011416897,213,5.2,4011416887,56,Center,4011416895,212,8.6,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503761091,159,1,1,13,45,c5hderjlkcoaze51e5wgvptk,1,66.3,36.6,2023-02-04T14:45:32.834Z,2023-02-05T04:34:09Z,4011417103,141,37.5,4011417107,213,3.1,4011417101,140,55.4,4011417099,56,Center,4013948253,178,,4011417105,212,11.5,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
