id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/16/value
2443879985,157,1,1,22,51,zjawy6qdzk3y69v5pa3zl2cb,1,53.7,2.3,2022-08-08T18:24:58.923Z,2022-08-08T20:02:55Z,3694481279,212,10.4,3694481271,56,Back,3694481281,213,2.3,3694481277,141,13.5,3694481275,140,47.0,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443879991,158,1,1,22,52,zjawy6qdzk3y69v5pa3zl2cb,1,47,13.5,2022-08-08T18:25:00.107Z,2022-08-08T18:25:01Z,3694481307,141,4.9,3694481311,213,4.7,3694481305,140,47.1,3694481309,212,5.8,3694481303,56,Back,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880007,159,1,1,22,53,zjawy6qdzk3y69v5pa3zl2cb,0,47.1,4.9,2022-08-08T18:25:00.987Z,2022-08-08T20:03:03Z,3694481391,140,60.9,3694481393,141,4.0,3694481395,212,14.5,3694481389,56,Right,3694481397,213,6.2,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880003,258,49,1,22,55,6lzy9iiqoysvtdsgx719fng9n,1,36.4,96,2022-08-08T18:25:03.035Z,2022-08-08T18:25:03Z,,,,,,,,,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880023,259,1,1,22,56,6lzy9iiqoysvtdsgx719fng9n,0,36.8,95.4,2022-08-08T18:25:03.708Z,2022-08-08T18:25:06Z,3694481503,213,0.1,3694481499,141,96.0,3694481501,212,6.5,3694481495,56,Back,3694481497,140,43.0,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880025,160,61,1,22,58,zjawy6qdzk3y69v5pa3zl2cb,1,57,6.6,2022-08-08T18:25:06.212Z,2022-08-08T20:17:32Z,3694481505,56,Right,,,,,,,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880031,161,5,1,22,59,zjawy6qdzk3y69v5pa3zl2cb,0,45.6,-1.6,2022-08-08T18:25:07.083Z,2022-08-08T19:59:57Z,3694481541,56,Back,3694481543,347,,3694482031,233,260,,,,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880107,260,5,1,22,59,6lzy9iiqoysvtdsgx719fng9n,1,54.4,101.6,2022-08-08T18:25:07.083Z,2022-08-08T18:25:23Z,3694481993,347,,3694481991,56,Left,3694482021,233,161,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880123,261,1,1,23,15,6lzy9iiqoysvtdsgx719fng9n,1,53.5,100,2022-08-08T18:25:23.035Z,2022-08-08T18:25:25Z,3694482061,56,Left,3694482059,107,,3694482063,140,62.6,3694482069,213,5.5,3694482065,141,88.7,3694482067,212,13.0,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880135,262,1,1,23,17,6lzy9iiqoysvtdsgx719fng9n,1,62.6,88.7,2022-08-08T18:25:24.907Z,2022-08-08T18:25:37Z,3694482127,212,9.4,3694482125,141,95.3,3694482129,213,2.6,3694482123,140,54.7,3694482121,56,Left,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880141,263,1,1,23,18,6lzy9iiqoysvtdsgx719fng9n,0,54.7,95.3,2022-08-08T18:25:26.540Z,2022-08-08T18:25:27Z,3694482157,56,Left,3694482165,213,5.9,3694482155,155,,3694482163,212,23.4,3694482159,140,75.3,3694482161,141,82.0,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880181,162,1,1,23,19,zjawy6qdzk3y69v5pa3zl2cb,1,30.8,30.7,2022-08-08T18:25:27.147Z,2022-08-08T18:25:32Z,3694482389,141,31.7,3694482383,3,,3694482391,212,15.2,3694482385,56,Back,3694482393,213,0.0,3694482387,140,45.3,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880183,163,4,1,23,22,zjawy6qdzk3y69v5pa3zl2cb,1,42.4,28.1,2022-08-08T18:25:30.491Z,2022-08-08T20:03:32Z,3694482401,56,Back,3694482405,286,,3694482399,294,,3694482409,233,264,3694482403,152,,3694482397,13,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880163,264,4,1,23,22,6lzy9iiqoysvtdsgx719fng9n,0,57.6,71.9,2022-08-08T18:25:30.492Z,2022-08-08T19:01:20Z,3694482287,13,,3694536157,294,,3694482291,152,,3694482289,56,Center,3694482425,233,163,3694482295,285,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880299,164,1,1,23,41,zjawy6qdzk3y69v5pa3zl2cb,1,44.1,24.6,2022-08-08T18:25:49.115Z,2022-08-08T18:25:53Z,3694483139,212,44.6,3694483133,56,Center,3694483129,155,,3694483137,141,66.4,3694483141,213,0.7,3694483127,5,,3694483135,140,76.8,3694483131,152,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,3694483143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880303,165,44,1,23,45,zjawy6qdzk3y69v5pa3zl2cb,1,76.9,64.8,2022-08-08T18:25:53.627Z,2022-08-08T18:25:54Z,3694483157,233,265,3694483151,56,Center,3694483153,286,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880301,265,44,1,23,45,6lzy9iiqoysvtdsgx719fng9n,0,23.1,35.2,2022-08-08T18:25:53.628Z,2022-08-08T18:25:54Z,3694483149,285,,3694483147,56,Back,3694483191,233,165,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880319,166,1,1,23,46,zjawy6qdzk3y69v5pa3zl2cb,0,76.8,66.4,2022-08-08T18:25:53.851Z,2022-08-08T18:25:56Z,3694483251,140,88.5,3694483247,3,,3694483253,141,64.9,3694483255,212,12.3,3694483249,56,Center,3694483257,213,6.2,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880321,266,8,1,23,48,6lzy9iiqoysvtdsgx719fng9n,1,9.3,42.4,2022-08-08T18:25:56.188Z,2022-08-08T18:25:56Z,3694483259,56,Back,,,,,,,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880341,267,49,1,23,51,6lzy9iiqoysvtdsgx719fng9n,1,6.2,17.7,2022-08-08T18:25:58.891Z,2022-08-08T18:25:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880357,268,61,1,23,52,6lzy9iiqoysvtdsgx719fng9n,0,1.7,6.1,2022-08-08T18:26:00.667Z,2022-08-08T18:26:00Z,3694483429,56,Back,,,,,,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880369,167,6,1,23,53,zjawy6qdzk3y69v5pa3zl2cb,1,97.8,89,2022-08-08T18:26:01.515Z,2022-08-08T18:26:03Z,3694483515,73,,3694483551,233,269,3694483513,56,Left,,,,,,,,,,,,,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880371,269,6,1,23,53,6lzy9iiqoysvtdsgx719fng9n,0,2.2,11,2022-08-08T18:26:01.515Z,2022-08-08T19:58:54Z,3694483525,73,,3694483523,56,Back,3694483571,233,167,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880575,168,1,1,24,30,zjawy6qdzk3y69v5pa3zl2cb,0,99.5,99.5,2022-08-08T18:26:38.155Z,2022-08-08T18:26:43Z,3694484935,155,,3694484945,212,34.1,3694484941,140,93.3,3694484937,223,,3694484933,6,,3694484987,233,270,3694484939,56,Center,3694484949,1,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,3694484943,141,50.3,3694484947,213,3694484931,2,,,,,,,,,,,,,,,,,,,,,,,4.5,
2443880581,270,41,1,24,34,6lzy9iiqoysvtdsgx719fng9n,1,4.7,50.7,2022-08-08T18:26:41.738Z,2022-08-08T19:01:27Z,3694484985,213,0.0,3694484979,140,27.4,3694485011,233,168,3694484981,141,51.8,3694484983,212,23.8,,,,,,,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880597,169,1,1,24,34,zjawy6qdzk3y69v5pa3zl2cb,1,75.7,50.9,2022-08-08T18:26:42.539Z,2022-08-08T20:03:41Z,3694485065,141,75.2,3694485057,3,,3694485061,140,99.1,3694485073,213,0.6,3694485069,212,29.6,3694485059,56,Center,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880607,170,1,1,24,39,zjawy6qdzk3y69v5pa3zl2cb,0,99.1,75.2,2022-08-08T18:26:46.810Z,2022-08-08T18:26:48Z,3694485139,3,,3694485141,56,Left,3694485147,212,7.5,3694485145,141,85.1,3694485143,140,96.0,3694485149,213,2.0,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880619,271,49,1,24,40,6lzy9iiqoysvtdsgx719fng9n,1,22.4,13.1,2022-08-08T18:26:48.619Z,2022-08-08T18:26:58Z,,,,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880637,272,61,1,24,45,6lzy9iiqoysvtdsgx719fng9n,0,41.7,5.3,2022-08-08T18:26:53.179Z,2022-08-08T18:26:53Z,3694485325,56,Back,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880645,171,49,1,24,47,zjawy6qdzk3y69v5pa3zl2cb,1,55.2,94.1,2022-08-08T18:26:54.747Z,2022-08-08T20:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880687,172,1,1,24,47,zjawy6qdzk3y69v5pa3zl2cb,1,56.4,94.2,2022-08-08T18:26:55.322Z,2022-08-08T18:26:59Z,3694485627,56,Left,3694485635,213,6.1,3694485633,212,11.3,3694485629,140,67.0,3694485631,141,91.6,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880689,173,4,1,24,51,zjawy6qdzk3y69v5pa3zl2cb,1,65.1,87.4,2022-08-08T18:26:58.954Z,2022-08-08T20:03:46Z,3694485645,152,,3694485647,265,,3694485649,286,,3694485643,56,Left,3694485795,233,273,3694485641,13,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880711,273,4,1,24,51,6lzy9iiqoysvtdsgx719fng9n,0,34.9,12.6,2022-08-08T18:26:58.955Z,2022-08-08T18:27:03Z,3694485777,13,,3694485783,265,,3694485785,285,,3694485779,56,Back,3694485803,233,173,3694485781,152,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880751,274,17,1,24,56,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T18:27:03.932Z,2022-08-08T18:28:09Z,3694486093,184,,3694486091,31,,,,,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880909,174,1,1,25,33,zjawy6qdzk3y69v5pa3zl2cb,0,79.2,92.5,2022-08-08T18:27:41.050Z,2022-08-08T18:27:46Z,3694487101,56,Center,3694487111,1,,3694487097,155,,3694487095,5,,3694487109,213,4.8,3694487103,140,82.2,3694487105,141,44.5,3694487093,2,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,3694487099,152,,3694487107,212,,,,,,,,,,,,,,,,,,,,,,,,,32.8,
2443880935,275,12,1,25,37,6lzy9iiqoysvtdsgx719fng9n,1,15,51.9,2022-08-08T18:27:45.180Z,2022-08-08T18:27:48Z,3694487251,212,37.3,3694487267,15,,3694487265,167,,3694487245,56,Back,3694487253,213,1.1,3694487247,140,31.0,3694487249,141,100.0,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881047,175,5,1,25,39,zjawy6qdzk3y69v5pa3zl2cb,1,71.2,-0.9,2022-08-08T18:27:46.899Z,2022-08-08T19:59:57Z,3694487841,56,Right,3694487867,233,276,3694487843,347,,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443880939,276,5,1,25,39,6lzy9iiqoysvtdsgx719fng9n,0,28.8,100.9,2022-08-08T18:27:46.899Z,2022-08-08T18:28:17Z,3694487263,347,,3694487261,56,Back,3694487887,233,175,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881059,176,1,1,26,8,zjawy6qdzk3y69v5pa3zl2cb,0,77.4,0,2022-08-08T18:28:16.554Z,2022-08-08T18:28:18Z,3694487929,56,Center,3694487933,141,24.4,3694487939,1,,3694487935,212,22.6,3694487927,107,,3694487937,213,0.9,3694487931,140,90.4,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881069,277,12,1,26,11,6lzy9iiqoysvtdsgx719fng9n,1,7,67.3,2022-08-08T18:28:18.906Z,2022-08-08T18:28:20Z,3694488003,15,,3694487983,140,29.4,3694487995,213,0.1,3694487987,141,70.9,3694487991,212,23.6,3694487979,56,Back,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881077,177,61,1,26,14,zjawy6qdzk3y69v5pa3zl2cb,1,74.4,26.3,2022-08-08T18:28:22.506Z,2022-08-08T18:28:22Z,3694488045,56,Center,,,,,,,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881097,278,43,1,26,15,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T18:28:23.323Z,2022-08-08T19:01:16Z,3694488125,285,0,3694488123,56,Back,3694536113,144,7,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881115,178,1,1,26,17,zjawy6qdzk3y69v5pa3zl2cb,1,67,3.5,2022-08-08T18:28:25.114Z,2022-08-08T18:28:26Z,3694488195,140,57.0,3694488197,141,12.0,3694488201,213,2.6,3694488193,56,Right,3694488199,212,12.0,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881121,179,1,1,26,19,zjawy6qdzk3y69v5pa3zl2cb,0,57,12,2022-08-08T18:28:26.714Z,2022-08-08T18:28:27Z,3694488227,56,Center,3694488235,213,0.8,3694488225,155,,3694488229,140,72.9,3694488233,212,23.8,3694488231,141,36.9,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881117,279,49,1,26,19,6lzy9iiqoysvtdsgx719fng9n,1,25.4,60.8,2022-08-08T18:28:27.130Z,2022-08-08T18:28:27Z,,,,,,,,,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881123,280,61,1,26,20,6lzy9iiqoysvtdsgx719fng9n,0,27.8,60,2022-08-08T18:28:27.751Z,2022-08-08T18:28:27Z,3694488237,56,Back,,,,,,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881137,180,1,1,26,22,zjawy6qdzk3y69v5pa3zl2cb,1,69.3,37.7,2022-08-08T18:28:30.065Z,2022-08-08T20:17:48Z,3694488299,140,67.1,3694488305,213,3.8,3694488301,141,35.0,3694488297,56,Center,3694488303,212,3.0,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881143,181,61,1,26,23,zjawy6qdzk3y69v5pa3zl2cb,0,67.1,35,2022-08-08T18:28:30.794Z,2022-08-08T20:04:22Z,3694488329,56,Center,,,,,,,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881149,281,1,1,26,24,6lzy9iiqoysvtdsgx719fng9n,0,29.3,55.4,2022-08-08T18:28:32.650Z,2022-08-08T20:18:10Z,3694488355,140,45.1,3694488357,141,38.5,3694488361,213,5.7,3694488359,212,20.2,3694488353,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881169,182,1,1,26,27,zjawy6qdzk3y69v5pa3zl2cb,1,60.3,60.7,2022-08-08T18:28:35.274Z,2022-08-08T18:28:36Z,3694488519,56,Center,3694488521,140,63.5,3694488525,212,13.5,3694488527,213,5.0,3694488523,141,41.4,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881179,183,1,1,26,28,zjawy6qdzk3y69v5pa3zl2cb,0,61.5,48.2,2022-08-08T18:28:36.505Z,2022-08-08T18:28:49Z,3694488581,212,12.3,3694488577,140,72.8,3694488583,213,6.0,3694488575,56,Center,3694488579,141,43.5,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881177,282,52,1,26,29,6lzy9iiqoysvtdsgx719fng9n,1,14.4,65.4,2022-08-08T18:28:37.561Z,2022-08-08T18:28:37Z,,,,,,,,,,,,,,,,,,,,,,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881213,283,1,1,26,36,6lzy9iiqoysvtdsgx719fng9n,1,12.9,60.6,2022-08-08T18:28:43.739Z,2022-08-08T18:28:45Z,3694488773,56,Back,3694488779,212,21.0,3694488771,123,,3694488777,141,33.9,3694488781,213,5.2,3694488775,140,22.9,,,,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881215,284,1,1,26,37,6lzy9iiqoysvtdsgx719fng9n,1,22.9,33.9,2022-08-08T18:28:44.938Z,2022-08-08T18:28:46Z,3694488793,213,5.8,3694488787,140,44.2,3694488791,212,25.1,3694488785,56,Back,3694488789,141,17.1,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881225,285,1,1,26,38,6lzy9iiqoysvtdsgx719fng9n,1,44.2,17.1,2022-08-08T18:28:46.010Z,2022-08-08T18:28:47Z,3694488841,212,17.4,3694488837,140,27.8,3694488835,56,Back,3694488839,141,20.6,3694488843,213,3.0,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881233,286,1,1,26,39,6lzy9iiqoysvtdsgx719fng9n,1,27.8,20.6,2022-08-08T18:28:46.889Z,2022-08-08T18:28:49Z,3694488889,56,Back,3694488891,140,29.2,3694488897,213,1.4,3694488895,212,7.4,3694488893,141,31.2,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881257,287,1,1,26,41,6lzy9iiqoysvtdsgx719fng9n,1,30.9,33.3,2022-08-08T18:28:49.114Z,2022-08-08T18:28:54Z,3694489035,141,69.4,3694489037,212,25.1,3694489033,140,35.7,3694489039,213,1.4,3694489031,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881287,288,1,1,26,46,6lzy9iiqoysvtdsgx719fng9n,1,44.5,65.4,2022-08-08T18:28:54.426Z,2022-08-08T18:28:58Z,3694489187,141,29.4,3694489191,213,4.7,3694489185,140,43.1,3694489189,212,24.5,3694489183,56,Back,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881297,289,1,1,26,51,6lzy9iiqoysvtdsgx719fng9n,1,46,29.5,2022-08-08T18:28:58.810Z,2022-08-08T18:29:01Z,3694489237,213,2.4,3694489235,212,11.5,3694489233,141,41.2,3694489229,56,Back,3694489231,140,38.1,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881331,290,1,1,26,53,6lzy9iiqoysvtdsgx719fng9n,1,38.1,41.2,2022-08-08T18:29:01.514Z,2022-08-08T18:29:08Z,3694489405,140,38.6,3694489407,141,76.7,3694489411,213,1.5,3694489403,56,Back,3694489409,212,24.1,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881365,291,1,1,27,1,6lzy9iiqoysvtdsgx719fng9n,1,54.3,67.9,2022-08-08T18:29:08.730Z,2022-08-08T18:29:15Z,3694489631,213,5.1,3694489621,196,,3694489627,141,6.8,3694489625,140,71.0,3694489629,212,45.1,3694489623,56,Right,3694489633,1,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881377,292,1,1,27,7,6lzy9iiqoysvtdsgx719fng9n,1,71.7,10.9,2022-08-08T18:29:15.626Z,2022-08-08T18:29:17Z,3694489713,213,2.2,3694489705,56,Center,3694489711,212,18.8,3694489707,140,61.3,3694489709,141,33.4,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881385,293,1,1,27,9,6lzy9iiqoysvtdsgx719fng9n,1,61.3,33.4,2022-08-08T18:29:17.529Z,2022-08-08T18:29:18Z,3694489743,56,Center,3694489749,212,13.3,3694489747,141,33.6,3694489751,213,0.0,3694489745,140,74.0,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881387,294,1,1,27,10,6lzy9iiqoysvtdsgx719fng9n,0,74,33.6,2022-08-08T18:29:18.458Z,2022-08-08T18:29:46Z,3694490495,286,,3694489763,213,1.7,3694490491,233,184,3694489755,56,Center,3694489757,140,73.6,3694489761,212,2.4,3694489759,141,37.1,3694490489,236,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881391,184,74,1,27,10,zjawy6qdzk3y69v5pa3zl2cb,1,26.7,71.6,2022-08-08T18:29:18.459Z,2022-08-08T20:00:18Z,3694490487,285,,3694489777,56,Back,3694490509,233,294,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881403,185,1,1,27,14,zjawy6qdzk3y69v5pa3zl2cb,1,29.2,65.2,2022-08-08T18:29:21.833Z,2022-08-08T20:04:27Z,3694489845,1,,3694489843,213,1.2,3694489833,157,,3694489839,141,77.8,3694489837,140,32.1,3694489841,212,9.1,3694489835,56,Back,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881407,186,49,1,27,15,zjawy6qdzk3y69v5pa3zl2cb,1,32.5,76.3,2022-08-08T18:29:23.385Z,2022-08-08T20:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881421,187,1,1,27,16,zjawy6qdzk3y69v5pa3zl2cb,0,32.5,76.3,2022-08-08T18:29:24.089Z,2022-08-08T20:04:34Z,3694489915,212,17.1,3694489909,56,Back,3694489917,213,5.1,3694489911,140,38.4,3694489913,141,52.9,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443881433,295,8,1,27,18,6lzy9iiqoysvtdsgx719fng9n,1,66.2,55.5,2022-08-08T18:29:26.602Z,2022-08-08T18:29:26Z,3694489975,56,Center,,,,,,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
