id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId
2458585917,154,1,1,14,16,af91jdcs6x0bqkmdb78rokod2,1,18.1,52.8,2022-09-11T10:44:38.261Z,2022-09-11T19:25:25Z,3772729925,140,20.5,3772729923,56,Back,3772729931,213,4.8,3772729929,212,18.9,3772729927,141,25.3,3774745175,178,,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458585935,155,1,1,14,19,af91jdcs6x0bqkmdb78rokod2,1,20.5,25.3,2022-09-11T10:44:40.727Z,2022-09-11T19:25:30Z,3772730041,213,2.1,3772730035,140,12.4,3772730033,56,Back,3772730037,141,48.5,3774745495,178,,3772730039,212,17.9,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458585983,156,1,1,14,21,af91jdcs6x0bqkmdb78rokod2,1,12.4,48.5,2022-09-11T10:44:42.819Z,2022-09-11T19:25:34Z,3772730269,212,52.3,3772730267,141,42.1,3772730263,56,Center,3772730261,157,,3772730265,140,62.0,3772730271,213,6.2,3772730273,1,,3774745701,178,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458585995,157,44,1,14,24,af91jdcs6x0bqkmdb78rokod2,1,62.8,38,2022-09-11T10:44:45.800Z,2022-09-11T19:25:38Z,3772730321,56,Center,3772730323,286,,3772730361,233,148,,,,,,,,,,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458585991,148,44,1,14,24,e75syeuawg3ql8nwpi3vr2btz,0,37.2,62,2022-09-11T10:44:45.801Z,2022-09-11T19:25:39Z,3772730301,56,Back,3772730305,285,,3772730387,233,157,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586029,158,1,1,14,24,af91jdcs6x0bqkmdb78rokod2,0,62,42.1,2022-09-11T10:44:45.827Z,2022-09-11T19:25:45Z,3772730533,212,23.3,3772730535,213,0.7,3774746553,388,,3772730527,56,Center,3772730529,140,78.8,3772730531,141,64.5,3772730523,3,,3772730525,168,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586037,149,61,1,14,27,e75syeuawg3ql8nwpi3vr2btz,0,22.1,35.9,2022-09-11T10:44:49.056Z,2022-09-11T19:25:50Z,3772730583,56,Back,3774746919,178,,,,,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586113,150,51,1,14,28,e75syeuawg3ql8nwpi3vr2btz,1,22.1,35.9,2022-09-11T10:44:49.279Z,2022-09-11T19:25:55Z,3772731027,169,,,,,,,,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586103,159,15,1,14,32,af91jdcs6x0bqkmdb78rokod2,1,88.8,56.9,2022-09-11T10:44:54.059Z,2022-09-11T19:26:01Z,3772731653,215,,3772731643,78,,3772731661,82,,3772731659,458,,3772731649,102,48.3,3772731651,103,19,3772731641,20,,3772731663,146,92.4,86603cyr3osksy73el0ncy7yt,C. Dessers,3772731665,147,54.2,3772731687,233,3772731667,230,97.3,3772731669,231,,3774747637,178,3772730979,17,,,151,52.7,3772730977,22,3772730981,56,Center,,,,,,,,,,,,,,,
2458586141,151,10,1,14,32,e75syeuawg3ql8nwpi3vr2btz,1,9.1,46.4,2022-09-11T10:44:54.248Z,2022-09-11T19:26:07Z,3772731723,233,159,3772731219,56,Back,3772731217,94,,3774748017,389,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586125,160,15,1,14,35,af91jdcs6x0bqkmdb78rokod2,1,77.6,66.1,2022-09-11T10:44:56.441Z,2022-09-11T19:26:13Z,3772732581,458,,3772732575,215,,3772732573,103,25.3,3772732601,233,152,3774748423,178,,3772732579,328,,3772731095,56,Center,3772731093,18,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,3772732571,102,50.7,3772732585,147,3772732583,146,98.5,3772732567,20,,3772732569,79,3772731091,22,,,51.6,,,,,,,,,,,,,,,,,,,,,
2458586169,152,10,1,14,35,e75syeuawg3ql8nwpi3vr2btz,1,2.9,50.6,2022-09-11T10:44:57.134Z,2022-09-11T19:26:21Z,3772731389,173,,3773426765,378,,3772732057,181,,3772731393,182,,3772731395,56,Back,3772732619,233,160,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586181,153,6,1,14,36,e75syeuawg3ql8nwpi3vr2btz,0,7.3,45.6,2022-09-11T10:44:57.514Z,2022-09-11T19:26:26Z,3772731529,233,161,3772731495,73,,3772731493,56,Back,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586157,161,6,1,14,36,af91jdcs6x0bqkmdb78rokod2,1,92.7,54.4,2022-09-11T10:44:57.514Z,2022-09-11T19:26:27Z,3772731515,233,153,3772731313,56,Center,3772731315,75,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586495,162,1,1,15,9,af91jdcs6x0bqkmdb78rokod2,0,99.5,0.5,2022-09-11T10:45:30.913Z,2022-09-11T16:59:42Z,3774179977,178,,3773430885,20,,3772733227,140,89.9,3772733229,141,57.8,3772733225,56,Center,3772733221,155,,3772733223,224,,3772733233,213,1.8,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,3772733235,1,,3772733219,6,3772733231,212,40.2,3772733217,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586503,154,44,1,15,11,e75syeuawg3ql8nwpi3vr2btz,1,9.7,42.4,2022-09-11T10:45:32.774Z,2022-09-11T18:54:18Z,3772733283,233,163,3772733267,56,Back,3772733269,285,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586497,163,44,1,15,11,af91jdcs6x0bqkmdb78rokod2,0,90.3,57.6,2022-09-11T10:45:32.775Z,2022-09-11T16:59:52Z,3772733301,233,154,3772733245,286,,3772733243,56,Center,,,,,,,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586515,155,12,1,15,11,e75syeuawg3ql8nwpi3vr2btz,1,9.3,42.7,2022-09-11T10:45:32.810Z,2022-09-11T18:54:18Z,3772733327,212,8.1,3774180513,388,,3772733319,56,Back,3772733333,15,,3772733331,213,5.4,3772733321,140,14.1,3772733323,141,33.4,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586519,156,49,1,15,12,e75syeuawg3ql8nwpi3vr2btz,1,19.7,25.7,2022-09-11T10:45:33.977Z,2022-09-11T17:00:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586561,157,1,1,15,13,e75syeuawg3ql8nwpi3vr2btz,1,13.8,26.6,2022-09-11T10:45:35.260Z,2022-09-11T17:00:09Z,3774181233,178,,3772733503,141,26.8,3772733505,212,12.6,3772733501,140,25.8,3772733499,56,Back,3772733507,213,0.0,,,,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586581,158,1,1,15,20,e75syeuawg3ql8nwpi3vr2btz,0,65.6,26.3,2022-09-11T10:45:41.689Z,2022-09-11T17:00:18Z,3774181621,178,,3772733593,141,46.3,3772733595,212,26.6,3772733591,140,87.4,3772733785,4,,3772733597,213,0.5,3772733589,56,Center,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458726003,786,11,1,15,22,af91jdcs6x0bqkmdb78rokod2,0,13.9,57.9,2022-09-11T10:45:43.857Z,2022-09-11T17:00:30Z,3773432767,56,Back,3773432769,88,,3774182213,389,,3773433083,376,,,,,,,,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586593,159,43,1,15,22,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T10:45:44.163Z,2022-09-11T10:45:47Z,3772733635,56,Center,3772733767,144,61,,,,,,,,,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586607,164,43,1,15,24,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T10:45:45.834Z,2022-09-11T10:46:04Z,3772734473,144,8,3772733719,56,Back,,,,,,,,,,,,,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586619,165,49,1,15,24,af91jdcs6x0bqkmdb78rokod2,1,25.6,52.4,2022-09-11T10:45:45.884Z,2022-09-11T17:00:35Z,,,,,,,,,,,,,,,,,,,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586655,166,1,1,15,24,af91jdcs6x0bqkmdb78rokod2,1,25.6,52.4,2022-09-11T10:45:45.961Z,2022-09-11T17:00:38Z,3772733907,213,5.3,3772733909,1,,3772733901,140,47.5,3772733905,212,40.8,3772733903,141,2.8,3774182663,178,,3772733899,56,Back,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586683,167,1,1,15,33,af91jdcs6x0bqkmdb78rokod2,1,71.7,7.7,2022-09-11T10:45:54.265Z,2022-09-11T17:00:49Z,3772734069,141,24.1,3772734067,140,75.0,3772734073,213,1.3,3772734071,212,11.7,3772734065,56,Center,3774183273,178,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458988253,1151,67,1,15,33,af91jdcs6x0bqkmdb78rokod2,1,74.5,24.5,2022-09-11T10:45:55.065Z,2022-09-11T20:39:56Z,3774871081,233,1511,,,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458988247,1511,67,1,15,33,e75syeuawg3ql8nwpi3vr2btz,0,25.5,75.5,2022-09-11T10:45:55.066Z,2022-09-11T20:01:07Z,3774871109,233,1151,,,,,,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586713,168,1,1,15,33,af91jdcs6x0bqkmdb78rokod2,1,74.9,24.1,2022-09-11T10:45:55.097Z,2022-09-11T20:39:56Z,3774183491,178,,3772734223,56,Right,3772734225,140,98.2,3772734231,213,6.0,3772734227,141,13.4,3772734229,212,25.5,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458988501,1152,67,1,15,37,af91jdcs6x0bqkmdb78rokod2,1,97.8,14.2,2022-09-11T10:45:58.653Z,2022-09-11T20:39:56Z,3774872347,233,1513,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458988497,1513,67,1,15,37,e75syeuawg3ql8nwpi3vr2btz,0,2.2,85.8,2022-09-11T10:45:58.654Z,2022-09-11T20:01:49Z,3774872367,233,1152,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586715,169,61,1,15,37,af91jdcs6x0bqkmdb78rokod2,0,98.5,13.4,2022-09-11T10:45:58.667Z,2022-09-11T20:39:57Z,3772734235,56,Right,3774184515,389,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586711,160,5,1,15,38,e75syeuawg3ql8nwpi3vr2btz,1,-1.4,80.1,2022-09-11T10:45:59.679Z,2022-09-11T17:01:15Z,3772734317,233,170,3772734217,56,Back,3772734219,346,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586725,170,5,1,15,38,af91jdcs6x0bqkmdb78rokod2,0,101.4,19.9,2022-09-11T10:45:59.679Z,2022-09-11T17:01:15Z,3772734269,56,Right,3772734323,233,160,3772734271,346,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586833,161,1,1,15,46,e75syeuawg3ql8nwpi3vr2btz,1,4.9,57.3,2022-09-11T10:46:07.983Z,2022-09-11T17:01:23Z,3772734737,56,Back,3772734739,140,21.9,3772734749,237,,3772734741,141,95.0,3772734745,213,1.0,3772734743,212,31.2,3772734735,124,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586847,162,1,1,15,50,e75syeuawg3ql8nwpi3vr2btz,1,21.9,95,2022-09-11T10:46:11.795Z,2022-09-11T17:01:31Z,3774185781,178,,3772734817,213,4.7,3772734811,140,22.0,3772734815,212,9.2,3772734813,141,81.5,3772734809,56,Back,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586887,163,1,1,15,53,e75syeuawg3ql8nwpi3vr2btz,1,23.6,77.3,2022-09-11T10:46:14.606Z,2022-09-11T18:50:10Z,3774617281,178,,3772735037,56,Back,3772735039,140,20.6,3772735045,213,4.6,3772735043,212,29.4,3772735041,141,34.3,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586931,164,1,1,15,57,e75syeuawg3ql8nwpi3vr2btz,1,32.1,32.6,2022-09-11T10:46:18.942Z,2022-09-11T18:50:13Z,3772735267,140,33.2,3774617423,178,,3772735269,141,11.9,3772735265,56,Back,3772735271,212,14.1,3772735273,213,4.8,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586951,165,1,1,16,1,e75syeuawg3ql8nwpi3vr2btz,1,32.5,9.5,2022-09-11T10:46:22.582Z,2022-09-11T18:50:17Z,3772735351,212,10.0,3772735353,213,1.0,3772735345,56,Back,3772735349,141,22.0,3772735347,140,37.6,3774617617,178,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586963,166,1,1,16,3,e75syeuawg3ql8nwpi3vr2btz,1,37.6,22,2022-09-11T10:46:24.537Z,2022-09-11T18:50:21Z,3772735397,140,38.3,3772735399,141,16.6,3774617833,178,,3772735395,56,Back,3772735401,212,3.7,3772735403,213,4.9,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586967,167,61,1,16,3,e75syeuawg3ql8nwpi3vr2btz,0,38.3,16.6,2022-09-11T10:46:24.922Z,2022-09-11T18:50:28Z,3774618125,178,,3772735411,56,Back,,,,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458586983,171,49,1,16,6,af91jdcs6x0bqkmdb78rokod2,1,38,90.6,2022-09-11T10:46:27.309Z,2022-09-11T18:50:33Z,,,,,,,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587031,172,1,1,16,6,af91jdcs6x0bqkmdb78rokod2,1,36.4,90.6,2022-09-11T10:46:27.332Z,2022-09-11T18:50:40Z,3772735733,141,62.6,3772735735,212,28.9,3772735731,140,15.7,3772735729,56,Back,3774618665,178,,3772735737,213,3.9,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587063,173,1,1,16,10,af91jdcs6x0bqkmdb78rokod2,1,16,63.3,2022-09-11T10:46:31.846Z,2022-09-11T18:50:49Z,3772735867,213,0.2,3772735859,56,Back,3772735865,212,7.4,3772735861,140,22.9,3772735863,141,65.2,3774619147,178,,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587089,174,1,1,16,13,af91jdcs6x0bqkmdb78rokod2,1,23.7,62.6,2022-09-11T10:46:35.058Z,2022-09-11T18:50:52Z,3774619371,178,,3772735991,212,21.3,3772735993,213,5.0,3772735985,56,Back,3772735987,140,28.5,3772735989,141,32.2,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587163,175,1,1,16,16,af91jdcs6x0bqkmdb78rokod2,1,28.5,32.2,2022-09-11T10:46:37.811Z,2022-09-11T18:50:56Z,3772736309,141,8.6,3772736307,140,32.7,3772736305,56,Back,3774619577,178,,3772736313,213,5.0,3772736311,212,16.6,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458990019,1522,83,1,16,23,e75syeuawg3ql8nwpi3vr2btz,1,55.4,85.1,2022-09-11T10:46:44.675Z,2022-09-11T20:05:29Z,3774879753,399,223967,,,,,,,,,,,,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458989423,1161,43,1,16,23,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T10:46:44.786Z,2022-09-11T20:05:06Z,3774878701,144,82,3774876757,178,0,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587201,176,1,1,16,25,af91jdcs6x0bqkmdb78rokod2,1,44.9,21.2,2022-09-11T10:46:47.133Z,2022-09-11T18:51:16Z,3774620405,178,,3772736505,213,1.2,3772736493,56,Back,3772736495,140,49.4,3772736497,141,39.5,3772736499,212,13.3,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458989597,1166,43,1,16,28,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T10:46:49.457Z,2022-09-11T20:04:44Z,3774877903,144,82,3774877727,178,0,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587213,178,4,1,16,28,af91jdcs6x0bqkmdb78rokod2,1,45.2,36.4,2022-09-11T10:46:49.884Z,2022-09-11T18:51:23Z,3772736539,265,,3772736537,152,,3772736535,56,Back,3772736541,286,,3772736533,13,,3772736699,233,169,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587241,169,4,1,16,28,e75syeuawg3ql8nwpi3vr2btz,0,54.8,63.6,2022-09-11T10:46:49.885Z,2022-09-11T18:51:22Z,3772736667,13,,3772736669,56,Center,3772736713,233,178,3772736675,285,,3772736673,265,,3772736671,152,,3774620797,178,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587205,177,43,1,16,28,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T10:46:50.074Z,2022-09-11T10:46:53Z,3772736515,286,0,3772736513,56,Back,3772736679,144,50,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587429,179,1,1,16,51,af91jdcs6x0bqkmdb78rokod2,0,47.9,33.1,2022-09-11T10:47:12.554Z,2022-09-11T18:51:34Z,3774621299,178,,3772737577,1,,3772737557,5,,3772737559,155,,3772737567,141,50.9,3772737575,213,0.3,3772737571,212,41.6,3772737563,56,Center,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,3772737561,152,,3772737565,140,,,,,,,,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,
2458587433,170,52,1,16,54,e75syeuawg3ql8nwpi3vr2btz,1,12.8,51.3,2022-09-11T10:47:15.651Z,2022-09-11T18:51:47Z,3774621835,388,,3773438267,378,,,,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587471,171,1,1,16,55,e75syeuawg3ql8nwpi3vr2btz,1,11.9,49.7,2022-09-11T10:47:17.197Z,2022-09-11T18:51:52Z,3772737765,123,,3774622137,178,,3772737775,213,5.9,3772737773,212,25.0,3772737771,141,36.7,3772737769,140,34.2,3772737767,56,Back,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587497,172,1,1,16,58,e75syeuawg3ql8nwpi3vr2btz,1,36,36.2,2022-09-11T10:47:19.436Z,2022-09-11T18:51:59Z,3772737887,212,31.9,3772737889,213,0.5,3772737879,155,,3774622369,178,,3772737881,56,Center,3772737885,141,56.9,3772737883,140,63.3,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458990715,1525,67,1,17,1,e75syeuawg3ql8nwpi3vr2btz,1,59.3,56,2022-09-11T10:47:22.707Z,2022-09-11T20:39:57Z,3774883625,233,1168,,,,,,,,,,,,,,,,,,,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458990709,1168,67,1,17,1,af91jdcs6x0bqkmdb78rokod2,0,40.7,44,2022-09-11T10:47:22.708Z,2022-09-11T20:06:54Z,3774883675,233,1525,,,,,,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587533,173,1,1,17,1,e75syeuawg3ql8nwpi3vr2btz,1,62.7,57.6,2022-09-11T10:47:22.727Z,2022-09-11T20:39:57Z,3772738049,141,74.7,3772738047,140,77.0,3772738043,155,,3772738045,56,Center,3772738053,213,0.7,3774622885,388,,3772738051,212,19.0,,,,ds719g843vjs279iine5otgid,L. Muriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587549,174,1,1,17,5,e75syeuawg3ql8nwpi3vr2btz,0,89.8,69.5,2022-09-11T10:47:27.170Z,2022-09-11T18:52:19Z,3774623265,178,,3772738111,56,Center,3772738115,141,53.4,3772738113,140,85.0,3772738119,213,4.3,3772738117,212,12.1,,,,,,,8d04q3yp2kouwog0lj0s7ew2x,A. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587567,180,8,1,17,6,af91jdcs6x0bqkmdb78rokod2,1,16.1,48.7,2022-09-11T10:47:27.791Z,2022-09-11T18:52:24Z,3772738181,56,Back,3774623469,178,,3773439351,385,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587591,181,1,1,17,9,af91jdcs6x0bqkmdb78rokod2,0,29.5,29.9,2022-09-11T10:47:30.564Z,2022-09-11T18:52:39Z,3772739011,141,16.5,3772739013,212,9.7,3772739015,213,4.4,3774624163,178,,3772738271,56,Back,3772739009,140,26.4,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587609,175,1,1,17,11,e75syeuawg3ql8nwpi3vr2btz,1,73.2,87.3,2022-09-11T10:47:32.898Z,2022-09-11T18:52:45Z,3774624579,178,,3772738355,56,Left,3772738363,213,3.0,3772738361,212,7.5,3772738357,140,66.1,3772738359,141,88.5,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458587635,176,1,1,17,13,e75syeuawg3ql8nwpi3vr2btz,1,66.3,86.9,2022-09-11T10:47:34.942Z,2022-09-11T18:52:52Z,3774624967,178,,3772738507,213,4.6,3772738499,56,Center,3772738503,141,69.5,3772738505,212,12.0,3772738501,140,64.6,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
