id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2500973917,156,44,1,13,33,ej5er0oyngdw138yuumwqbyqt,0,39.8,88.6,2023-01-27T17:45:03.793Z,2023-01-28T00:26:10Z,3996847227,285,,3996847225,56,Back,3996847241,233,134,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973927,135,1,1,13,33,4klvxyeh3xcus4ongu7c00mgc,0,54.8,4,2023-01-27T17:45:03.828Z,2023-01-28T06:17:16Z,3997522831,388,,3996847249,56,Right,3996848495,141,5.4,3996848491,3,,3996848499,213,1.6,3996848497,212,1.0,3996848493,140,54.8,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973921,157,61,1,13,34,ej5er0oyngdw138yuumwqbyqt,1,38.9,85,2023-01-27T17:45:04.825Z,2023-01-28T00:27:04Z,3997522869,388,,3996847229,56,Back,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973935,158,49,1,13,35,ej5er0oyngdw138yuumwqbyqt,1,39.3,84.2,2023-01-27T17:45:05.647Z,2023-01-28T05:29:57Z,,,,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974657,141,45,1,13,35,4klvxyeh3xcus4ongu7c00mgc,0,58.2,11,2023-01-27T17:45:05.774Z,2023-01-28T05:30:24Z,3996860323,233,165,3996850959,56,Right,3996850961,285,,,,,,,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974661,165,3,1,13,35,ej5er0oyngdw138yuumwqbyqt,1,41.8,89,2023-01-27T17:45:05.774Z,2023-01-28T05:30:23Z,3996860289,233,141,3996860281,286,,3997523019,178,,3996860279,56,Back,3997287919,464,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975305,150,43,1,13,37,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:45:06.925Z,2023-01-27T17:48:54Z,3996853913,56,Right,3996857417,144,7,3996853917,285,0,,,,,,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501143867,1407,83,1,13,37,4klvxyeh3xcus4ongu7c00mgc,1,58,9.7,2023-01-27T17:45:07.329Z,2023-01-28T05:30:52Z,3997732859,399,230152,,,,,,,,,,,,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973933,136,43,1,13,37,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:45:07.397Z,2023-01-27T17:45:53Z,3996847271,56,Right,3996847273,285,0,3996849299,144,7,,,,,,,,,,,,,,,,1s7qbrynbcv9uw9r5f29oyc5,V. Kovalenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973963,159,1,1,13,38,ej5er0oyngdw138yuumwqbyqt,1,38.9,95.4,2023-01-27T17:45:08.480Z,2023-01-28T00:27:25Z,3997523045,178,,3996847441,140,56.7,3996847445,212,18.7,3996847439,56,Left,3996847443,141,97.1,3996847447,213,0.1,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973975,160,1,1,13,39,ej5er0oyngdw138yuumwqbyqt,0,57.2,94.1,2023-01-27T17:45:09.249Z,2023-01-28T00:27:42Z,3997523121,178,,3996847487,56,Left,3996847493,212,4.9,3996847485,168,,3996847491,141,89.6,3996847495,213,5.6,3996847489,140,60.9,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973969,137,61,1,13,39,4klvxyeh3xcus4ongu7c00mgc,1,40.8,4.1,2023-01-27T17:45:09.460Z,2023-01-28T00:27:49Z,3996847467,56,Back,3997523133,178,,,,,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973997,162,61,1,13,39,ej5er0oyngdw138yuumwqbyqt,0,60.9,89.6,2023-01-27T17:45:09.853Z,2023-01-28T00:27:57Z,3996847607,56,Left,3997523157,178,,,,,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973991,138,49,1,13,40,4klvxyeh3xcus4ongu7c00mgc,1,39.6,4.9,2023-01-27T17:45:10.561Z,2023-01-28T00:28:12Z,,,,,,,,,,,,,,,,,,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974005,139,1,1,13,40,4klvxyeh3xcus4ongu7c00mgc,0,39.8,5.3,2023-01-27T17:45:10.640Z,2023-01-28T00:28:21Z,3996847649,141,17.7,3996847651,212,24.2,3996847645,56,Right,3997523267,178,,3996847653,213,0.4,3996847647,140,61.4,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500973979,161,43,1,13,41,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:45:10.987Z,2023-01-27T17:45:15Z,3996847687,144,49,,,,,,,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500976907,214,49,1,13,41,ej5er0oyngdw138yuumwqbyqt,1,33.8,76.1,2023-01-27T17:45:11.170Z,2023-01-28T00:28:51Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974097,140,27,1,13,46,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:45:16.116Z,2023-01-28T00:28:58Z,3996848161,41,Injury,3996848171,233,164,3996848163,53,1s7qbrynbcv9uw9r5f29oyc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974069,164,27,1,13,46,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:45:16.116Z,2023-01-28T00:28:58Z,3996848165,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974031,163,43,1,13,48,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:45:18.572Z,2023-01-27T17:46:18Z,3996850531,144,49,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974699,142,28,1,14,49,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:46:19.613Z,2023-01-28T00:29:08Z,3996851059,233,166,3996850991,55,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974683,166,28,1,14,49,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:46:19.613Z,2023-01-28T00:29:09Z,3996851035,233,142,3996850913,55,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974689,167,68,1,14,50,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:46:20.300Z,2023-01-28T00:29:16Z,3997290887,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974711,143,68,1,14,50,4klvxyeh3xcus4ongu7c00mgc,0,0,0,2023-01-27T17:46:20.516Z,2023-01-28T00:29:25Z,3997291135,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974767,168,1,1,14,59,ej5er0oyngdw138yuumwqbyqt,1,55.4,61.4,2023-01-27T17:46:29.330Z,2023-01-27T23:25:28Z,3996851313,213,0.7,3996851311,212,10.5,3996851307,140,63.3,3997492569,178,,3996851309,141,70.9,3996851305,56,Center,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974783,169,1,1,15,0,ej5er0oyngdw138yuumwqbyqt,1,64.9,70,2023-01-27T17:46:30.263Z,2023-01-27T23:25:40Z,3996851367,140,54.2,3996851371,212,11.7,3997492883,178,,3996851365,56,Center,3996851373,213,3.4,3996851369,141,65.1,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974785,170,1,1,15,3,ej5er0oyngdw138yuumwqbyqt,1,54.7,64.6,2023-01-27T17:46:32.873Z,2023-01-27T23:26:27Z,3996851383,212,17.7,3996851379,140,46.5,3996851381,141,41.9,3996851377,56,Back,3996851385,213,4.2,3997492981,178,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974801,171,1,1,15,5,ej5er0oyngdw138yuumwqbyqt,1,45.7,43.9,2023-01-27T17:46:35.533Z,2023-01-27T23:26:41Z,3996851445,213,4.9,3996851439,140,48.6,3996851441,141,19.6,3996851443,212,16.8,3996851437,56,Back,3997493041,178,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974823,172,1,1,15,7,ej5er0oyngdw138yuumwqbyqt,1,50.6,18.2,2023-01-27T17:46:37.671Z,2023-01-27T23:26:00Z,3996851563,213,2.0,3997493193,178,,3996851561,212,13.4,3996851555,56,Back,3996851559,141,36.4,3996851557,140,45.6,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974857,173,1,1,15,9,ej5er0oyngdw138yuumwqbyqt,1,46.4,40.7,2023-01-27T17:46:39.759Z,2023-01-27T23:26:47Z,3997493853,178,,3996851711,141,66.4,3996851715,213,1.6,3996851713,212,17.5,3996851709,140,45.7,3996851707,56,Back,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974917,174,1,1,15,14,ej5er0oyngdw138yuumwqbyqt,1,46,64,2023-01-27T17:46:43.975Z,2023-01-27T23:26:51Z,3996851979,56,Back,3996851987,213,4.9,3996851983,141,43.6,3996851985,212,14.2,3996851981,140,48.9,3997493909,178,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974939,175,1,1,15,20,ej5er0oyngdw138yuumwqbyqt,1,62.8,30,2023-01-27T17:46:50.323Z,2023-01-27T23:27:01Z,3996852077,141,24.3,3996852081,213,5.8,3996852073,56,Center,3997493961,178,,3996852075,140,69.6,3996852079,212,8.1,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974963,176,1,1,15,21,ej5er0oyngdw138yuumwqbyqt,1,70.3,23.4,2023-01-27T17:46:51.120Z,2023-01-27T23:27:05Z,3996852169,213,1.0,3996852161,56,Center,3996852165,141,52.8,3996852163,140,82.2,3996852167,212,23.6,3996852159,155,,3997494001,178,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974969,177,1,1,15,22,ej5er0oyngdw138yuumwqbyqt,0,80.9,51.3,2023-01-27T17:46:52.641Z,2023-01-27T23:27:15Z,3996852207,141,64.3,3997494143,388,,3996852205,140,85.0,3996852209,212,9.8,3996852201,56,Center,3996852195,3,,3996852211,213,1.1,3996852197,168,,56bidwsegakrtx3z1qbbpnc6i,J. Zirkzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974979,144,49,1,15,23,4klvxyeh3xcus4ongu7c00mgc,1,10.9,39.1,2023-01-27T17:46:53.818Z,2023-01-27T23:27:27Z,,,,,,,,,,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974985,145,1,1,15,24,4klvxyeh3xcus4ongu7c00mgc,0,13,37.5,2023-01-27T17:46:53.971Z,2023-01-27T23:27:32Z,3996852311,212,16.1,3996852315,1,,3996852313,213,6.2,3996852305,56,Back,3996852309,141,36.5,3996852307,140,28.3,3997494263,178,,3996852303,157,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500974999,178,49,1,15,25,ej5er0oyngdw138yuumwqbyqt,1,72,65.8,2023-01-27T17:46:55.145Z,2023-01-27T23:27:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975013,179,1,1,15,27,ej5er0oyngdw138yuumwqbyqt,1,72.3,65.8,2023-01-27T17:46:57.384Z,2023-01-27T23:27:44Z,3996852471,212,24.6,3996852467,140,95.3,3997494383,178,,3996852473,213,0.2,3996852469,141,72.3,3996852465,56,Center,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975019,180,1,1,15,29,ej5er0oyngdw138yuumwqbyqt,0,95.2,73.3,2023-01-27T17:46:59.071Z,2023-01-27T23:27:49Z,3996852503,141,56.0,3996852507,213,4.7,3996852499,56,Center,3997494449,178,,3996852501,140,95.3,3996852505,212,11.8,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975017,146,12,1,15,29,4klvxyeh3xcus4ongu7c00mgc,1,3.3,42.9,2023-01-27T17:46:59.626Z,2023-01-27T23:27:59Z,3996852487,56,Back,3996852493,212,13.6,3997494585,178,,3996852491,141,22.9,3996852489,140,3.3,3996852495,213,4.7,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975023,147,43,1,15,30,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:47:00.565Z,2023-01-27T17:47:02Z,3996852523,56,Back,3996852581,144,6,3996852525,73,0,,,,,,,,,,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975055,181,44,1,15,32,ej5er0oyngdw138yuumwqbyqt,1,92.8,67.5,2023-01-27T17:47:02.189Z,2023-01-28T06:17:17Z,3996852633,56,Center,3996852735,233,148,3996852635,286,,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975067,148,44,1,15,32,4klvxyeh3xcus4ongu7c00mgc,0,7.2,32.5,2023-01-27T17:47:02.190Z,2023-01-27T23:28:04Z,3996852743,233,181,3996852681,285,,3996852679,56,Back,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975069,182,1,1,15,32,ej5er0oyngdw138yuumwqbyqt,0,95.4,74.4,2023-01-27T17:47:02.245Z,2023-01-28T06:17:17Z,3997494883,388,,3996852687,140,92.2,3996852693,213,4.4,3996852683,3,,3996852685,56,Center,3996852691,212,10.4,3996852689,141,60.0,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975113,149,12,1,15,33,4klvxyeh3xcus4ongu7c00mgc,1,5.9,46.4,2023-01-27T17:47:03.165Z,2023-01-27T23:28:24Z,3996852983,213,0.0,3996852975,140,31.6,3996852973,56,Back,3997494977,178,,3996852977,141,47.0,3996852981,212,27.0,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501144013,1829,43,1,15,35,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:47:05.624Z,2023-01-28T05:32:09Z,3997733657,144,67,3997733599,233,1408,,,,,,,,,,,,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501144011,1408,43,1,15,35,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:47:05.625Z,2023-01-28T05:32:09Z,3997733651,144,67,3997733611,233,1829,,,,,,,,,,,,,,,,,,,1s7qbrynbcv9uw9r5f29oyc5,V. Kovalenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975129,184,1,1,15,35,ej5er0oyngdw138yuumwqbyqt,1,64.2,37.4,2023-01-27T17:47:05.655Z,2023-01-27T23:28:36Z,3996853047,141,21.5,3996853043,56,Center,3996853045,140,61.2,3996853049,212,11.3,3996853051,213,4.4,3997495143,178,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975161,185,1,1,15,38,ej5er0oyngdw138yuumwqbyqt,1,61.2,21.5,2023-01-27T17:47:08.178Z,2023-01-27T23:28:47Z,3996853203,213,2.1,3996853201,212,10.6,3997495311,178,,3996853195,56,Center,3996853199,141,35.2,3996853197,140,56.4,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975109,183,43,1,15,39,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T17:47:08.938Z,2023-01-27T20:37:11Z,3996852953,56,Center,3997297885,144,8,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975175,186,1,1,15,43,ej5er0oyngdw138yuumwqbyqt,1,59.5,36.4,2023-01-27T17:47:13.373Z,2023-01-27T23:28:54Z,3997495427,178,,3996853277,140,70.7,3996853281,212,23.4,3996853283,213,5.2,3996853275,56,Right,3996853279,141,6.7,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975215,187,1,1,15,46,ej5er0oyngdw138yuumwqbyqt,1,70.5,6.7,2023-01-27T17:47:16.701Z,2023-01-27T23:29:00Z,3996853443,56,Center,3997495533,178,,3996853447,141,24.4,3996853449,212,14.8,3996853451,213,2.2,3996853445,140,62.3,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975323,188,1,1,15,50,ej5er0oyngdw138yuumwqbyqt,1,61.6,37.3,2023-01-27T17:47:20.134Z,2023-01-27T23:29:12Z,3996854007,213,2.2,3996854003,141,62.1,3996854005,212,21.4,3996853999,56,Back,3996854001,140,49.0,3997495653,178,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975345,189,1,1,16,1,ej5er0oyngdw138yuumwqbyqt,1,63.7,32.1,2023-01-27T17:47:31.656Z,2023-01-27T23:29:20Z,3997495663,178,,3996854125,141,11.0,3996854121,56,Right,3996854129,213,5.0,3996854127,212,15.0,3996854123,140,67.8,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975369,190,1,1,16,4,ej5er0oyngdw138yuumwqbyqt,1,68.8,8.3,2023-01-27T17:47:34.416Z,2023-01-27T23:29:24Z,3996854239,56,Center,3996854245,212,21.2,3996854241,140,59.9,3996854247,213,2.0,3996854243,141,36.3,3997495691,178,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975449,191,1,1,16,7,ej5er0oyngdw138yuumwqbyqt,1,59.2,40.1,2023-01-27T17:47:37.398Z,2023-01-27T23:29:28Z,3996854665,140,93.6,3996854673,1,,3996854661,155,,3996854669,212,36.4,3997495727,178,,3996854667,141,33.3,3996854671,213,6.2,3996854663,56,Center,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975453,192,61,1,16,9,ej5er0oyngdw138yuumwqbyqt,0,88.8,32,2023-01-27T17:47:39.547Z,2023-01-27T23:29:34Z,3997495747,178,,3996854683,56,Center,,,,,,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975433,151,52,1,16,11,4klvxyeh3xcus4ongu7c00mgc,1,1,52.8,2023-01-27T17:47:41.353Z,2023-01-29T10:41:56Z,3997301061,378,,3997495777,178,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975437,152,43,1,16,13,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:47:42.996Z,2023-01-27T18:00:25Z,3996854599,56,Back,3996854591,178,0,3996854589,176,0,3996855107,233,192,3996854593,182,0,3996879019,144,10,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500983299,327,61,1,16,14,4klvxyeh3xcus4ongu7c00mgc,1,6.7,52.6,2023-01-27T17:47:44.295Z,2023-01-27T23:29:43Z,3996920259,238,,3996897171,56,Back,3997495809,178,,3996901329,189,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500983301,328,5,1,16,16,4klvxyeh3xcus4ongu7c00mgc,0,22.1,100.9,2023-01-27T17:47:46.454Z,2023-01-27T23:29:48Z,3996896739,233,426,3996920753,189,,3996896479,56,Back,3996896481,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500983311,426,5,1,16,16,ej5er0oyngdw138yuumwqbyqt,1,77.9,-0.9,2023-01-27T17:47:46.454Z,2023-01-27T23:29:48Z,3996896723,233,328,3996901145,189,,3996896659,56,Right,3996896661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975825,153,18,1,17,2,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:48:31.881Z,2023-01-27T23:29:54Z,3996856557,44,Midfielder,3996856555,41,,3996856583,55,154,3996856559,59,24,,,,,,,,,,,,,1s7qbrynbcv9uw9r5f29oyc5,V. Kovalenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500975827,154,19,1,17,2,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T17:48:31.882Z,2023-01-27T23:29:55Z,3996856569,59,30,3996856573,55,153,3996856567,145,9,3996856571,44,Forward,3996856563,41,,3996860197,292,10,3996860199,293,3,,,,1fsum47fkh62rer9xxe3smctm,D. Maldini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
