id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2465566723,95,5,1,12,25,muo4d1nfi1vgyvz5n07tjmoo,1,22.2,101.7,2022-10-01T14:13:27.746Z,2022-10-01T19:40:21Z,3809735141,233,96,3809735121,347,,3809735117,56,Back,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465566037,96,5,1,12,25,besu5lkqmra07drq1czpr0tk4,0,77.8,-1.7,2022-10-01T14:13:27.746Z,2022-10-01T19:40:21Z,3809731367,56,Right,3809731371,347,,3809735219,233,95,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567575,96,1,1,13,0,muo4d1nfi1vgyvz5n07tjmoo,0,32.2,100,2022-10-01T14:14:02.716Z,2022-10-01T19:40:29Z,3809739341,213,6.1,3809739337,141,94.2,3809739331,56,Left,3809739343,1,,3809739335,140,62.5,3809739339,212,32.2,3809739327,107,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567651,97,1,1,13,1,besu5lkqmra07drq1czpr0tk4,0,27,10.4,2022-10-01T14:14:04.416Z,2022-10-01T19:40:39Z,3811952885,388,,3809739731,56,Back,3809739729,3,,3809739745,213,0.2,3809739733,140,40.7,3809739741,212,14.8,3809739737,141,15.2,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567773,97,1,1,13,3,muo4d1nfi1vgyvz5n07tjmoo,0,53.2,85.7,2022-10-01T14:14:05.837Z,2022-10-01T19:40:48Z,3809740299,3,,3809740317,140,64.1,3809740323,141,85.3,3811953627,388,,3809740309,56,Left,3809740347,213,6.3,3809740335,212,11.4,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567743,98,44,1,13,4,besu5lkqmra07drq1czpr0tk4,1,31.9,18.1,2022-10-01T14:14:07.327Z,2022-10-02T05:10:50Z,3809740179,56,Back,3809740183,285,,3809740629,233,98,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567801,98,44,1,13,4,muo4d1nfi1vgyvz5n07tjmoo,0,68.1,81.9,2022-10-01T14:14:07.328Z,2022-10-01T19:40:58Z,3809740669,233,98,3809740471,56,Left,3809740473,286,,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567889,99,1,1,13,4,besu5lkqmra07drq1czpr0tk4,1,27.7,21.6,2022-10-01T14:14:07.342Z,2022-10-02T05:10:50Z,3809740867,212,10.7,3809740863,140,32.6,3809740865,141,35.4,3809740871,213,1.1,3811954777,388,,3809740861,56,Back,3809740859,3,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567919,100,1,1,13,6,besu5lkqmra07drq1czpr0tk4,1,32.4,36.6,2022-10-01T14:14:09.027Z,2022-10-01T19:41:22Z,3809741039,213,6.2,3809741025,56,Back,3811956215,178,,3809741037,212,14.1,3809741035,141,35.2,3809741019,3,,3809741029,140,45.8,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567959,101,1,1,13,7,besu5lkqmra07drq1czpr0tk4,1,45.8,35.2,2022-10-01T14:14:10.397Z,2022-10-01T19:41:31Z,3809741215,141,23.1,3809741211,56,Back,3809741213,140,46.1,3809741217,212,8.2,3809741219,213,4.8,3811956881,388,,3809741209,3,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465567971,102,1,1,13,9,besu5lkqmra07drq1czpr0tk4,0,46.2,23.1,2022-10-01T14:14:12.066Z,2022-10-01T19:41:40Z,3809741273,3,,3811957549,388,,3809741277,140,60.9,3809741275,56,Center,3809741289,213,6.3,3809741279,141,22.8,3809741283,212,15.4,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568051,99,1,1,13,10,muo4d1nfi1vgyvz5n07tjmoo,1,37.6,80.3,2022-10-01T14:14:12.997Z,2022-10-01T19:41:49Z,3809741709,1,,3809741707,213,6.2,3809741697,140,64.0,3809741693,157,,3809741701,141,76.6,3809741695,56,Center,3809741705,212,27.8,3811958291,178,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568067,100,61,1,13,12,muo4d1nfi1vgyvz5n07tjmoo,0,64,76.6,2022-10-01T14:14:14.656Z,2022-10-01T19:42:04Z,3811959419,178,,3809741787,56,Center,,,,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568113,103,49,1,13,14,besu5lkqmra07drq1czpr0tk4,1,22.8,11.4,2022-10-01T14:14:16.797Z,2022-10-01T19:42:16Z,,,,,,,,,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568361,104,1,1,13,14,besu5lkqmra07drq1czpr0tk4,1,22.8,11.4,2022-10-01T14:14:16.865Z,2022-10-01T19:42:25Z,3809743339,56,Back,3811960943,178,,3809743345,212,21.8,3809743341,140,13.0,3809743347,213,2.1,3809743343,141,39.7,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568461,105,1,1,13,19,besu5lkqmra07drq1czpr0tk4,0,11.9,41.9,2022-10-01T14:14:21.828Z,2022-10-01T19:42:31Z,3809743939,157,,3809743951,1,,3809743949,213,0.2,3809743941,56,Center,3809743945,141,57.0,3811961477,178,,3809743943,140,58.8,3809743947,212,50.3,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568523,101,1,1,13,22,muo4d1nfi1vgyvz5n07tjmoo,0,42.8,29.2,2022-10-01T14:14:24.677Z,2022-10-01T19:42:45Z,3809744295,56,Center,3811962571,388,,3809744291,3,,3809744299,140,57.1,3809744301,141,23.0,3809744305,213,6.0,3809744303,212,15.6,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568579,106,1,1,13,24,besu5lkqmra07drq1czpr0tk4,0,33.4,76.9,2022-10-01T14:14:27.018Z,2022-10-01T19:43:00Z,3809744565,56,Back,3809744571,212,9.6,3809744573,213,6.0,3809744567,140,42.2,3811963847,178,,3809744569,141,73.3,3809788851,233,102,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568677,107,1,1,13,26,besu5lkqmra07drq1czpr0tk4,0,47.2,72.3,2022-10-01T14:14:29.157Z,2022-10-01T19:43:46Z,3809745125,56,Back,3811967599,178,,3809794323,236,,3809793807,213,4.7,3809793803,141,66.4,3809794419,233,102,3809794329,286,,3809793801,140,47.0,1swg0twoet2to70z38wo78b1l,J. Penrice,3809793805,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568747,102,74,1,13,26,muo4d1nfi1vgyvz5n07tjmoo,1,49.4,24.6,2022-10-01T14:14:29.433Z,2022-10-01T19:43:55Z,3809788761,285,,3811968315,178,,3809745461,56,Back,3809788891,233,107,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569363,103,5,1,13,30,muo4d1nfi1vgyvz5n07tjmoo,0,61.3,-1.2,2022-10-01T14:14:33.148Z,2022-10-01T19:44:12Z,3809748849,56,Right,3809748851,347,,3809748953,233,109,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569207,109,5,1,13,30,besu5lkqmra07drq1czpr0tk4,1,38.7,101.2,2022-10-01T14:14:33.148Z,2022-10-01T19:44:12Z,3809747955,347,,3809748905,233,103,3809747953,56,Back,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465568739,108,43,1,13,30,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T14:14:33.434Z,2022-10-01T14:17:45Z,3809788777,144,61,3809745431,56,Center,,,,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569405,110,1,1,13,40,besu5lkqmra07drq1czpr0tk4,1,36.1,100,2022-10-01T14:14:43.318Z,2022-10-01T19:44:22Z,3809749071,213,3.7,3809749065,212,13.5,3809749053,107,,3809749057,56,Back,3809749063,141,91.2,3809749059,140,25.0,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569439,111,1,1,13,45,besu5lkqmra07drq1czpr0tk4,0,32.7,92.3,2022-10-01T14:14:48.447Z,2022-10-01T19:44:40Z,3809749295,56,Center,3809749297,140,66.0,3809749293,155,,3809749303,213,5.9,3809749305,1,,3811972255,178,,3809749301,212,38.2,3809749299,141,69.7,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569543,104,1,1,13,48,muo4d1nfi1vgyvz5n07tjmoo,0,28.7,33.9,2022-10-01T14:14:51.346Z,2022-10-01T19:44:57Z,3809749833,213,0.1,3809749831,212,9.2,3809749829,141,35.1,3809749825,56,Back,3809749827,140,37.4,3809749823,3,,3811973187,178,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466239093,870,67,1,13,50,besu5lkqmra07drq1czpr0tk4,1,57.1,66.9,2022-10-01T14:14:52.581Z,2022-10-02T05:10:50Z,3813387531,233,709,,,,,,,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466239091,709,67,1,13,50,muo4d1nfi1vgyvz5n07tjmoo,0,42.9,33.1,2022-10-01T14:14:52.582Z,2022-10-02T05:07:19Z,3813387539,233,870,,,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569531,112,8,1,13,50,besu5lkqmra07drq1czpr0tk4,1,57.1,66.6,2022-10-01T14:14:52.598Z,2022-10-02T05:10:51Z,3811973929,178,,3811145205,384,,3809749775,56,Center,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569867,113,1,1,13,51,besu5lkqmra07drq1czpr0tk4,1,65.7,63.9,2022-10-01T14:14:53.888Z,2022-10-01T19:45:35Z,3809751499,141,49.1,3809751509,213,4.4,3809751495,140,62.5,3809753481,210,15,3811974659,178,,3809751503,212,10.6,3809751493,56,Center,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2465569875,114,15,1,13,57,besu5lkqmra07drq1czpr0tk4,1,86.8,38.8,2022-10-01T14:14:59.608Z,2022-10-01T19:45:36Z,3809753577,215,,3809753561,29,,3811975791,178,,3809751541,56,Center,3809751537,22,,3809753597,230,98.8,3809753603,231,52.3,3809765003,147,40.6,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,3809751539,17,,3809753563,55,3809752167,20,,3809753567,102,3809753571,103,19,113,3809764999,82,,48.0,3809764997,80,3809765001,146,89.4,3809765241,233,105,,,,,,,,,
2465569847,105,10,1,13,57,muo4d1nfi1vgyvz5n07tjmoo,1,9.4,62.3,2022-10-01T14:14:59.618Z,2022-10-01T19:45:55Z,3809751407,56,Back,3809765311,233,114,3809751405,94,,3811977235,178,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569911,106,6,1,13,59,muo4d1nfi1vgyvz5n07tjmoo,0,0,40.7,2022-10-01T14:15:01.859Z,2022-10-01T19:46:02Z,3809751725,56,Back,3809758103,233,115,3809751799,73,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465569901,115,6,1,13,59,besu5lkqmra07drq1czpr0tk4,1,100,59.3,2022-10-01T14:15:01.859Z,2022-10-01T19:46:03Z,3809757995,233,106,3809757953,73,,3809751677,56,Center,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571085,107,43,1,14,25,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T14:15:28.547Z,2022-10-01T14:15:31Z,3809757777,56,Back,3809758321,144,6,3809757779,73,0,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571671,116,1,1,14,33,besu5lkqmra07drq1czpr0tk4,1,99.8,99.6,2022-10-01T14:15:36.483Z,2022-10-01T19:46:13Z,3809760917,141,42.2,3809760921,212,39.6,3811147863,20,,3811978571,178,,3809760835,2,,3809760913,140,93.3,3809760837,6,,3809760841,223,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,3809760925,213,4.5,3809760905,56,3809760929,1,,3809760839,155,,,,Center,,,,,,,,,,,,,,,,,,,,,
2465571695,117,44,1,14,36,besu5lkqmra07drq1czpr0tk4,1,92.9,44.6,2022-10-01T14:15:38.717Z,2022-10-02T05:10:51Z,3809760985,233,108,3809760971,56,Center,3809760975,286,,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571637,108,44,1,14,36,muo4d1nfi1vgyvz5n07tjmoo,0,7.1,55.4,2022-10-01T14:15:38.718Z,2022-10-01T19:46:25Z,3809760699,56,Back,3809761003,233,117,3809760701,285,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571711,118,1,1,14,36,besu5lkqmra07drq1czpr0tk4,0,93.8,43.1,2022-10-01T14:15:38.811Z,2022-10-02T05:10:51Z,3811980261,388,,3809761059,141,67.9,3809761063,212,16.9,3809761067,213,1.5,3809761057,140,94.5,3809761053,56,Center,3809761049,3,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571739,109,49,1,14,39,muo4d1nfi1vgyvz5n07tjmoo,1,8.5,26.4,2022-10-01T14:15:42.180Z,2022-10-01T19:46:47Z,,,,,,,,,,,,,,,,,,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571819,110,12,1,14,39,muo4d1nfi1vgyvz5n07tjmoo,1,8.5,26.4,2022-10-01T14:15:42.226Z,2022-10-01T19:46:57Z,3811981711,178,,3809761583,212,33.4,3809761585,213,6.0,3809761577,56,Back,3809761579,140,39.0,3809761581,141,12.3,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571975,119,1,1,14,42,besu5lkqmra07drq1czpr0tk4,1,59.9,83.5,2022-10-01T14:15:45.379Z,2022-10-01T19:47:10Z,3811982707,388,,3809762409,56,Left,3809762411,140,66.8,3809762415,212,7.6,3809762417,213,6.0,3809762413,141,80.0,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465571993,120,61,1,14,44,besu5lkqmra07drq1czpr0tk4,0,72.2,81.4,2022-10-01T14:15:47.130Z,2022-10-01T19:47:33Z,3811984383,178,,3809762509,56,Left,,,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572051,111,1,1,14,45,muo4d1nfi1vgyvz5n07tjmoo,0,36.4,12,2022-10-01T14:15:47.706Z,2022-10-01T19:47:39Z,3809762791,212,13.3,3809762789,141,0.0,3809762793,213,3.9,3809762785,56,Back,3809762787,140,27.0,3811984823,178,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572063,112,5,1,14,47,muo4d1nfi1vgyvz5n07tjmoo,0,24,-1.6,2022-10-01T14:15:49.808Z,2022-10-01T19:47:46Z,3809762839,347,,3809765271,233,121,3809762835,56,Back,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572429,121,5,1,14,47,besu5lkqmra07drq1czpr0tk4,1,76,101.6,2022-10-01T14:15:49.808Z,2022-10-01T19:47:46Z,3809764783,56,Left,3809765167,233,112,3809764789,347,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572531,122,1,1,14,53,besu5lkqmra07drq1czpr0tk4,1,79.1,100,2022-10-01T14:15:55.920Z,2022-10-01T19:47:58Z,3809765435,1,,3809765429,212,21.5,3809765431,213,3.4,3809765421,107,,3809765425,140,59.5,3809765427,141,92.9,3809765423,56,Left,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572543,123,1,1,14,55,besu5lkqmra07drq1czpr0tk4,0,59.4,92.9,2022-10-01T14:15:58.390Z,2022-10-01T19:48:11Z,3809765511,212,10.2,3809765505,56,Left,3811986647,178,,3809765513,213,5.8,3809765503,155,,3809765507,140,68.1,3809766229,233,114,3809765509,141,86.3,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572553,113,12,1,14,57,muo4d1nfi1vgyvz5n07tjmoo,1,25.2,13.4,2022-10-01T14:15:59.791Z,2022-10-01T19:48:22Z,3811987503,388,,3811150615,213,1.0,3811150611,141,22.7,3811150613,212,7.8,3809765563,56,Back,3811150609,140,29.5,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466285315,1218,43,1,14,58,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T14:16:01.537Z,2022-10-02T08:34:16Z,3813589969,144,82,3813589887,178,0,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466285455,1219,67,1,14,59,besu5lkqmra07drq1czpr0tk4,1,68.2,74.7,2022-10-01T14:16:01.606Z,2022-10-02T08:48:39Z,3813590589,233,917,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466285451,917,67,1,14,59,muo4d1nfi1vgyvz5n07tjmoo,0,31.8,25.3,2022-10-01T14:16:01.607Z,2022-10-02T08:34:45Z,3813590601,233,1219,,,,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572617,124,1,1,14,59,besu5lkqmra07drq1czpr0tk4,0,65.2,72.9,2022-10-01T14:16:01.630Z,2022-10-02T08:48:40Z,3809765881,141,72.0,3811792119,178,,3809802051,286,,3809765875,140,69.8,3809803031,233,114,3809765885,212,4.9,3809802049,236,,3809765867,56,Center,960mhrs3usnisl5jv0xzok3x1,S. Pittman,3809765889,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572637,114,74,1,14,59,muo4d1nfi1vgyvz5n07tjmoo,1,31.2,27,2022-10-01T14:16:01.638Z,2022-10-01T19:03:59Z,3809766009,56,Back,3809766011,285,,3811793525,178,,3809766327,233,124,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572653,125,61,1,14,59,besu5lkqmra07drq1czpr0tk4,1,68.6,71.4,2022-10-01T14:16:01.751Z,2022-10-01T19:48:49Z,3809766109,56,Center,3811795075,178,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465572797,126,1,1,15,2,besu5lkqmra07drq1czpr0tk4,0,78.1,82.3,2022-10-01T14:16:04.785Z,2022-10-01T19:04:28Z,3811795795,178,,3809767003,212,28.4,3809766999,140,87.0,3811151871,224,,3809767001,141,42.8,3809767005,213,5.0,3811151873,72,,3809766993,2,,1swg0twoet2to70z38wo78b1l,J. Penrice,3809766997,56,Center,3809766995,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573067,115,12,1,15,3,muo4d1nfi1vgyvz5n07tjmoo,1,10.3,56.3,2022-10-01T14:16:06.478Z,2022-10-01T19:05:44Z,3811801959,178,,3809768407,140,27.4,3809768417,213,5.8,3809768413,212,20.8,3809768411,141,40.9,3809768405,56,Back,,,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573033,127,1,1,15,7,besu5lkqmra07drq1czpr0tk4,1,76.3,52.2,2022-10-01T14:16:10.003Z,2022-10-01T19:05:54Z,3809768229,141,37.4,3809768219,56,Center,3809768233,212,10.3,3809768237,213,4.5,3811802739,178,,3809768225,140,74.0,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573041,128,1,1,15,9,besu5lkqmra07drq1czpr0tk4,0,71.6,38.5,2022-10-01T14:16:12.026Z,2022-10-01T19:05:59Z,3809768285,212,11.0,3809768279,56,Center,3809768281,140,82.1,3809768283,141,38.8,3809768287,213,0.0,3811803277,178,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573075,116,49,1,15,10,muo4d1nfi1vgyvz5n07tjmoo,1,12.9,56,2022-10-01T14:16:12.996Z,2022-10-01T19:06:08Z,,,,,,,,,,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573283,117,1,1,15,10,muo4d1nfi1vgyvz5n07tjmoo,0,12.9,56,2022-10-01T14:16:13.039Z,2022-10-01T19:06:16Z,3809769677,56,Back,3809769675,157,,3811804487,178,,3809769685,213,0.3,3809769681,141,73.2,3809769679,140,44.1,3809769683,212,34.8,3809769687,1,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573251,129,1,1,15,13,besu5lkqmra07drq1czpr0tk4,1,61.7,37.7,2022-10-01T14:16:15.864Z,2022-10-01T19:06:26Z,3811805157,178,,3809769431,213,5.0,3809769411,56,Right,3809769421,141,5.9,3809769415,140,68.6,3809769427,212,22.8,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573263,130,49,1,15,14,besu5lkqmra07drq1czpr0tk4,1,68.1,6.7,2022-10-01T14:16:17.303Z,2022-10-01T19:06:38Z,,,,,,,,,,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466242629,947,43,1,15,15,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T14:16:18.527Z,2022-10-02T05:18:09Z,3813399807,178,0,3813399929,144,82,,,,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573293,131,50,1,15,16,besu5lkqmra07drq1czpr0tk4,1,58.8,12.6,2022-10-01T14:16:18.952Z,2022-10-01T19:06:55Z,3809770551,233,118,3809769747,286,,3809769745,56,Right,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573387,118,7,1,15,16,muo4d1nfi1vgyvz5n07tjmoo,0,41.2,87.4,2022-10-01T14:16:18.992Z,2022-10-01T19:07:06Z,3811808837,178,,3809770317,233,131,3809770241,56,Back,3811157321,385,,3809770263,285,,,,,,,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465573441,132,1,1,15,18,besu5lkqmra07drq1czpr0tk4,1,62.4,16.4,2022-10-01T14:16:20.941Z,2022-10-01T19:07:13Z,3809770511,212,11.4,3809770495,56,Center,3809770515,213,1.7,3809770501,140,60.6,3809770507,141,33.0,3811809441,178,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
