id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2482516859,88,1,1,8,10,nuaf3wtujl8erbciumch6c65,1,33.3,35.5,2022-11-06T15:10:09.551Z,2022-11-06T15:10:13Z,3899602301,141,53.0,3899602307,213,2.2,3899602303,212,15.1,3899602297,56,Back,3899602299,140,24.4,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516953,89,1,1,8,14,nuaf3wtujl8erbciumch6c65,1,25.9,56.9,2022-11-06T15:10:12.782Z,2022-11-06T15:10:17Z,3899602861,213,1.3,3899602857,141,76.9,3899602859,212,14.3,3899602855,140,30.0,3899602853,56,Back,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517087,90,1,1,8,18,nuaf3wtujl8erbciumch6c65,1,29.9,76.7,2022-11-06T15:10:16.958Z,2022-11-06T15:10:23Z,3899603623,213,4.0,3899603621,212,24.3,3899603615,56,Back,3899603619,141,50.3,3899603617,140,14.3,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517119,91,1,1,8,23,nuaf3wtujl8erbciumch6c65,0,14.3,50.3,2022-11-06T15:10:22.383Z,2022-11-06T15:10:25Z,3899603805,157,,3899603815,140,43.7,3899603827,213,0.8,3899603819,141,100.0,3899603811,56,Back,3899603833,1,,3899603823,212,46.3,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517463,85,5,1,8,25,4moe0x01r1f5w30g38wshyftp,1,63.7,-1.2,2022-11-06T15:10:24.044Z,2022-11-06T15:10:37Z,3899605607,347,,3899605605,56,Right,3899605633,233,92,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517125,92,5,1,8,25,nuaf3wtujl8erbciumch6c65,0,36.3,101.2,2022-11-06T15:10:24.044Z,2022-11-06T15:15:46Z,3899603853,347,,3899603851,56,Back,3899605687,233,85,,,,,,,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517565,86,1,1,8,38,4moe0x01r1f5w30g38wshyftp,1,71.4,0,2022-11-06T15:10:37.546Z,2022-11-06T15:10:41Z,3899606199,140,73.5,3899606197,56,Right,3899606205,213,1.3,3899606203,212,9.8,3899606201,141,12.6,3899606195,107,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517581,87,3,1,8,42,4moe0x01r1f5w30g38wshyftp,0,68.2,11.8,2022-11-06T15:10:41.083Z,2022-11-06T15:10:43Z,3899606307,286,,3899606479,233,93,3899606305,56,Right,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517605,93,7,1,8,42,nuaf3wtujl8erbciumch6c65,0,31.8,88.2,2022-11-06T15:10:41.084Z,2022-11-06T15:10:43Z,3899606407,56,Back,3899606457,233,87,3899606409,285,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517665,94,61,1,8,44,nuaf3wtujl8erbciumch6c65,0,37,89,2022-11-06T15:10:43.423Z,2022-11-06T15:10:44Z,3899606685,56,Back,,,,,,,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517697,88,1,1,8,45,4moe0x01r1f5w30g38wshyftp,0,72.2,27.6,2022-11-06T15:10:43.850Z,2022-11-06T15:10:45Z,3899606821,212,13.4,3899606825,213,0.1,3899606819,141,29.5,3899606811,56,Center,3899606815,140,84.9,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517715,95,8,1,8,46,nuaf3wtujl8erbciumch6c65,1,15.2,65.5,2022-11-06T15:10:45.520Z,2022-11-06T15:10:46Z,3899606943,56,Back,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517729,96,49,1,8,47,nuaf3wtujl8erbciumch6c65,1,15.2,65.5,2022-11-06T15:10:46.079Z,2022-11-06T15:10:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517743,97,1,1,8,47,nuaf3wtujl8erbciumch6c65,0,15.2,65.5,2022-11-06T15:10:46.415Z,2022-11-06T15:10:47Z,3899607079,140,30.1,3899607077,56,Back,3899607075,157,,3899607089,213,0.4,3899607087,212,17.2,3899607091,1,,3899607085,141,76.0,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517767,89,49,1,8,49,4moe0x01r1f5w30g38wshyftp,1,70.6,24,2022-11-06T15:10:48.012Z,2022-11-06T15:10:48Z,,,,,,,,,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517899,90,1,1,8,49,4moe0x01r1f5w30g38wshyftp,1,70.6,24,2022-11-06T15:10:48.138Z,2022-11-06T15:10:53Z,3899607871,212,21.5,3899607865,56,Right,3899607869,141,5.6,3899607867,140,87.2,3899607873,213,5.7,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517939,91,1,1,8,54,4moe0x01r1f5w30g38wshyftp,0,96.2,10.7,2022-11-06T15:10:53.276Z,2022-11-06T15:10:55Z,3899608071,2,,3899608079,140,96.2,3899608083,141,12.5,3899608123,233,98,3899608075,56,Right,3899608073,155,,3899608127,286,,3899608121,236,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,3899608087,212,3899608089,213,1.2,1.6,,,,,,,,,,,,,,,,,,,,,,,
2482517929,98,12,1,8,54,nuaf3wtujl8erbciumch6c65,1,7.4,90.6,2022-11-06T15:10:53.376Z,2022-11-06T15:10:55Z,3899608027,56,Back,3899608191,233,91,3899608025,185,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517965,92,61,1,8,56,4moe0x01r1f5w30g38wshyftp,1,96.2,12.5,2022-11-06T15:10:55.611Z,2022-11-06T15:10:55Z,3899608239,56,Right,,,,,,,,,,,,,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518009,93,5,1,8,57,4moe0x01r1f5w30g38wshyftp,0,101,7.6,2022-11-06T15:10:56.552Z,2022-11-06T15:15:46Z,3899608593,233,99,3899608433,346,,3899608431,56,Right,,,,,,,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517973,99,5,1,8,57,nuaf3wtujl8erbciumch6c65,1,-1,92.4,2022-11-06T15:10:56.552Z,2022-11-06T15:12:30Z,3899608559,233,93,3899608277,346,,3899608275,56,Back,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518509,100,1,1,9,12,nuaf3wtujl8erbciumch6c65,1,4.9,51.8,2022-11-06T15:11:11.231Z,2022-11-06T15:11:14Z,3899611141,213,5.8,3899611145,237,,3899611129,140,21.7,3899611121,124,,3899611133,141,38.9,3899611125,56,Back,3899611139,212,19.7,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518529,101,1,1,9,14,nuaf3wtujl8erbciumch6c65,0,26.2,33.6,2022-11-06T15:11:13.695Z,2022-11-06T15:11:18Z,3899611915,233,94,3899611237,140,29.4,3899611239,141,31.8,3899611913,236,,3899611241,212,3.6,3899611235,56,Back,3899611919,286,,3899611243,213,5.9,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518639,94,74,1,9,14,4moe0x01r1f5w30g38wshyftp,1,76,72.3,2022-11-06T15:11:13.696Z,2022-11-06T15:15:39Z,3899611833,285,,3899611831,56,Center,3899611983,233,101,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518771,102,1,1,9,19,nuaf3wtujl8erbciumch6c65,1,26.1,2.2,2022-11-06T15:11:17.823Z,2022-11-06T15:11:22Z,3899612545,213,2.6,3899612543,212,21.2,3899612541,141,17.9,3899612537,56,Back,3899612539,140,8.7,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518931,103,1,1,9,23,nuaf3wtujl8erbciumch6c65,1,8.5,15,2022-11-06T15:11:21.920Z,2022-11-06T15:11:28Z,3899613407,212,42.0,3899613409,213,6.1,3899613401,56,Back,3899613411,1,,3899613399,155,,3899613405,141,6.7,3899613403,140,48.1,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518943,104,61,1,9,28,nuaf3wtujl8erbciumch6c65,1,48.1,6.7,2022-11-06T15:11:27.600Z,2022-11-06T15:11:41Z,3899613471,56,Back,,,,,,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519037,105,1,1,9,32,nuaf3wtujl8erbciumch6c65,0,75.6,8.5,2022-11-06T15:11:31.663Z,2022-11-06T15:11:33Z,3899614017,286,,3899613977,212,2.5,3899614011,236,,3899613979,213,0.9,3899613971,56,Right,3899613975,141,11.4,3899614013,233,95,3899613973,140,77.0,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519029,95,74,1,9,32,4moe0x01r1f5w30g38wshyftp,1,28.4,93.9,2022-11-06T15:11:31.664Z,2022-11-06T15:15:40Z,3899613929,56,Back,3899614041,233,105,3899613931,285,,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519835,96,5,1,9,34,4moe0x01r1f5w30g38wshyftp,0,14.7,101.4,2022-11-06T15:11:33.457Z,2022-11-06T15:15:47Z,3899618019,347,,3899618017,56,Back,3899621943,233,106,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519231,106,5,1,9,34,nuaf3wtujl8erbciumch6c65,1,85.3,-1.4,2022-11-06T15:11:33.457Z,2022-11-06T15:12:38Z,3899614955,347,,3899614953,56,Right,3899621977,233,96,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519763,107,1,1,9,57,nuaf3wtujl8erbciumch6c65,1,79.6,0,2022-11-06T15:11:56.351Z,2022-11-06T15:11:59Z,3899617645,140,88.6,3899617651,213,0.3,3899617647,141,3.1,3899617641,56,Right,3899617649,212,9.9,3899617637,107,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519783,108,1,1,10,0,nuaf3wtujl8erbciumch6c65,0,88.2,2.9,2022-11-06T15:11:59.319Z,2022-11-06T15:12:03Z,3899617725,141,3.1,3899617723,140,87.0,3899618229,236,,3899618239,286,,3899618231,233,97,3899617727,212,1.3,3899617729,213,3.0,3899617721,56,Right,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519845,97,74,1,10,0,4moe0x01r1f5w30g38wshyftp,1,14.3,97.8,2022-11-06T15:11:59.320Z,2022-11-06T15:15:40Z,3899618271,233,108,3899618059,285,,3899618057,56,Back,,,,,,,,,,,,,,,,7mfl844y4zw1u07g3owaxyaga,T. Keles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482519873,98,5,1,10,2,4moe0x01r1f5w30g38wshyftp,0,13,101.8,2022-11-06T15:12:01.240Z,2022-11-06T15:15:47Z,3899619311,233,109,3899618193,56,Back,3899618195,347,,,,,,,,,,,,,,,,,7mfl844y4zw1u07g3owaxyaga,T. Keles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520075,109,5,1,10,2,nuaf3wtujl8erbciumch6c65,1,87,-1.8,2022-11-06T15:12:01.240Z,2022-11-06T15:12:09Z,3899619277,347,,3899619303,233,98,3899619275,56,Right,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520177,110,1,1,10,10,nuaf3wtujl8erbciumch6c65,1,87.7,0,2022-11-06T15:12:09.464Z,2022-11-06T15:12:13Z,3899619727,140,94.5,3899619729,141,20.3,3899619731,212,16.8,3899619733,213,1.1,3899619725,56,Right,3899619723,107,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520185,111,61,1,10,14,nuaf3wtujl8erbciumch6c65,0,94.2,20.4,2022-11-06T15:12:13.064Z,2022-11-06T15:12:13Z,3899619775,56,Right,,,,,,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520205,99,49,1,10,15,4moe0x01r1f5w30g38wshyftp,1,7.7,82.3,2022-11-06T15:12:14.186Z,2022-11-06T15:12:14Z,,,,,,,,,,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520229,100,1,1,10,15,4moe0x01r1f5w30g38wshyftp,0,7.7,82.3,2022-11-06T15:12:14.395Z,2022-11-06T15:12:15Z,3899620005,56,Back,3899620003,157,,3899620013,213,0.0,3899620015,1,,3899620011,212,16.4,3899620007,140,23.3,3899620009,141,82.4,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520333,112,1,1,10,17,nuaf3wtujl8erbciumch6c65,1,72.5,29.1,2022-11-06T15:12:15.832Z,2022-11-06T15:12:19Z,3899620619,140,83.0,3899620623,141,20.9,3899620613,3,,3899620615,56,Right,3899620629,213,5.8,3899620627,212,12.4,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520343,113,61,1,10,19,nuaf3wtujl8erbciumch6c65,0,83,20.9,2022-11-06T15:12:18.104Z,2022-11-06T15:12:19Z,3899620671,56,Right,,,,,,,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520381,101,5,1,10,20,4moe0x01r1f5w30g38wshyftp,1,-1.1,72.5,2022-11-06T15:12:19.496Z,2022-11-06T15:15:47Z,3899620901,233,114,3899620865,56,Back,3899620867,346,,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482520347,114,5,1,10,20,nuaf3wtujl8erbciumch6c65,0,101.1,27.5,2022-11-06T15:12:19.496Z,2022-11-06T15:12:21Z,3899620965,233,101,3899620685,56,Center,3899620687,346,,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521049,102,1,1,10,44,4moe0x01r1f5w30g38wshyftp,0,5.1,50,2022-11-06T15:12:42.858Z,2022-11-06T15:12:46Z,3899624535,213,5.7,3899624523,140,45.6,3899624519,56,Back,3899624517,124,,3899624551,74,,3899624527,141,7.4,3899624531,212,51.5,3899624541,1,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521067,115,49,1,10,48,nuaf3wtujl8erbciumch6c65,1,67,88.9,2022-11-06T15:12:46.952Z,2022-11-06T15:12:47Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521111,116,1,1,10,48,nuaf3wtujl8erbciumch6c65,1,67,88.9,2022-11-06T15:12:47.018Z,2022-11-06T15:12:49Z,3899624881,213,5.8,3899624879,212,9.2,3899624877,141,82.1,3899624873,56,Left,3899624875,140,74.6,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521125,117,1,1,10,50,nuaf3wtujl8erbciumch6c65,1,74.6,82.1,2022-11-06T15:12:49.256Z,2022-11-06T15:12:50Z,3899624943,140,76.2,3899624945,141,91.8,3899624941,56,Left,3899624949,213,1.3,3899624947,212,6.8,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521143,118,1,1,10,51,nuaf3wtujl8erbciumch6c65,1,76.2,91.8,2022-11-06T15:12:50.055Z,2022-11-06T15:12:50Z,3899625063,213,2.9,3899625055,141,96.0,3899625045,56,Left,3899625059,212,12.4,3899625051,140,64.7,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521205,119,1,1,10,52,nuaf3wtujl8erbciumch6c65,1,64.7,96,2022-11-06T15:12:50.727Z,2022-11-06T15:12:52Z,3899625385,141,71.7,3899625383,140,57.8,3899625387,212,18.0,3899625381,56,Center,3899625389,213,4.3,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521277,120,1,1,10,53,nuaf3wtujl8erbciumch6c65,1,56.8,71.1,2022-11-06T15:12:52.488Z,2022-11-06T15:12:55Z,3899625823,140,37.1,3899625833,212,21.5,3899625835,213,2.9,3899625819,56,Back,3899625827,141,79.9,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521397,121,1,1,10,56,nuaf3wtujl8erbciumch6c65,1,36.3,75,2022-11-06T15:12:55.464Z,2022-11-06T15:12:59Z,3899626491,141,31.0,3899626487,56,Back,3899626495,213,4.7,3899626493,212,29.9,3899626489,140,35.9,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521467,122,1,1,11,0,nuaf3wtujl8erbciumch6c65,0,38.1,25.9,2022-11-06T15:12:59.480Z,2022-11-06T15:13:02Z,3899626903,1,,3899626901,213,6.0,3899626893,56,Right,3899626895,140,79.1,3899626891,155,,3899626899,212,44.4,3899626897,141,10.0,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521535,103,1,1,11,3,4moe0x01r1f5w30g38wshyftp,0,23.9,93,2022-11-06T15:13:02.281Z,2022-11-06T15:13:05Z,3899627311,141,93.8,3899627309,140,26.8,3899627307,56,Back,3899627305,3,,3899627315,213,0.2,3899627313,212,3.1,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521569,123,61,1,11,7,nuaf3wtujl8erbciumch6c65,1,74.5,10.3,2022-11-06T15:13:06.136Z,2022-11-06T15:13:06Z,3899627459,56,Right,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521611,104,49,1,11,9,4moe0x01r1f5w30g38wshyftp,1,26.3,88.9,2022-11-06T15:13:07.961Z,2022-11-06T15:13:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521641,105,1,1,11,9,4moe0x01r1f5w30g38wshyftp,0,26.3,88.9,2022-11-06T15:13:08.137Z,2022-11-06T15:13:09Z,3899627781,213,6.0,3899627777,141,82.4,3899627779,212,14.2,3899627775,140,39.2,3899627773,56,Back,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521655,124,8,1,11,10,nuaf3wtujl8erbciumch6c65,1,58.7,29.4,2022-11-06T15:13:09.320Z,2022-11-06T15:13:09Z,3899627811,56,Center,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521679,125,49,1,11,11,nuaf3wtujl8erbciumch6c65,1,59.9,33.9,2022-11-06T15:13:10.056Z,2022-11-06T15:13:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521753,126,1,1,11,13,nuaf3wtujl8erbciumch6c65,0,65.9,48.5,2022-11-06T15:13:12.152Z,2022-11-06T15:13:14Z,3899628233,141,53.6,3899628225,56,Center,3899628593,233,106,3899628229,140,68.2,3899628237,212,4.2,3899628241,213,1.0,3899628597,286,,3899628591,236,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521795,106,74,1,11,13,4moe0x01r1f5w30g38wshyftp,1,31.2,65.4,2022-11-06T15:13:12.153Z,2022-11-06T15:15:40Z,3899628467,285,,3899628603,233,126,3899628465,56,Back,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521857,107,49,1,11,17,4moe0x01r1f5w30g38wshyftp,1,29.9,72.6,2022-11-06T15:13:15.770Z,2022-11-06T15:13:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521905,108,1,1,11,17,4moe0x01r1f5w30g38wshyftp,1,29.9,72.6,2022-11-06T15:13:15.929Z,2022-11-06T15:13:17Z,3899629045,213,4.6,3899629043,212,15.6,3899629041,141,49.9,3899629039,140,27.8,3899629035,56,Back,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482521957,109,1,1,11,19,4moe0x01r1f5w30g38wshyftp,1,27,40,2022-11-06T15:13:17.786Z,2022-11-06T15:13:19Z,3899629315,56,Back,3899629321,212,19.6,3899629319,141,14.7,3899629317,140,18.1,3899629325,213,4.2,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522023,110,1,1,11,20,4moe0x01r1f5w30g38wshyftp,1,18.3,13.1,2022-11-06T15:13:19.562Z,2022-11-06T15:13:21Z,3899629641,141,5.6,3899629647,213,5.9,3899629631,56,Back,3899629637,140,29.3,3899629645,212,12.6,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522029,111,50,1,11,22,4moe0x01r1f5w30g38wshyftp,1,29.8,5.8,2022-11-06T15:13:21.658Z,2022-11-06T15:13:23Z,3899629671,56,Back,3899629811,233,127,3899629673,285,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522045,127,7,1,11,22,nuaf3wtujl8erbciumch6c65,0,70.2,94.2,2022-11-06T15:13:21.659Z,2022-11-06T15:13:22Z,3899629787,233,111,3899629747,286,,3899629745,56,Left,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522105,112,1,1,11,23,4moe0x01r1f5w30g38wshyftp,0,26.8,3.8,2022-11-06T15:13:22.601Z,2022-11-06T15:13:25Z,3899630075,212,21.2,3899630063,140,47.0,3899630069,141,3.7,3899630051,56,Back,3899630081,213,6.3,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522115,128,49,1,11,27,nuaf3wtujl8erbciumch6c65,1,47.1,89.7,2022-11-06T15:13:26.041Z,2022-11-06T15:13:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522391,129,1,1,11,27,nuaf3wtujl8erbciumch6c65,1,47.1,89.7,2022-11-06T15:13:26.264Z,2022-11-06T15:13:37Z,3899631571,140,23.6,3899631577,213,3.5,3899631573,141,76.6,3899631575,212,26.2,3899631569,56,Back,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482522439,130,1,1,11,38,nuaf3wtujl8erbciumch6c65,1,21.6,63.3,2022-11-06T15:13:37.304Z,2022-11-06T15:13:38Z,3899631847,140,18.8,3899631853,212,12.1,3899631857,213,4.5,3899631843,56,Back,3899631851,141,46.0,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
