id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2514931579,30,49,1,3,8,b9ecgxh884j2ugjrxwvpym192,1,5.6,23.7,2023-03-04T11:04:14.555Z,2023-03-04T11:04:14Z,,,,,,,,,,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931589,31,1,1,3,9,b9ecgxh884j2ugjrxwvpym192,0,3.4,21.2,2023-03-04T11:04:16.107Z,2023-03-04T11:04:18Z,4070316417,140,2.1,4070316421,212,15.4,4070316419,141,0.0,4070316423,213,4.6,4070316415,56,Back,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931627,30,5,1,3,12,1azk57wev30h044w949j46kpu,1,97.2,101.3,2023-03-04T11:04:18.337Z,2023-03-04T11:54:37Z,4070316555,233,32,4070316553,347,,4070316551,56,Left,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931601,32,5,1,3,12,b9ecgxh884j2ugjrxwvpym192,0,2.8,-1.3,2023-03-04T11:04:18.337Z,2023-03-04T11:04:24Z,4070316453,56,Back,4070316597,233,30,4070316455,347,,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931647,31,1,1,3,17,1azk57wev30h044w949j46kpu,1,95.2,100,2023-03-04T11:04:23.588Z,2023-03-04T11:04:26Z,4070316683,212,15.1,4070316681,141,83.3,4070316675,107,,4070316679,140,86.5,4070316685,213,4.1,4070316677,56,Left,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931661,32,1,1,3,20,1azk57wev30h044w949j46kpu,1,86.5,83.3,2023-03-04T11:04:26.628Z,2023-03-04T11:04:52Z,4070316743,56,Left,4070316751,213,0.7,4070316747,141,95.7,4070316749,212,12.7,4070316745,140,95.5,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931665,33,1,1,3,22,1azk57wev30h044w949j46kpu,0,95.5,95.7,2023-03-04T11:04:28.948Z,2023-03-04T11:04:29Z,4070316781,212,21.5,4070316779,141,66.5,4070316783,213,4.3,4070316775,56,Center,4070316777,140,87.6,4070316773,155,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931667,33,12,1,3,23,b9ecgxh884j2ugjrxwvpym192,1,13.4,52.2,2023-03-04T11:04:29.372Z,2023-03-04T11:04:41Z,4070316795,213,4.7,4070316787,56,Back,4070316789,140,12.5,4070316793,212,19.3,4070317047,15,,4070316791,141,23.9,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931683,34,61,1,3,26,1azk57wev30h044w949j46kpu,0,94.5,72.5,2023-03-04T11:04:32.868Z,2023-03-04T11:04:33Z,4070316873,56,Center,,,,,,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931687,34,5,1,3,27,b9ecgxh884j2ugjrxwvpym192,1,-1,28.4,2023-03-04T11:04:33.242Z,2023-03-04T11:04:34Z,4070316885,346,,4070316925,233,35,4070316881,56,Back,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931689,35,5,1,3,27,1azk57wev30h044w949j46kpu,0,101,71.6,2023-03-04T11:04:33.242Z,2023-03-04T11:54:37Z,4070316891,56,Center,4070316893,346,,4070316933,233,34,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931803,35,1,1,3,52,b9ecgxh884j2ugjrxwvpym192,0,5.1,44.2,2023-03-04T11:04:58.395Z,2023-03-04T11:05:04Z,4070317505,56,Back,4070317509,141,45.4,4070317513,213,0.0,4070317507,140,46.4,4070317511,212,43.4,4070317515,1,,4070317519,74,,4070317503,155,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,4070317501,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931799,36,44,1,3,55,1azk57wev30h044w949j46kpu,1,57.7,55.6,2023-03-04T11:05:01.620Z,2023-03-04T11:05:03Z,4070317481,56,Center,4070317537,233,36,4070317483,286,,,,,,,,,,,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931805,36,44,1,3,55,b9ecgxh884j2ugjrxwvpym192,0,42.3,44.4,2023-03-04T11:05:01.621Z,2023-03-04T11:05:04Z,4070317523,285,,4070317521,56,Back,4070317541,233,36,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931807,37,1,1,3,56,1azk57wev30h044w949j46kpu,0,58.9,55.1,2023-03-04T11:05:02.277Z,2023-03-04T11:05:03Z,4070317529,140,61.8,4070317531,141,55.4,4070317525,3,,4070317533,212,3.1,4070317527,56,Center,4070317535,213,0.1,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931813,37,1,1,3,57,b9ecgxh884j2ugjrxwvpym192,0,40.7,40.7,2023-03-04T11:05:04.090Z,2023-03-04T11:05:05Z,4070317557,155,,4070317563,141,0.0,4070317559,56,Right,4070317561,140,63.1,4070317565,212,36.7,4070317567,213,5.4,4070317599,1,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931831,38,5,1,3,59,1azk57wev30h044w949j46kpu,1,34.5,101,2023-03-04T11:05:05.559Z,2023-03-04T11:54:37Z,4070317667,56,Back,4070317669,347,,4070317671,233,38,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931821,38,5,1,3,59,b9ecgxh884j2ugjrxwvpym192,0,65.5,-1,2023-03-04T11:05:05.559Z,2023-03-04T11:05:11Z,4070317687,233,38,4070317603,347,,4070317601,56,Right,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931835,39,1,1,4,4,1azk57wev30h044w949j46kpu,1,32.1,100,2023-03-04T11:05:10.981Z,2023-03-04T11:05:13Z,4070317705,213,5.9,4070317697,56,Left,4070317695,107,,4070317699,140,53.0,4070317707,1,,4070317703,212,23.3,4070317701,141,90.0,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931843,40,1,1,4,6,1azk57wev30h044w949j46kpu,1,53,90,2023-03-04T11:05:13.075Z,2023-03-04T11:05:20Z,4070317755,141,98.4,4070317759,213,2.7,4070317753,140,42.4,4070317751,56,Back,4070317757,212,12.5,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931849,41,1,1,4,9,1azk57wev30h044w949j46kpu,0,42.4,98.4,2023-03-04T11:05:15.428Z,2023-03-04T11:05:16Z,4070317799,140,90.3,4070317801,141,57.8,4070317803,212,57.4,4070317795,56,Center,4070317807,1,,4070317805,213,5.8,4070317793,155,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931921,39,5,1,4,12,b9ecgxh884j2ugjrxwvpym192,1,38.4,-1,2023-03-04T11:05:18.220Z,2023-03-04T11:54:38Z,4070398989,233,42,4070318181,347,,4070318179,56,Back,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931933,42,5,1,4,12,1azk57wev30h044w949j46kpu,0,61.6,101,2023-03-04T11:05:18.220Z,2023-03-04T11:54:38Z,4070399005,233,39,4070318229,347,,4070318227,56,Left,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931939,40,1,1,4,25,b9ecgxh884j2ugjrxwvpym192,1,45.1,0,2023-03-04T11:05:31.962Z,2023-03-04T11:05:35Z,4070318253,140,72.2,4070318257,212,29.4,4070318249,107,,4070318251,56,Right,4070318255,141,9.1,4070318259,213,0.3,4070318261,1,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931951,41,1,1,4,28,b9ecgxh884j2ugjrxwvpym192,1,71.5,8.3,2023-03-04T11:05:34.954Z,2023-03-04T11:05:36Z,4070318319,3,,4070318321,56,Right,4070318323,140,76.5,4070318327,212,8.0,4070318329,213,0.9,4070318325,141,17.1,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931953,42,61,1,4,29,b9ecgxh884j2ugjrxwvpym192,0,75.1,13.4,2023-03-04T11:05:35.714Z,2023-03-04T11:55:56Z,4070318333,56,Right,,,,,,,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931961,43,1,1,4,30,1azk57wev30h044w949j46kpu,1,14.7,90,2023-03-04T11:05:36.499Z,2023-03-04T11:05:37Z,4070318349,140,23.7,4070318347,56,Back,4070318355,213,5.8,4070318351,141,82.1,4070318353,212,10.9,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931971,44,1,1,4,31,1azk57wev30h044w949j46kpu,1,23.7,82.1,2023-03-04T11:05:37.588Z,2023-03-04T11:05:39Z,4070318405,212,8.2,4070318403,141,88.4,4070318401,140,17.0,4070318407,213,2.6,4070318399,56,Back,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514931973,45,1,1,4,32,1azk57wev30h044w949j46kpu,0,17,88.4,2023-03-04T11:05:38.933Z,2023-03-04T11:05:39Z,4070318421,56,Back,4070318419,157,,4070318423,140,34.4,4070318431,1,,4070318427,212,18.5,4070318429,213,0.2,4070318425,141,92.9,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932001,43,1,1,4,33,b9ecgxh884j2ugjrxwvpym192,0,66.6,6.7,2023-03-04T11:05:39.531Z,2023-03-04T11:05:42Z,4070318571,213,0.5,4070318565,140,87.6,4070318569,212,24.6,4070318567,141,22.8,4070318563,56,Center,4070318561,155,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932013,46,1,1,4,35,1azk57wev30h044w949j46kpu,1,13.4,76.2,2023-03-04T11:05:41.939Z,2023-03-04T11:05:44Z,4070318621,141,89.1,4070318619,140,11.4,4070318623,212,9.0,4070318615,3,,4070318617,56,Back,4070318625,213,1.8,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932025,47,1,1,4,37,1azk57wev30h044w949j46kpu,0,11.4,89.1,2023-03-04T11:05:43.972Z,2023-03-04T11:05:45Z,4070318667,140,25.0,4070318671,212,18.2,4070318665,56,Back,4070318673,213,5.6,4070318669,141,72.6,4070318663,3,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932033,44,61,1,4,40,b9ecgxh884j2ugjrxwvpym192,1,75.5,21.3,2023-03-04T11:05:46.454Z,2023-03-04T11:05:46Z,4070318715,56,Center,,,,,,,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932053,45,1,1,4,43,b9ecgxh884j2ugjrxwvpym192,1,71.6,17.6,2023-03-04T11:05:49.418Z,2023-03-04T11:05:51Z,4070318815,141,3.2,4070318819,213,5.1,4070318813,140,75.2,4070318817,212,10.5,4070318811,56,Right,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932061,46,1,1,4,45,b9ecgxh884j2ugjrxwvpym192,1,72.4,3.7,2023-03-04T11:05:51.306Z,2023-03-04T11:05:53Z,4070318853,141,4.6,4070318857,213,0.1,4070318851,140,81.8,4070318849,56,Right,4070318855,212,9.9,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932063,47,1,1,4,46,b9ecgxh884j2ugjrxwvpym192,0,79.8,4.8,2023-03-04T11:05:52.955Z,2023-03-04T11:06:00Z,4070319033,140,81.5,4070318861,56,Right,4070319051,286,,4070319035,141,4.8,4070319047,233,48,4070319039,213,0,4070319045,236,,4070319037,212,1.8,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932075,48,74,1,4,46,1azk57wev30h044w949j46kpu,1,20,96,2023-03-04T11:05:52.956Z,2023-03-04T11:06:01Z,4070318927,285,,4070319071,233,47,4070318925,56,Back,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932097,48,5,1,4,48,b9ecgxh884j2ugjrxwvpym192,1,80.6,-0.8,2023-03-04T11:05:54.755Z,2023-03-04T11:54:38Z,4070319025,56,Right,4070319027,347,,4070319041,233,49,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932077,49,5,1,4,48,1azk57wev30h044w949j46kpu,0,19.4,100.8,2023-03-04T11:05:54.755Z,2023-03-04T11:06:00Z,4070319067,233,48,4070318929,56,Back,4070318931,347,,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932123,49,1,1,4,57,b9ecgxh884j2ugjrxwvpym192,1,85.4,0,2023-03-04T11:06:03.850Z,2023-03-04T11:06:05Z,4070319177,140,96.3,4070319173,107,,4070319181,212,12.0,4070319179,141,4.7,4070319183,213,0.3,4070319175,56,Right,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932127,50,1,1,4,58,b9ecgxh884j2ugjrxwvpym192,0,96.3,4.6,2023-03-04T11:06:04.547Z,2023-03-04T11:53:41Z,4070319203,56,Right,4070319243,286,,4070319213,213,1.8,4070319237,236,,4070319207,141,6.2,4070319205,140,96.1,4070319209,212,1.1,4070319239,233,50,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932121,50,74,1,4,58,1azk57wev30h044w949j46kpu,1,3.4,92.9,2023-03-04T11:06:04.548Z,2023-03-04T11:06:05Z,4070319255,233,50,4070319169,56,Back,4070319171,285,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932145,51,5,1,4,59,b9ecgxh884j2ugjrxwvpym192,1,96.4,-1,2023-03-04T11:06:05.796Z,2023-03-04T11:54:38Z,4070319279,233,51,4070319271,56,Right,4070319273,347,,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932135,51,5,1,4,59,1azk57wev30h044w949j46kpu,0,3.6,101,2023-03-04T11:06:05.796Z,2023-03-04T11:06:08Z,4070319261,347,,4070319283,233,51,4070319259,56,Back,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932205,52,1,1,5,11,b9ecgxh884j2ugjrxwvpym192,1,96.4,0,2023-03-04T11:06:17.945Z,2023-03-04T11:06:21Z,4070319597,212,6.5,4070319599,213,1.4,4070319595,141,8.5,4070319591,56,Right,4070319593,140,97.4,4070319589,107,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932213,53,1,1,5,15,b9ecgxh884j2ugjrxwvpym192,1,97.9,6.7,2023-03-04T11:06:21.322Z,2023-03-04T11:06:22Z,4070319625,56,Right,4070319633,213,4.0,4070319631,212,3.7,4070319629,141,2.6,4070319627,140,95.6,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932223,54,1,1,5,16,b9ecgxh884j2ugjrxwvpym192,1,94.5,2.5,2023-03-04T11:06:22.506Z,2023-03-04T11:06:25Z,4070319727,140,88.5,4070319725,56,Center,4070319729,141,34.8,4070319723,155,,4070319721,2,,4070319733,213,1.9,4070319731,212,22.8,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932241,55,1,1,5,18,b9ecgxh884j2ugjrxwvpym192,1,88.4,35.2,2023-03-04T11:06:25.050Z,2023-03-04T11:06:27Z,4070319801,140,90.5,4070319807,213,5.6,4070319799,56,Center,4070319803,141,32.5,4070319805,212,2.9,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932243,56,61,1,5,21,b9ecgxh884j2ugjrxwvpym192,0,90.7,31.5,2023-03-04T11:06:27.562Z,2023-03-04T11:06:27Z,4070319811,56,Center,,,,,,,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932249,52,12,1,5,21,1azk57wev30h044w949j46kpu,1,11.6,69,2023-03-04T11:06:27.604Z,2023-03-04T11:06:29Z,4070319837,141,67.5,4070319833,56,Back,4070319841,213,6.2,4070319839,212,14.1,4070319835,140,25.0,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932259,53,1,1,5,22,1azk57wev30h044w949j46kpu,1,25,67.5,2023-03-04T11:06:29.075Z,2023-03-04T11:06:31Z,4070319893,56,Back,4070319899,212,15.5,4070319901,213,3.9,4070319895,140,14.4,4070319897,141,51.6,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932261,54,1,1,5,24,1azk57wev30h044w949j46kpu,0,14.4,51.6,2023-03-04T11:06:31.043Z,2023-03-04T11:06:32Z,4070319913,56,Center,4070319917,141,40.0,4070319911,157,,4070319915,140,53.9,4070319923,1,,4070319919,212,42.2,4070319921,213,6.1,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932275,57,1,1,5,26,b9ecgxh884j2ugjrxwvpym192,1,45.8,56.3,2023-03-04T11:06:33.066Z,2023-03-04T11:06:35Z,4070320011,212,15.3,4070320007,141,63.9,4070320005,140,59.5,4070320003,56,Center,4070320001,3,,4070320015,213,0.3,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932301,58,1,1,5,29,b9ecgxh884j2ugjrxwvpym192,1,60.8,59.6,2023-03-04T11:06:35.241Z,2023-03-04T11:06:37Z,4070320125,213,4.3,4070320117,56,Center,4070320119,140,58.4,4070320121,141,50.3,4070320123,212,6.8,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932311,59,1,1,5,31,b9ecgxh884j2ugjrxwvpym192,1,58.3,50.6,2023-03-04T11:06:37.514Z,2023-03-04T11:06:40Z,4070320169,141,81.7,4070320173,213,1.2,4070320171,212,22.6,4070320165,56,Left,4070320167,140,65.8,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932329,60,1,1,5,34,b9ecgxh884j2ugjrxwvpym192,1,67.8,83,2023-03-04T11:06:40.410Z,2023-03-04T11:06:43Z,4070320241,141,71.7,4070320243,212,8.0,4070320237,56,Center,4070320245,213,4.4,4070320239,140,65.6,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932347,61,1,1,5,37,b9ecgxh884j2ugjrxwvpym192,1,65.4,67.6,2023-03-04T11:06:43.610Z,2023-03-04T11:06:48Z,4070320345,212,32.0,4070320343,141,25.5,4070320347,213,4.2,4070320339,56,Center,4070320341,140,51.8,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932359,62,1,1,5,41,b9ecgxh884j2ugjrxwvpym192,0,62.4,25.9,2023-03-04T11:06:48.042Z,2023-03-04T11:06:50Z,4070320393,56,Center,4070320391,155,,4070320395,140,90.0,4070320403,1,,4070320399,212,32.8,4070320401,213,0.5,4070320397,141,48.4,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514948863,470,44,1,5,43,1azk57wev30h044w949j46kpu,1,11.2,52.4,2023-03-04T11:06:49.127Z,2023-03-04T12:00:03Z,4070406769,285,,4070406771,233,63,4070406767,56,Back,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932363,63,44,1,5,43,b9ecgxh884j2ugjrxwvpym192,0,88.8,47.6,2023-03-04T11:06:49.128Z,2023-03-04T12:00:03Z,4070406775,233,470,4070320421,56,Center,4070320423,286,,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932377,55,12,1,5,44,1azk57wev30h044w949j46kpu,1,13.2,55.1,2023-03-04T11:06:50.660Z,2023-03-04T11:59:49Z,4070320467,212,22.3,4070406477,15,,4070320465,141,53.7,4070320469,213,6.2,4070320463,140,34.4,4070320461,56,Back,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932387,56,1,1,5,46,1azk57wev30h044w949j46kpu,1,34.4,53.7,2023-03-04T11:06:52.899Z,2023-03-04T11:06:55Z,4070320525,213,3.6,4070320517,56,Back,4070320523,212,12.7,4070320521,141,45.2,4070320519,140,23.6,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932397,57,1,1,5,49,1azk57wev30h044w949j46kpu,1,23.6,45.2,2023-03-04T11:06:55.699Z,2023-03-04T11:06:58Z,4070320579,140,79.2,4070320587,1,,4070320575,155,,4070320577,56,Left,4070320585,213,0.5,4070320581,141,89.1,4070320583,212,65.6,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932401,58,50,1,5,51,1azk57wev30h044w949j46kpu,1,75.1,95.2,2023-03-04T11:06:57.865Z,2023-03-04T11:07:01Z,4070320605,286,,4070320603,56,Left,4070320673,233,64,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932409,64,7,1,5,51,b9ecgxh884j2ugjrxwvpym192,0,24.9,4.8,2023-03-04T11:06:57.866Z,2023-03-04T11:07:07Z,4070320639,167,,4070320643,56,Back,4070320657,233,58,4070320645,285,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932427,60,61,1,5,53,1azk57wev30h044w949j46kpu,1,76.8,97.7,2023-03-04T11:06:59.744Z,2023-03-04T11:07:06Z,4070320735,56,Left,,,,,,,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932423,59,5,1,5,54,1azk57wev30h044w949j46kpu,0,78.2,101.8,2023-03-04T11:07:00.196Z,2023-03-04T11:07:09Z,4070320725,56,Left,4070320739,233,65,4070320727,347,,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932419,65,5,1,5,54,b9ecgxh884j2ugjrxwvpym192,1,21.8,-1.8,2023-03-04T11:07:00.196Z,2023-03-04T11:54:39Z,4070320755,233,59,4070320711,56,Back,4070320713,347,,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514932513,66,1,1,6,15,b9ecgxh884j2ugjrxwvpym192,0,19.1,0,2023-03-04T11:07:21.898Z,2023-03-04T11:07:25Z,4070321091,212,18.1,4070321085,56,Back,4070321093,213,0.5,4070321089,141,10.3,4070321083,107,,4070321087,140,34.6,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
