id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2514933391,84,61,1,8,56,b9ecgxh884j2ugjrxwvpym192,0,64.1,93.5,2023-03-04T11:10:02.329Z,2023-03-04T11:10:02Z,4070325393,56,Left,,,,,,,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933409,86,1,1,8,57,1azk57wev30h044w949j46kpu,0,39.8,4.9,2023-03-04T11:10:03.393Z,2023-03-04T11:10:04Z,4070325467,141,12.5,4070325463,56,Back,4070325469,212,5.5,4070325471,213,1.2,4070325465,140,41.6,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933425,85,49,1,8,59,b9ecgxh884j2ugjrxwvpym192,1,59,74.4,2023-03-04T11:10:05.802Z,2023-03-04T11:10:05Z,,,,,,,,,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933437,86,1,1,8,59,b9ecgxh884j2ugjrxwvpym192,1,58.7,72.9,2023-03-04T11:10:06.072Z,2023-03-04T11:10:09Z,4070325585,140,44.1,4070325591,213,3.3,4070325589,212,15.5,4070325583,56,Back,4070325587,141,69.4,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933457,87,1,1,9,3,b9ecgxh884j2ugjrxwvpym192,0,38.5,62,2023-03-04T11:10:09.577Z,2023-03-04T11:10:11Z,4070325705,213,5.6,4070325697,56,Right,4070325695,155,,4070325699,140,72.9,4070325707,1,,4070325703,212,47.1,4070325701,141,17.6,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933477,87,1,1,9,5,1azk57wev30h044w949j46kpu,1,23.3,87,2023-03-04T11:10:12.049Z,2023-03-04T11:10:15Z,4070325805,213,6.2,4070325799,140,34.5,4070325801,141,86.1,4070325795,3,,4070325803,212,11.8,4070325797,56,Back,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933479,88,44,1,9,8,1azk57wev30h044w949j46kpu,1,37.4,85,2023-03-04T11:10:14.359Z,2023-03-04T11:12:32Z,4070330283,233,89,4070325809,56,Back,4070325811,285,,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933657,89,44,1,9,8,b9ecgxh884j2ugjrxwvpym192,0,62.6,15,2023-03-04T11:10:14.360Z,2023-03-04T11:12:32Z,4070330291,233,88,4070326595,286,,4070326593,56,Right,,,,,,,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933503,89,1,1,9,9,1azk57wev30h044w949j46kpu,1,34.5,86.1,2023-03-04T11:10:15.218Z,2023-03-04T11:10:18Z,4070325911,212,11.5,4070325907,140,39.2,4070325913,213,5.2,4070325909,141,70.8,4070325905,56,Back,4070325901,3,,4070325903,168,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933583,90,43,1,9,12,1azk57wev30h044w949j46kpu,1,0,0,2023-03-04T11:10:18.642Z,2023-03-04T12:02:52Z,4070413011,144,1,4070326251,212,25.7,4070326253,213,3.5,4070326247,140,14.3,4070326249,141,58.8,4070326245,56,Back,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933587,91,4,1,9,15,1azk57wev30h044w949j46kpu,1,36,71.8,2023-03-04T11:10:22.065Z,2023-03-04T11:54:21Z,4070326265,294,,4070326271,286,,4070398551,233,88,4070326269,152,,4070326263,13,,4070326267,56,Back,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933597,88,4,1,9,15,b9ecgxh884j2ugjrxwvpym192,0,64,28.2,2023-03-04T11:10:22.066Z,2023-03-04T11:54:32Z,4070398565,285,,4070398533,152,,4070398809,294,,4070326321,56,Center,4070398529,13,,4070398561,233,91,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933631,92,1,1,9,27,1azk57wev30h044w949j46kpu,1,38.6,69.9,2023-03-04T11:10:33.283Z,2023-03-04T11:10:36Z,4070326475,5,,4070326487,141,6.4,4070326479,196,,4070326491,213,5.4,4070326485,140,70.0,4070326493,1,,4070326477,155,,4070326489,212,54.3,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,4070326483,56,Right,4070326481,152,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933641,93,1,1,9,30,1azk57wev30h044w949j46kpu,0,70,6.4,2023-03-04T11:10:36.225Z,2023-03-04T11:10:37Z,4070326525,140,78.9,4070326529,212,10.0,4070326527,141,11.6,4070326531,213,0.4,4070326523,56,Right,4070326521,3,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933663,90,12,1,9,33,b9ecgxh884j2ugjrxwvpym192,1,26.4,85,2023-03-04T11:10:39.593Z,2023-03-04T11:10:41Z,4070326621,56,Back,4070326623,140,32.6,4070326643,167,,4070326627,212,12.5,4070326629,213,1.0,4070326625,141,100.0,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933667,91,5,1,9,33,b9ecgxh884j2ugjrxwvpym192,0,29.2,101.3,2023-03-04T11:10:40.097Z,2023-03-04T11:54:40Z,4070326635,56,Back,4070326789,233,94,4070326637,347,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933687,94,5,1,9,33,1azk57wev30h044w949j46kpu,1,70.8,-1.3,2023-03-04T11:10:40.097Z,2023-03-04T11:10:45Z,4070326765,233,91,4070326761,347,,4070326759,56,Right,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933713,95,1,1,9,38,1azk57wev30h044w949j46kpu,1,74.2,0,2023-03-04T11:10:45.122Z,2023-03-04T11:10:49Z,4070326887,140,76.9,4070326883,107,,4070326889,141,8.6,4070326893,213,1.2,4070326885,56,Right,4070326891,212,7.7,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933725,96,1,1,9,43,1azk57wev30h044w949j46kpu,1,76.9,8.6,2023-03-04T11:10:49.873Z,2023-03-04T11:10:52Z,4070326953,56,Right,4070326957,141,2.2,4070326955,140,93.3,4070326961,213,6.0,4070326959,212,17.8,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933737,97,1,1,9,45,1azk57wev30h044w949j46kpu,0,93.3,2.2,2023-03-04T11:10:51.906Z,2023-03-04T11:10:53Z,4070327039,56,Center,4070327035,155,,4070327049,212,20.4,4070327045,141,32.2,4070327041,140,94.0,4070327031,2,,4070327053,213,1.5,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933743,92,12,1,9,45,b9ecgxh884j2ugjrxwvpym192,1,3.5,56.6,2023-03-04T11:10:51.912Z,2023-03-04T11:10:54Z,4070327101,141,77.2,4070327103,212,14.9,4070327093,56,Back,4070327105,213,1.2,4070327097,140,8.3,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933747,93,1,1,9,48,b9ecgxh884j2ugjrxwvpym192,0,7.4,77.3,2023-03-04T11:10:54.280Z,2023-03-04T11:11:12Z,4070327127,56,Back,4070327135,213,0.1,4070327129,140,8.8,4070327131,141,77.6,4070327133,212,1.5,4070327125,155,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933763,99,50,1,9,49,1azk57wev30h044w949j46kpu,1,87.8,18.1,2023-03-04T11:10:55.431Z,2023-03-04T11:11:02Z,4070327221,56,Right,4070327223,286,,4070327365,233,94,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933783,94,7,1,9,49,b9ecgxh884j2ugjrxwvpym192,1,12.2,81.9,2023-03-04T11:10:55.432Z,2023-03-04T11:11:06Z,4070327341,56,Back,4070327361,233,99,4070327343,285,,4070327499,167,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933761,98,1,1,9,50,1azk57wev30h044w949j46kpu,0,78.3,12.8,2023-03-04T11:10:56.625Z,2023-03-04T12:02:29Z,4070327215,212,3.6,4070327209,56,Right,4070327213,141,15.7,4070327217,213,0.6,4070327211,140,81.2,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934103,99,5,1,9,54,b9ecgxh884j2ugjrxwvpym192,0,15.8,101.5,2023-03-04T11:11:00.194Z,2023-03-04T11:54:40Z,4070328867,347,,4070328903,233,100,4070328865,56,Back,,,,,,,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933771,100,5,1,9,54,1azk57wev30h044w949j46kpu,1,84.2,-1.5,2023-03-04T11:11:00.194Z,2023-03-04T11:11:54Z,4070327287,347,,4070328895,233,99,4070327285,56,Right,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933787,101,1,1,9,54,1azk57wev30h044w949j46kpu,1,79.8,0,2023-03-04T11:11:01.041Z,2023-03-04T11:11:03Z,4070327379,212,10.9,4070327381,213,2.5,4070327375,140,71.5,4070327377,141,8.5,4070327371,107,,4070327373,56,Right,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933799,102,1,1,9,56,1azk57wev30h044w949j46kpu,0,75.2,4.9,2023-03-04T11:11:03.074Z,2023-03-04T11:11:04Z,4070327421,155,,4070327419,2,,4070327423,56,Center,4070327431,213,0.7,4070327433,1,,4070327427,141,38.9,4070327429,212,35.6,4070327425,140,100.0,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933811,95,5,1,9,58,b9ecgxh884j2ugjrxwvpym192,1,-1.2,60,2023-03-04T11:11:04.864Z,2023-03-04T11:54:40Z,4070327503,56,Back,4070327991,233,103,4070327855,346,,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514933803,103,5,1,9,58,1azk57wev30h044w949j46kpu,0,101.2,40,2023-03-04T11:11:04.864Z,2023-03-04T11:11:07Z,4070327539,233,95,4070327445,56,Center,4070327447,346,,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934019,96,1,1,10,30,b9ecgxh884j2ugjrxwvpym192,1,4.6,50.9,2023-03-04T11:11:37.096Z,2023-03-04T11:11:40Z,4070328449,140,9.0,4070328445,124,,4070328447,56,Back,4070328459,237,,4070328455,213,4.9,4070328451,141,16.2,4070328453,212,24.0,,,,16sc4hlsrq610rhfzi6m2squh,Z. Meršnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934043,97,1,1,10,33,b9ecgxh884j2ugjrxwvpym192,0,11.4,11.6,2023-03-04T11:11:39.879Z,2023-03-04T11:11:44Z,4070328555,155,,4070328563,212,74.0,4070328559,140,81.3,4070328561,141,0.0,4070328609,1,,4070328557,56,Right,4070328565,213,6.2,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934053,98,5,1,10,37,b9ecgxh884j2ugjrxwvpym192,0,84.1,-1.7,2023-03-04T11:11:44.121Z,2023-03-04T11:11:53Z,4070328619,56,Right,4070328821,233,104,4070328621,347,,,,,,,,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934089,104,5,1,10,37,1azk57wev30h044w949j46kpu,1,15.9,101.7,2023-03-04T11:11:44.121Z,2023-03-04T11:54:40Z,4070328813,233,98,4070328793,347,,4070328791,56,Back,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934099,105,1,1,10,46,1azk57wev30h044w949j46kpu,1,13.1,100,2023-03-04T11:11:52.673Z,2023-03-04T11:11:53Z,4070328853,141,95.4,4070328851,140,28.4,4070328855,212,16.6,4070328847,107,,4070328849,56,Back,4070328857,213,6.0,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934135,106,1,1,10,47,1azk57wev30h044w949j46kpu,1,28.4,95.4,2023-03-04T11:11:53.840Z,2023-03-04T11:11:57Z,4070329011,56,Back,4070329017,212,10.3,4070329013,140,18.7,4070329019,213,3.0,4070329015,141,97.7,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934169,100,43,1,10,50,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-04T11:11:56.439Z,2023-03-04T11:12:11Z,4070329143,56,Back,4070329145,347,0,4070329533,144,5,,,,,,,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934161,107,1,1,10,51,1azk57wev30h044w949j46kpu,0,18.7,97.7,2023-03-04T11:11:57.698Z,2023-03-04T11:12:01Z,4070329109,157,,4070329111,56,Back,4070329113,140,21.3,4070329121,1,,4070329119,213,0.1,4070329115,141,98.1,4070329117,212,2.7,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934171,101,43,1,10,55,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-03-04T11:12:01.539Z,2023-03-04T11:12:10Z,4070329433,144,61,4070329151,56,Right,,,,,,,,,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934227,108,4,1,10,57,1azk57wev30h044w949j46kpu,1,26.9,95.4,2023-03-04T11:12:03.991Z,2023-03-04T11:12:10Z,4070329427,285,,4070329425,152,,4070329429,233,102,4070329423,56,Back,4070329421,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934217,102,4,1,10,57,b9ecgxh884j2ugjrxwvpym192,0,73.1,4.6,2023-03-04T11:12:03.992Z,2023-03-04T11:12:10Z,4070329381,10,,4070329383,56,Right,4070329439,233,108,4070329385,152,,4070329437,286,,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934271,109,1,1,11,4,1azk57wev30h044w949j46kpu,1,20.1,96,2023-03-04T11:12:11.074Z,2023-03-04T11:12:20Z,4070329659,5,,4070329675,1,,4070329661,157,,4070329663,152,,4070329667,140,81.1,4070329669,141,65.0,4070329673,213,6.0,4070329671,212,67.4,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,4070329665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934289,110,61,1,11,11,1azk57wev30h044w949j46kpu,0,81.1,65,2023-03-04T11:12:17.985Z,2023-03-04T11:12:18Z,4070329729,56,Center,,,,,,,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934325,103,12,1,11,12,b9ecgxh884j2ugjrxwvpym192,1,8.4,47.2,2023-03-04T11:12:18.663Z,2023-03-04T11:12:23Z,4070329899,213,0.8,4070329895,141,94.8,4070329891,56,Back,4070329897,212,46.0,4070329893,140,39.5,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934333,111,1,1,11,15,1azk57wev30h044w949j46kpu,0,56.6,3.7,2023-03-04T11:12:22.049Z,2023-03-04T11:12:23Z,4070329919,213,6.2,4070329921,1,,4070329915,141,0.0,4070329917,212,28.4,4070329909,157,,4070329911,56,Right,4070329913,140,83.4,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934379,104,5,1,11,16,b9ecgxh884j2ugjrxwvpym192,1,18,101.8,2023-03-04T11:12:23.095Z,2023-03-04T11:12:29Z,4070330137,56,Back,4070330179,233,112,4070330139,347,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934335,112,5,1,11,16,1azk57wev30h044w949j46kpu,0,82,-1.8,2023-03-04T11:12:23.095Z,2023-03-04T11:54:41Z,4070329925,347,,4070329923,56,Right,4070330187,233,104,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934465,105,1,1,11,30,b9ecgxh884j2ugjrxwvpym192,0,19.5,100,2023-03-04T11:12:36.503Z,2023-03-04T11:12:42Z,4070330583,141,99.0,4070330581,140,62.4,4070330587,213,6.2,4070330579,56,Left,4070330585,212,45.1,4070330577,107,,4070330589,1,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934475,113,1,1,11,36,1azk57wev30h044w949j46kpu,0,26.5,2.6,2023-03-04T11:12:42.176Z,2023-03-04T11:12:45Z,4070330707,233,106,4070330711,286,,4070330631,140,30.7,4070330633,141,1.4,4070330639,1,,4070330635,212,4.5,4070330629,56,Back,4070330705,236,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,4070330627,157,,4070330637,213,,,,,,,,,,,,,6.1,,,,,,,,,,,,,
2514934487,106,74,1,11,36,b9ecgxh884j2ugjrxwvpym192,1,61.7,97.7,2023-03-04T11:12:42.177Z,2023-03-04T11:53:41Z,4070330727,233,113,4070330685,285,,4070330683,56,Left,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934539,107,5,1,11,39,b9ecgxh884j2ugjrxwvpym192,0,64.2,101.2,2023-03-04T11:12:45.450Z,2023-03-04T11:54:41Z,4070330933,347,,4070331995,233,115,4070330931,56,Left,,,,,,,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934579,115,5,1,11,39,1azk57wev30h044w949j46kpu,1,35.8,-1.2,2023-03-04T11:12:45.450Z,2023-03-04T11:13:36Z,4070331113,56,Back,4070331987,233,107,4070331115,347,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934519,114,43,1,11,44,1azk57wev30h044w949j46kpu,1,0,0,2023-03-04T11:12:50.417Z,2023-03-04T11:12:54Z,4070330939,144,49,,,,,,,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934611,116,1,1,11,55,1azk57wev30h044w949j46kpu,1,30,0,2023-03-04T11:13:01.633Z,2023-03-04T11:13:07Z,4070331267,140,64.0,4070331269,141,1.7,4070331273,213,0.0,4070331265,56,Right,4070331271,212,35.7,4070331275,1,,4070331263,107,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934615,117,44,1,11,58,1azk57wev30h044w949j46kpu,1,63,6.1,2023-03-04T11:13:04.278Z,2023-03-04T11:13:07Z,4070331303,233,108,4070331285,56,Right,4070331287,286,,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934587,108,44,1,11,58,b9ecgxh884j2ugjrxwvpym192,0,37,93.9,2023-03-04T11:13:04.279Z,2023-03-04T11:13:08Z,4070331135,56,Back,4070331309,233,117,4070331137,285,,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934607,109,1,1,12,0,b9ecgxh884j2ugjrxwvpym192,0,31.8,74.2,2023-03-04T11:13:06.279Z,2023-03-04T11:13:06Z,4070331247,140,28.8,4070331249,141,74.4,4070331251,212,3.2,4070331253,213,3.1,4070331245,56,Back,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934627,118,1,1,12,1,1azk57wev30h044w949j46kpu,1,64,1.7,2023-03-04T11:13:07.345Z,2023-03-04T11:13:09Z,4070331325,56,Center,4070331329,141,26.0,4070331327,140,73.3,4070331333,213,1.0,4070331331,212,19.2,4070331323,168,,4070331321,3,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934633,119,1,1,12,3,1azk57wev30h044w949j46kpu,0,73.3,26,2023-03-04T11:13:09.568Z,2023-03-04T11:13:10Z,4070331349,213,0.7,4070331345,141,42.8,4070331341,56,Center,4070331347,212,18.0,4070331343,140,86.6,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934639,110,12,1,12,4,b9ecgxh884j2ugjrxwvpym192,1,16.8,49.6,2023-03-04T11:13:10.551Z,2023-03-04T11:13:11Z,4070331365,140,30.5,4070331371,213,0.4,4070331369,212,15.8,4070331363,56,Back,4070331367,141,59.1,,,,,,,,,,8hmntjeezmx4ch9yeti4x9y50,Paula Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934641,111,49,1,12,5,b9ecgxh884j2ugjrxwvpym192,1,30.5,59.9,2023-03-04T11:13:11.767Z,2023-03-04T11:13:12Z,,,,,,,,,,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934645,112,1,1,12,5,b9ecgxh884j2ugjrxwvpym192,1,30.5,59.9,2023-03-04T11:13:11.894Z,2023-03-04T11:13:12Z,4070331399,141,48.1,4070331401,212,8.7,4070331403,213,4.3,4070331395,56,Back,4070331397,140,27.2,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934653,113,1,1,12,6,b9ecgxh884j2ugjrxwvpym192,1,27.4,48.4,2023-03-04T11:13:12.615Z,2023-03-04T11:13:13Z,4070331435,141,46.0,4070331439,213,6.2,4070331437,212,21.8,4070331433,140,48.1,4070331431,56,Back,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934667,114,1,1,12,7,b9ecgxh884j2ugjrxwvpym192,1,47.7,46,2023-03-04T11:13:13.863Z,2023-03-04T11:13:15Z,4070331485,56,Back,4070331491,212,10.2,4070331489,141,57.6,4070331493,213,2.3,4070331487,140,41.6,,,,,,,,,,awauajziz79qwnek1scaxcmad,S. da Eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934671,115,61,1,12,9,b9ecgxh884j2ugjrxwvpym192,0,40.9,57.5,2023-03-04T11:13:15.511Z,2023-03-04T11:13:15Z,4070331509,56,Back,,,,,,,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934675,120,49,1,12,9,1azk57wev30h044w949j46kpu,1,54,44,2023-03-04T11:13:15.808Z,2023-03-04T11:13:16Z,,,,,,,,,,,,,,,,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934679,121,1,1,12,10,1azk57wev30h044w949j46kpu,1,54,44.2,2023-03-04T11:13:16.353Z,2023-03-04T11:13:17Z,4070331523,56,Back,4070331531,213,3.7,4070331527,141,32.0,4070331529,212,16.6,4070331525,140,40.3,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514934683,122,1,1,12,11,1azk57wev30h044w949j46kpu,1,40.3,32,2023-03-04T11:13:17.280Z,2023-03-04T11:13:18Z,4070331547,56,Center,4070331555,213,0.6,4070331549,140,54.1,4070331551,141,45.7,4070331553,212,17.2,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
