id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value
2487948325,191,49,1,18,51,djz9e25b9zuiu5rmv1zha3i6f,1,46.2,45.3,2022-11-27T11:21:21.354Z,2022-11-27T11:21:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948327,192,1,1,18,51,djz9e25b9zuiu5rmv1zha3i6f,1,46.2,45.3,2022-11-27T11:21:21.786Z,2022-11-27T11:21:23Z,3928013697,213,3.1,3928013695,212,14.6,3928013689,56,Back,3928013691,140,32.3,3928013693,141,45.3,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948347,193,1,1,18,53,djz9e25b9zuiu5rmv1zha3i6f,1,32.3,45.3,2022-11-27T11:21:23.337Z,2022-11-27T11:21:26Z,3928013773,141,7.7,3928013771,140,43.7,3928013769,56,Back,3928013775,212,28.2,3928013777,213,5.2,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948355,194,1,1,18,56,djz9e25b9zuiu5rmv1zha3i6f,1,44.4,7.7,2022-11-27T11:21:26.361Z,2022-11-27T11:21:30Z,3928013847,213,6.2,3928013845,212,31.6,3928013843,141,6.0,3928013841,140,74.5,3928013839,56,Right,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948357,195,61,1,19,0,djz9e25b9zuiu5rmv1zha3i6f,0,75.5,5,2022-11-27T11:21:30.361Z,2022-11-27T11:21:30Z,3928013851,56,Right,,,,,,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948381,176,5,1,19,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,23.2,101.2,2022-11-27T11:21:31.161Z,2022-11-27T11:58:34Z,3928014061,233,196,3928014041,56,Back,3928014043,347,,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948359,196,5,1,19,0,djz9e25b9zuiu5rmv1zha3i6f,0,76.8,-1.2,2022-11-27T11:21:31.161Z,2022-11-27T11:21:56Z,3928014065,233,176,3928013853,56,Right,3928013855,347,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948389,177,1,1,19,25,7mk4va7b2p6tnv2xjxcgjy8h6,1,24,100,2022-11-27T11:21:55.221Z,2022-11-27T11:21:56Z,3928014087,140,31.3,3928014085,56,Back,3928014093,213,5.6,3928014091,212,10.0,3928014089,141,92.6,3928014083,107,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948397,178,1,1,19,26,7mk4va7b2p6tnv2xjxcgjy8h6,1,31.2,92.6,2022-11-27T11:21:56.214Z,2022-11-27T11:21:57Z,3928014117,141,98.9,3928014115,140,25.1,3928014121,213,2.6,3928014119,212,7.7,3928014113,56,Back,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948405,179,1,1,19,27,7mk4va7b2p6tnv2xjxcgjy8h6,0,25.5,96.8,2022-11-27T11:21:57.557Z,2022-11-27T11:21:59Z,3928014153,155,,3928014161,212,27.3,3928014163,213,5.8,3928014159,141,79.7,3928014155,56,Back,3928014157,140,49.0,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948409,197,49,1,19,30,djz9e25b9zuiu5rmv1zha3i6f,1,54.4,25,2022-11-27T11:22:00.890Z,2022-11-27T11:22:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948431,198,1,1,19,31,djz9e25b9zuiu5rmv1zha3i6f,1,54.4,24.9,2022-11-27T11:22:01.242Z,2022-11-27T11:22:03Z,3928014265,56,Right,3928014267,140,61.1,3928014263,155,,3928014273,213,5.2,3928014271,212,15.2,3928014269,141,5.1,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948437,199,1,1,19,33,djz9e25b9zuiu5rmv1zha3i6f,0,61.1,5.1,2022-11-27T11:22:03.657Z,2022-11-27T11:22:05Z,3928014307,140,69.2,3928014309,141,3.9,3928014305,56,Right,3928014313,213,6.2,3928014311,212,8.5,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948441,180,49,1,19,35,7mk4va7b2p6tnv2xjxcgjy8h6,1,29.8,96.2,2022-11-27T11:22:05.254Z,2022-11-27T11:22:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948449,181,1,1,19,35,7mk4va7b2p6tnv2xjxcgjy8h6,1,29.8,96.3,2022-11-27T11:22:06.086Z,2022-11-27T11:22:07Z,3928014349,213,5.5,3928014347,212,7.9,3928014345,141,88.3,3928014343,140,35.2,3928014341,56,Back,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948453,182,50,1,19,37,7mk4va7b2p6tnv2xjxcgjy8h6,1,36.3,89.2,2022-11-27T11:22:07.222Z,2022-11-27T11:22:09Z,3928014389,233,200,3928014367,286,,3928014365,56,Back,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948455,200,7,1,19,37,djz9e25b9zuiu5rmv1zha3i6f,1,63.7,10.8,2022-11-27T11:22:07.223Z,2022-11-27T11:22:09Z,3928014371,285,,3928014369,56,Right,3928014385,233,182,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948459,201,49,1,19,38,djz9e25b9zuiu5rmv1zha3i6f,1,67.7,3.6,2022-11-27T11:22:08.873Z,2022-11-27T11:22:09Z,,,,,,,,,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948467,202,1,1,19,39,djz9e25b9zuiu5rmv1zha3i6f,1,70.3,7.6,2022-11-27T11:22:09.993Z,2022-11-27T11:22:11Z,3928014439,213,1.8,3928014437,212,6.4,3928014435,141,16.9,3928014433,140,69.2,3928014431,56,Right,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948499,203,1,1,19,41,djz9e25b9zuiu5rmv1zha3i6f,1,70.4,18.2,2022-11-27T11:22:11.305Z,2022-11-27T11:22:22Z,3928014597,140,98.7,3928014603,213,6.2,3928014601,212,29.9,3928014599,141,12.7,3928014595,56,Right,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948501,204,3,1,19,49,djz9e25b9zuiu5rmv1zha3i6f,0,97.6,13.8,2022-11-27T11:22:19.825Z,2022-11-27T11:22:34Z,3928014609,286,,3928014833,233,183,3928014607,56,Right,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948483,183,7,1,19,49,7mk4va7b2p6tnv2xjxcgjy8h6,1,2.4,86.2,2022-11-27T11:22:19.826Z,2022-11-27T11:22:24Z,3928014635,233,204,3928014633,285,,3928014525,56,Back,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948491,184,6,1,19,50,7mk4va7b2p6tnv2xjxcgjy8h6,0,0,83,2022-11-27T11:22:20.421Z,2022-11-27T11:22:27Z,3928014575,73,,3928014559,56,Back,3928014701,233,205,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948513,205,6,1,19,50,djz9e25b9zuiu5rmv1zha3i6f,1,100,17,2022-11-27T11:22:20.421Z,2022-11-27T11:43:19Z,3928014679,56,Right,3928014681,75,,3928014683,233,184,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948595,206,1,1,20,16,djz9e25b9zuiu5rmv1zha3i6f,1,99.5,0.5,2022-11-27T11:22:46.698Z,2022-11-27T11:23:22Z,3928015125,213,1.7,3928015545,210,14,3928015109,2,,3928015123,212,41.1,3928015121,141,60.6,3928015117,56,Center,3928015113,155,,3928015111,6,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,3928015547,154,,3928015119,140,95.6,1,3928015127,1,3928015115,224,,,,,,,,,,,,,,,,,,,,
2487948597,207,14,1,20,18,djz9e25b9zuiu5rmv1zha3i6f,1,90,52.6,2022-11-27T11:22:48.833Z,2022-11-27T11:23:22Z,3928015559,102,51.0,3928015291,17,,3928015549,74,,3928015553,154,,3928015551,29,,3928015295,328,,3928015287,25,,3928015555,55,206,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,3928015289,15,,3928015561,103,39.2,,3928015563,230,3928015137,56,Center,3928015565,231,50.2,,,,,,,,,,,,,,98.9,,
2487948589,185,5,1,20,20,7mk4va7b2p6tnv2xjxcgjy8h6,1,-1.1,48.2,2022-11-27T11:22:50.646Z,2022-11-27T11:22:54Z,3928015069,56,Back,3928015071,346,,3928015199,233,208,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948609,208,5,1,20,20,djz9e25b9zuiu5rmv1zha3i6f,0,101.1,51.8,2022-11-27T11:22:50.646Z,2022-11-27T11:58:34Z,3928015195,56,Center,3928015203,233,185,3928015197,346,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948711,186,1,1,20,53,7mk4va7b2p6tnv2xjxcgjy8h6,0,4.3,51,2022-11-27T11:23:23.655Z,2022-11-27T11:23:26Z,3928015803,1,,3928015801,213,0.2,3928015795,140,39.3,3928015797,141,59.4,3928015791,124,,3928015793,56,Back,3928015807,74,,3928015799,212,37.2,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948725,209,1,1,20,56,djz9e25b9zuiu5rmv1zha3i6f,0,58.6,40.8,2022-11-27T11:23:26.761Z,2022-11-27T11:23:28Z,3928015857,56,Center,3928015865,213,3.4,3928015855,3,,3928015859,140,54.5,3928015863,212,4.5,3928015861,141,38.8,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948735,187,1,1,20,58,7mk4va7b2p6tnv2xjxcgjy8h6,0,36.6,66.1,2022-11-27T11:23:28.885Z,2022-11-27T11:23:31Z,3928015911,140,43.3,3928015913,141,73.2,3928015909,56,Back,3928015917,212,8.5,3928015907,3,,3928015919,213,0.6,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948745,210,1,1,21,1,djz9e25b9zuiu5rmv1zha3i6f,0,53.2,22.9,2022-11-27T11:23:31.705Z,2022-11-27T11:23:32Z,3928015957,213,0.4,3928015955,212,0.6,3928015951,140,53.7,3928015953,141,23.2,3928015949,56,Center,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948763,188,1,1,21,3,7mk4va7b2p6tnv2xjxcgjy8h6,1,42,77.6,2022-11-27T11:23:33.381Z,2022-11-27T11:23:35Z,3928016021,141,74.7,3928016023,212,5.7,3928016017,56,Back,3928016025,213,3.5,3928016019,140,36.9,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948785,189,2,1,21,5,7mk4va7b2p6tnv2xjxcgjy8h6,1,33.9,70.5,2022-11-27T11:23:35.765Z,2022-11-27T11:23:45Z,3928016141,1,,3928016143,56,Left,3928016139,7,du0eybpvf5vcvtuj074x74jdg,3928016145,140,72.9,3928016147,141,89.6,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948773,211,55,1,21,5,djz9e25b9zuiu5rmv1zha3i6f,1,32.4,18.2,2022-11-27T11:23:35.766Z,2022-11-27T11:58:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948799,212,1,1,21,25,djz9e25b9zuiu5rmv1zha3i6f,1,32.4,18.2,2022-11-27T11:23:55.465Z,2022-11-27T11:24:11Z,3928016231,141,46.8,3928016233,212,21.5,3928016223,241,,3928016229,140,23.7,3928016235,213,2.0,3928016469,189,,3928016227,56,Back,3928016219,5,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948801,213,1,1,21,27,djz9e25b9zuiu5rmv1zha3i6f,0,23.9,47,2022-11-27T11:23:57.898Z,2022-11-27T11:24:04Z,3928016245,56,Center,3928016247,140,65.4,3928016255,1,,3928016243,155,,3928016249,141,40.0,3928016253,213,6.2,3928016251,212,43.8,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948815,190,2,1,21,31,7mk4va7b2p6tnv2xjxcgjy8h6,1,29.2,55.1,2022-11-27T11:24:01.605Z,2022-11-27T11:31:41Z,3928016461,3,,3928016319,140,66.6,3928016327,1,,3928016317,56,Center,3928016321,141,52.2,3928016459,7,2j37sn6v53zhgz2hf1q33gzdg,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948841,214,55,1,21,31,djz9e25b9zuiu5rmv1zha3i6f,1,30.6,35.6,2022-11-27T11:24:01.606Z,2022-11-27T11:58:40Z,,,,,,,,,,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948817,191,43,1,21,32,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2022-11-27T11:24:02.565Z,2022-11-27T11:24:52Z,3928017289,144,49,,,,,,,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948881,215,1,1,21,52,djz9e25b9zuiu5rmv1zha3i6f,1,30.1,31.2,2022-11-27T11:24:22.233Z,2022-11-27T11:24:34Z,3928016897,189,,3928016707,213,2.5,3928016695,5,,3928016697,241,,3928016703,141,50.8,3928016701,140,14.7,3928016699,56,Back,3928016705,212,21.0,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948893,216,1,1,21,54,djz9e25b9zuiu5rmv1zha3i6f,1,18.5,56.3,2022-11-27T11:24:24.697Z,2022-11-27T11:24:40Z,3928016761,1,,3928016751,56,Center,3928016753,140,58.7,3928016749,155,,3928016759,213,6.0,3928016755,141,36.5,3928016757,212,44.3,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948907,217,1,1,21,58,djz9e25b9zuiu5rmv1zha3i6f,0,58.7,36.5,2022-11-27T11:24:28.537Z,2022-11-27T11:24:29Z,3928016803,56,Center,3928016801,168,,3928016811,213,6.2,3928016805,140,77.9,3928016807,141,33.9,3928016799,3,,3928016809,212,20.2,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948899,192,49,1,21,59,7mk4va7b2p6tnv2xjxcgjy8h6,1,26.2,70.2,2022-11-27T11:24:29.573Z,2022-11-27T11:24:29Z,,,,,,,,,,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948923,193,1,1,22,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,24.9,67.5,2022-11-27T11:24:30.229Z,2022-11-27T11:24:34Z,3928016885,141,55.5,3928016883,140,9.0,3928016881,56,Back,3928016891,212,18.6,3928016893,213,3.6,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948929,194,1,1,22,3,7mk4va7b2p6tnv2xjxcgjy8h6,1,7.7,52.8,2022-11-27T11:24:33.957Z,2022-11-27T11:24:35Z,3928016907,212,20.0,3928016909,213,5.9,3928016901,56,Back,3928016903,140,25.3,3928016905,141,41.5,,,,,,,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948949,195,1,1,22,5,7mk4va7b2p6tnv2xjxcgjy8h6,1,25.5,41.5,2022-11-27T11:24:35.492Z,2022-11-27T11:24:40Z,3928017039,213,3.9,3928017037,212,25.2,3928017035,141,15.9,3928017033,140,8.2,3928017031,56,Back,,,,,,,,,,a0g0ldiol9fzw09gk5i9e15w4,Miku Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948955,196,1,1,22,10,7mk4va7b2p6tnv2xjxcgjy8h6,0,3.5,7,2022-11-27T11:24:40.725Z,2022-11-27T11:24:43Z,3928017077,141,8.0,3928017081,213,0.0,3928017075,140,32.1,3928017079,212,30.0,3928017071,56,Back,3928017069,155,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948961,218,44,1,22,13,djz9e25b9zuiu5rmv1zha3i6f,1,65.8,92.5,2022-11-27T11:24:43.221Z,2022-11-27T11:29:21Z,3928017103,56,Left,3928017105,286,,3928017107,233,197,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948957,197,44,1,22,13,7mk4va7b2p6tnv2xjxcgjy8h6,0,34.2,7.5,2022-11-27T11:24:43.222Z,2022-11-27T11:24:44Z,3928017089,285,,3928017085,56,Back,3928017125,233,218,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948971,219,1,1,22,13,djz9e25b9zuiu5rmv1zha3i6f,1,63.7,93,2022-11-27T11:24:43.945Z,2022-11-27T11:29:31Z,3928017165,56,Left,3928017167,140,66.6,3928017163,3,,3928017169,141,82.1,3928017173,213,5.1,3928017171,212,8.0,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948979,220,1,1,22,17,djz9e25b9zuiu5rmv1zha3i6f,1,64.8,81.4,2022-11-27T11:24:47.689Z,2022-11-27T11:29:32Z,3928017199,3,,3928017205,141,88.4,3928017207,212,11.9,3928017203,140,54.4,3928017201,56,Left,3928017209,213,2.7,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948983,222,49,1,22,18,djz9e25b9zuiu5rmv1zha3i6f,1,54.2,88.2,2022-11-27T11:24:48.961Z,2022-11-27T11:27:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948981,221,1,1,22,19,djz9e25b9zuiu5rmv1zha3i6f,1,54.7,87.8,2022-11-27T11:24:49.241Z,2022-11-27T11:49:42Z,3928017221,140,33.6,3928017223,141,76.3,3928017225,212,23.5,3928017227,213,3.5,3928017219,56,Back,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487948995,223,1,1,22,21,djz9e25b9zuiu5rmv1zha3i6f,1,24.8,65.5,2022-11-27T11:24:51.737Z,2022-11-27T11:27:50Z,3928017311,213,5.4,3928017303,56,Back,3928017309,212,14.5,3928017305,140,33.1,3928017307,141,48.4,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949007,224,1,1,22,23,djz9e25b9zuiu5rmv1zha3i6f,1,33.3,48.4,2022-11-27T11:24:53.321Z,2022-11-27T11:24:56Z,3928017371,213,2.6,3928017369,212,11.0,3928017363,56,Back,3928017367,141,57.0,3928017365,140,24.4,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949013,225,1,1,22,26,djz9e25b9zuiu5rmv1zha3i6f,1,25.9,57.8,2022-11-27T11:24:56.601Z,2022-11-27T11:29:19Z,3928017409,141,56.1,3928017407,140,40.1,3928017411,212,15.0,3928017413,213,6.2,3928017405,56,Back,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949035,226,1,1,22,28,djz9e25b9zuiu5rmv1zha3i6f,1,38.9,55.8,2022-11-27T11:24:58.681Z,2022-11-27T11:25:07Z,3928017521,140,28.7,3928017523,141,31.5,3928017525,212,19.7,3928017527,213,4.1,3928017519,56,Back,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949041,227,1,1,22,37,djz9e25b9zuiu5rmv1zha3i6f,1,41.7,61.7,2022-11-27T11:25:07.609Z,2022-11-27T11:25:11Z,3928017561,212,9.1,3928017563,213,3.9,3928017559,141,52.9,3928017555,56,Back,3928017557,140,35.2,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949045,228,1,1,22,40,djz9e25b9zuiu5rmv1zha3i6f,1,35.2,52.9,2022-11-27T11:25:11.113Z,2022-11-27T11:25:12Z,3928017589,213,4.9,3928017591,1,,3928017583,140,40.6,3928017581,56,Back,3928017587,212,32.8,3928017585,141,5.4,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949051,229,1,1,22,42,djz9e25b9zuiu5rmv1zha3i6f,1,40.6,5.4,2022-11-27T11:25:12.665Z,2022-11-27T11:25:15Z,3928017629,213,0.5,3928017617,140,51.5,3928017621,141,13.8,3928017615,56,Right,3928017625,212,12.8,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949055,230,1,1,22,45,djz9e25b9zuiu5rmv1zha3i6f,1,45.1,20.7,2022-11-27T11:25:15.433Z,2022-11-27T11:25:17Z,3928017645,212,8.7,3928017641,140,39.6,3928017643,141,11.1,3928017639,56,Back,3928017647,213,4.0,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949099,231,1,1,22,46,djz9e25b9zuiu5rmv1zha3i6f,1,38.9,11.6,2022-11-27T11:25:17.097Z,2022-11-27T11:25:28Z,3928017829,141,41.0,3928017827,140,20.1,3928017833,213,2.3,3928017825,56,Back,3928017831,212,28.1,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949103,232,1,1,22,57,djz9e25b9zuiu5rmv1zha3i6f,0,24.2,59,2022-11-27T11:25:28.153Z,2022-11-27T11:29:16Z,3928017839,155,,3928017843,140,64.9,3928017841,56,Left,3928017845,141,86.2,3928017847,212,46.6,3928017851,1,,3928017849,213,0.4,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949107,198,49,1,23,1,7mk4va7b2p6tnv2xjxcgjy8h6,1,45.5,16.5,2022-11-27T11:25:31.652Z,2022-11-27T11:25:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487949117,199,1,1,23,4,7mk4va7b2p6tnv2xjxcgjy8h6,1,65.5,34.6,2022-11-27T11:25:34.468Z,2022-11-27T11:49:30Z,3928018675,210,16,3928017925,141,51.0,3928018677,154,,3928017927,212,16.7,3928017923,140,77.4,3928017921,56,Center,3928018679,22,,3928017929,213,0.7,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2487949121,200,16,1,23,8,7mk4va7b2p6tnv2xjxcgjy8h6,1,77.4,51,2022-11-27T11:25:39.076Z,2022-11-27T11:49:31Z,3928018229,72,,3928017949,18,,3928017951,56,Center,3928019513,328,,3928018233,374,2022-11-27 11:25:37.652,3928018683,29,,3928018685,154,,3928018693,103,7.0,du0eybpvf5vcvtuj074x74jdg,Ane Miren,3928018699,231,51.8,3928018695,214,,,3928018681,76,3928018697,230,86.9,3928018691,102,52.1,,3928018237,375,23:07.459,3928018687,55,3928017947,22,,,,,,,199,
