id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2522258175,237,1,1,21,25,4dhojk80ifrs6ax05725bala2,1,27.2,75.1,2023-03-19T10:20:22.602Z,2023-03-19T10:20:26Z,4109116811,213,1.6,4109116803,56,Back,4109116809,212,12.3,4109116807,141,93.2,4109116805,140,27.4,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258197,238,1,1,21,30,4dhojk80ifrs6ax05725bala2,1,27.3,93.3,2023-03-19T10:20:26.827Z,2023-03-19T10:20:29Z,4109116931,141,93.2,4109116923,155,,4109116933,212,11.9,4109116929,140,38.6,4109116935,213,6.3,4109116925,56,Back,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258219,239,1,1,21,32,4dhojk80ifrs6ax05725bala2,1,35.2,93.9,2023-03-19T10:20:29.018Z,2023-03-19T10:20:32Z,4109117013,140,16.4,4109117011,56,Back,4109117015,141,87.4,4109117019,213,3.4,4109117017,212,20.2,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258231,240,1,1,21,35,4dhojk80ifrs6ax05725bala2,1,17.1,87.5,2023-03-19T10:20:32.042Z,2023-03-19T10:20:34Z,4109117061,140,8.4,4109117063,141,56.6,4109117067,213,4.3,4109117065,212,22.9,4109117059,56,Back,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258265,241,1,1,21,37,4dhojk80ifrs6ax05725bala2,1,8.6,57,2023-03-19T10:20:34.074Z,2023-03-19T10:20:38Z,4109117217,56,Back,4109117227,1,,4109117225,213,5.1,4109117223,212,36.2,4109117219,140,20.5,4109117221,141,7.1,,,,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258267,242,1,1,21,41,4dhojk80ifrs6ax05725bala2,0,22.4,6.1,2023-03-19T10:20:37.898Z,2023-03-19T10:20:40Z,4109117337,233,199,4109117245,212,5.8,4109117335,236,,4109117247,213,0.2,4109117341,286,,4109117241,140,27.8,4109117239,56,Back,4109117243,141,7.6,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258283,199,74,1,21,41,92h5si20tnxjtg4hj8cs97bpw,1,76.3,91.2,2023-03-19T10:20:37.899Z,2023-03-19T11:34:19Z,4109117303,285,,4109117301,56,Left,4109117347,233,242,,,,,,,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258325,243,1,1,21,45,4dhojk80ifrs6ax05725bala2,1,6.9,40.4,2023-03-19T10:20:42.442Z,2023-03-19T10:20:47Z,4109117525,140,12.6,4109117529,212,22.4,4109117527,141,72.1,4109117523,56,Back,4109117531,213,1.3,,,,,,,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258343,244,1,1,21,50,4dhojk80ifrs6ax05725bala2,1,34.8,73.6,2023-03-19T10:20:46.906Z,2023-03-19T10:20:49Z,4109117595,213,5.8,4109117587,56,Back,4109117589,140,40.9,4109117593,212,7.3,4109117591,141,68.5,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258361,245,1,1,21,52,4dhojk80ifrs6ax05725bala2,1,40.9,68.5,2023-03-19T10:20:49.082Z,2023-03-19T10:20:51Z,4109117671,141,74.4,4109117673,212,7.1,4109117675,213,2.5,4109117669,140,35.3,4109117667,56,Back,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258365,246,61,1,21,54,4dhojk80ifrs6ax05725bala2,0,33.5,82.6,2023-03-19T10:20:51.530Z,2023-03-19T11:22:21Z,4109117687,56,Back,,,,,,,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258375,200,5,1,21,55,92h5si20tnxjtg4hj8cs97bpw,1,67,-1,2023-03-19T10:20:52.173Z,2023-03-19T10:33:09Z,4109117715,56,Right,4109117749,233,247,4109117717,347,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258369,247,5,1,21,55,4dhojk80ifrs6ax05725bala2,0,33,101,2023-03-19T10:20:52.173Z,2023-03-19T10:20:54Z,4109117705,347,,4109117703,56,Back,4109117755,233,200,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258399,201,1,1,21,59,92h5si20tnxjtg4hj8cs97bpw,1,70.7,0,2023-03-19T10:20:55.888Z,2023-03-19T10:20:58Z,4109117855,141,7.6,4109117857,212,6.5,4109117853,140,67.8,4109117851,56,Right,4109117849,107,,4109117859,213,2.1,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258409,202,1,1,22,1,92h5si20tnxjtg4hj8cs97bpw,1,65.7,8.2,2023-03-19T10:20:58.064Z,2023-03-19T10:21:00Z,4109117925,212,7.0,4109117927,213,1.1,4109117919,56,Right,4109117923,141,17.3,4109117921,140,68.9,,,,,,,,,,99z4lbnvzi2e6maoa7j3yy6ay,Seo Jin-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258419,203,1,1,22,3,92h5si20tnxjtg4hj8cs97bpw,1,68.9,17.3,2023-03-19T10:21:00.160Z,2023-03-19T10:21:03Z,4109117977,212,8.2,4109117975,141,5.2,4109117973,140,68.5,4109117971,56,Right,4109117979,213,4.7,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258423,204,50,1,22,6,92h5si20tnxjtg4hj8cs97bpw,1,62.1,9.2,2023-03-19T10:21:03.088Z,2023-03-19T10:21:06Z,4109118073,233,248,4109117991,286,,4109117989,56,Right,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258437,248,7,1,22,6,4dhojk80ifrs6ax05725bala2,0,37.9,90.8,2023-03-19T10:21:03.089Z,2023-03-19T10:21:05Z,4109118061,285,,4109118063,233,204,4109118059,56,Back,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258431,205,1,1,22,7,92h5si20tnxjtg4hj8cs97bpw,0,63.3,9.1,2023-03-19T10:21:04Z,2023-03-19T10:21:08Z,4109118033,141,9.1,4109118031,140,61.6,4109118139,236,,4109118141,233,249,4109118029,56,Right,4109118145,286,,4109118035,212,1.8,4109118037,213,3.1,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258453,249,74,1,22,7,4dhojk80ifrs6ax05725bala2,1,43.5,89.3,2023-03-19T10:21:04.001Z,2023-03-19T11:34:19Z,4109118155,233,205,4109118137,285,,4109118135,56,Back,,,,,,,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258461,206,5,1,22,11,92h5si20tnxjtg4hj8cs97bpw,1,57.6,-1.8,2023-03-19T10:21:08.016Z,2023-03-19T10:21:09Z,4109118163,56,Right,4109118171,233,250,4109118165,347,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258457,250,5,1,22,11,4dhojk80ifrs6ax05725bala2,0,42.4,101.8,2023-03-19T10:21:08.016Z,2023-03-19T10:33:09Z,4109118177,233,206,4109118149,347,,4109118147,56,Back,,,,,,,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258503,207,1,1,22,21,92h5si20tnxjtg4hj8cs97bpw,1,61.9,0,2023-03-19T10:21:18.192Z,2023-03-19T10:21:20Z,4109118425,140,74.0,4109118429,212,14.3,4109118427,141,8.2,4109118423,56,Right,4109118431,213,0.5,4109118421,107,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258505,208,1,1,22,23,92h5si20tnxjtg4hj8cs97bpw,0,74,8.2,2023-03-19T10:21:20.384Z,2023-03-19T11:23:02Z,4109118447,212,6.7,4109118445,141,16.2,4109118443,140,77.8,4109118441,56,Right,4109241803,168,,4109118449,213,0.9,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258523,251,49,1,22,26,4dhojk80ifrs6ax05725bala2,1,20.1,75.9,2023-03-19T10:21:23.354Z,2023-03-19T10:21:23Z,,,,,,,,,,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258527,252,1,1,22,26,4dhojk80ifrs6ax05725bala2,0,20.1,75.9,2023-03-19T10:21:23.515Z,2023-03-19T11:23:35Z,4109118559,286,,4109118539,212,2.5,4109118543,1,,4109118531,157,,4109118541,213,6.1,4109118533,56,Back,4109118553,236,,4109118555,233,209,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,4109118535,140,22.4,4109118537,141,,,,,,,,,,,,,,75.1,,,,,,,,,,,,
2522258525,209,74,1,22,26,92h5si20tnxjtg4hj8cs97bpw,1,74,15.3,2023-03-19T10:21:23.516Z,2023-03-19T10:21:25Z,4109118563,233,252,4109118527,56,Right,4109118529,285,,,,,,,,,,,,,,,,,99z4lbnvzi2e6maoa7j3yy6ay,Seo Jin-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258541,210,1,1,22,28,92h5si20tnxjtg4hj8cs97bpw,0,67,12.8,2023-03-19T10:21:25.489Z,2023-03-19T10:21:26Z,4109118603,3,,4109118613,213,6.2,4109118611,212,12.9,4109118609,141,10.6,4109118607,140,79.2,4109118605,56,Right,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258547,253,1,1,22,29,4dhojk80ifrs6ax05725bala2,1,19.4,86.6,2023-03-19T10:21:26.266Z,2023-03-19T10:21:28Z,4109118659,212,14.9,4109118657,141,83.2,4109118655,140,33.4,4109118653,56,Back,4109118661,213,6.1,4109118651,3,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258549,254,1,1,22,31,4dhojk80ifrs6ax05725bala2,0,33.4,83.2,2023-03-19T10:21:27.962Z,2023-03-19T10:21:28Z,4109118681,213,5.9,4109118677,141,79.1,4109118675,140,39.5,4109118671,3,,4109118673,56,Back,4109118679,212,7.0,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258553,211,49,1,22,32,92h5si20tnxjtg4hj8cs97bpw,1,67.2,14.6,2023-03-19T10:21:28.928Z,2023-03-19T10:21:29Z,,,,,,,,,,,,,,,,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258569,212,1,1,22,32,92h5si20tnxjtg4hj8cs97bpw,1,67.2,14.6,2023-03-19T10:21:29.040Z,2023-03-19T11:24:10Z,4109118779,213,4.8,4109118771,140,67.8,4109118773,141,3.1,4109118769,56,Right,4109118777,212,7.8,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258573,213,61,1,22,35,92h5si20tnxjtg4hj8cs97bpw,0,72.4,3.1,2023-03-19T10:21:31.840Z,2023-03-19T11:24:24Z,4109118795,56,Right,,,,,,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258575,214,5,1,22,36,92h5si20tnxjtg4hj8cs97bpw,0,68.4,-0.8,2023-03-19T10:21:32.688Z,2023-03-19T10:21:34Z,4109118833,233,255,4109118799,347,,4109118797,56,Right,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258579,255,5,1,22,36,4dhojk80ifrs6ax05725bala2,1,31.6,100.8,2023-03-19T10:21:32.688Z,2023-03-19T10:33:10Z,4109118807,56,Back,4109118823,233,214,4109118809,347,,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258657,256,1,1,22,51,4dhojk80ifrs6ax05725bala2,0,34.3,100,2023-03-19T10:21:48.283Z,2023-03-19T10:21:51Z,4109119185,140,63.1,4109119187,141,84.2,4109119181,107,,4109119183,56,Left,4109119193,1,,4109119189,212,32.4,4109119191,213,5.9,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258663,215,1,1,22,54,92h5si20tnxjtg4hj8cs97bpw,0,40.7,8,2023-03-19T10:21:51.280Z,2023-03-19T10:21:51Z,4109119215,141,12.2,4109119217,212,9.1,4109119213,140,48.9,4109119211,56,Back,4109119209,3,,4109119219,213,0.3,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258677,257,1,1,22,56,4dhojk80ifrs6ax05725bala2,0,61.7,83.8,2023-03-19T10:21:53.355Z,2023-03-19T10:21:53Z,4109119279,212,20.9,4109119273,56,Left,4109119271,157,,4109119277,141,89.0,4109119275,140,81.3,4109119281,213,0.2,4109119283,1,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258683,216,12,1,22,57,92h5si20tnxjtg4hj8cs97bpw,1,28.1,9.1,2023-03-19T10:21:54.160Z,2023-03-19T10:21:55Z,4109119323,212,8.8,4109119319,140,32.5,4109119317,56,Back,4109119321,141,0.0,4109119357,167,,4109119325,213,5.3,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258691,217,5,1,22,58,92h5si20tnxjtg4hj8cs97bpw,0,27,-1.6,2023-03-19T10:21:54.956Z,2023-03-19T10:33:10Z,4109119353,56,Back,4109119367,233,258,4109119355,347,,,,,,,,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258687,258,5,1,22,58,4dhojk80ifrs6ax05725bala2,1,73,101.6,2023-03-19T10:21:54.956Z,2023-03-19T10:21:55Z,4109119337,56,Left,4109119339,347,,4109119359,233,217,,,,,,,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258791,259,1,1,23,11,4dhojk80ifrs6ax05725bala2,1,73.8,100,2023-03-19T10:22:07.786Z,2023-03-19T11:25:21Z,4109119811,56,Left,4109119813,140,82.7,4109119819,213,5.4,4109119809,107,,4109119817,212,14.7,4109119815,141,84.2,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258793,260,61,1,23,14,4dhojk80ifrs6ax05725bala2,0,82.7,84.2,2023-03-19T10:22:10.682Z,2023-03-19T10:22:11Z,4109119823,56,Left,,,,,,,,,,,,,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258813,218,43,1,23,14,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-19T10:22:11.424Z,2023-03-19T10:22:23Z,4109119897,157,0,4109119905,212,4.6,4109119907,213,1.0,4109120207,144,1,4109119901,140,26.7,4109119899,56,Back,4109119903,141,13.1,4109119909,1,0,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258817,219,44,1,23,16,92h5si20tnxjtg4hj8cs97bpw,1,23.4,13.7,2023-03-19T10:22:12.833Z,2023-03-19T11:26:23Z,4109119953,233,261,4109119919,285,,4109119917,56,Back,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258819,261,44,1,23,16,4dhojk80ifrs6ax05725bala2,0,76.6,86.3,2023-03-19T10:22:12.834Z,2023-03-19T11:26:24Z,4109119965,233,219,4109119923,286,,4109119921,56,Left,,,,,,,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258825,220,1,1,23,16,92h5si20tnxjtg4hj8cs97bpw,0,26.3,13.1,2023-03-19T10:22:13.361Z,2023-03-19T11:26:48Z,4109119935,56,Back,4109119937,140,30.9,4109119941,212,6.6,4109119943,213,0.8,4109119939,141,19.8,4109119933,3,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258829,221,1,1,23,19,92h5si20tnxjtg4hj8cs97bpw,0,26.8,15.1,2023-03-19T10:22:15.824Z,2023-03-19T11:27:37Z,4109251329,3,,4109251339,213,4.3,4109251333,140,24.8,4109251331,56,Back,4109251335,141,8.9,4109251337,212,4.7,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258843,262,1,1,23,20,4dhojk80ifrs6ax05725bala2,0,78.4,86.6,2023-03-19T10:22:17.330Z,2023-03-19T11:27:33Z,4109251545,141,97.5,4109251547,212,7.5,4109251549,213,1.7,4109120053,56,Left,4109251543,140,77.5,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258845,222,49,1,23,20,92h5si20tnxjtg4hj8cs97bpw,1,26,6.4,2023-03-19T10:22:17.537Z,2023-03-19T10:22:17Z,,,,,,,,,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258849,223,1,1,23,20,92h5si20tnxjtg4hj8cs97bpw,0,26,6.4,2023-03-19T10:22:17.616Z,2023-03-19T10:22:18Z,4109120065,141,5.8,4109120067,212,13.0,4109120069,213,6.3,4109120063,140,38.4,4109120061,56,Back,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258871,263,8,1,23,24,4dhojk80ifrs6ax05725bala2,1,66.2,94.4,2023-03-19T10:22:20.763Z,2023-03-19T10:22:20Z,4109120159,56,Left,,,,,,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258893,224,5,1,23,24,92h5si20tnxjtg4hj8cs97bpw,1,30,-1.1,2023-03-19T10:22:21.323Z,2023-03-19T10:33:10Z,4109120265,233,264,4109120251,347,,4109120249,56,Back,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258875,264,5,1,23,24,4dhojk80ifrs6ax05725bala2,0,70,101.1,2023-03-19T10:22:21.323Z,2023-03-19T10:22:26Z,4109120277,233,224,4109120177,56,Left,4109120179,347,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258943,225,1,1,23,40,92h5si20tnxjtg4hj8cs97bpw,0,31.9,0,2023-03-19T10:22:37.216Z,2023-03-19T10:22:39Z,4109120511,140,52.8,4109120513,141,8.8,4109120509,56,Right,4109120519,1,,4109120507,107,,4109120515,212,23.0,4109120517,213,0.3,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258949,265,8,1,23,43,4dhojk80ifrs6ax05725bala2,1,39,79.3,2023-03-19T10:22:39.899Z,2023-03-19T10:22:40Z,4109120549,15,,4109120539,56,Back,,,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258957,266,49,1,23,45,4dhojk80ifrs6ax05725bala2,1,36.7,61.8,2023-03-19T10:22:41.978Z,2023-03-19T10:22:42Z,,,,,,,,,,,,,,,,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258967,267,1,1,23,46,4dhojk80ifrs6ax05725bala2,1,34.9,47.3,2023-03-19T10:22:43.402Z,2023-03-19T10:22:46Z,4109120659,212,12.0,4109120657,141,29.8,4109120655,140,33.8,4109120653,56,Back,4109120661,213,4.6,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258981,268,1,1,23,49,4dhojk80ifrs6ax05725bala2,1,35.2,16.7,2023-03-19T10:22:46.538Z,2023-03-19T10:22:49Z,4109120703,212,12.9,4109120701,141,15.5,4109120697,56,Back,4109120699,140,47.5,4109120705,213,6.2,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258991,269,1,1,23,52,4dhojk80ifrs6ax05725bala2,1,47,15.2,2023-03-19T10:22:48.906Z,2023-03-19T10:22:50Z,4109120749,212,8.5,4109120751,213,4.0,4109120747,141,5.6,4109120745,140,41.8,4109120743,56,Back,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522258995,270,1,1,23,53,4dhojk80ifrs6ax05725bala2,1,41.8,5.6,2023-03-19T10:22:50.171Z,2023-03-19T10:22:51Z,4109120781,141,14.6,4109120783,212,6.5,4109120785,213,1.2,4109120777,56,Back,4109120779,140,44.0,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259025,271,1,1,23,54,4dhojk80ifrs6ax05725bala2,0,44,14.6,2023-03-19T10:22:50.874Z,2023-03-19T10:22:56Z,4109120955,212,48.0,4109120957,213,0.1,4109120953,141,21.8,4109120951,140,89.5,4109120949,56,Center,4109120959,1,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259029,226,52,1,23,59,92h5si20tnxjtg4hj8cs97bpw,1,10.8,78.1,2023-03-19T10:22:56.304Z,2023-03-19T10:22:57Z,,,,,,,,,,,,,,,,,,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259063,227,1,1,24,2,92h5si20tnxjtg4hj8cs97bpw,1,12.5,72.4,2023-03-19T10:22:59.279Z,2023-03-19T10:23:02Z,4109121161,56,Back,4109121163,140,16.0,4109121169,213,5.0,4109121165,141,51.3,4109121167,212,14.8,4109121159,123,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259085,228,1,1,24,5,92h5si20tnxjtg4hj8cs97bpw,1,20.3,34.9,2023-03-19T10:23:02.495Z,2023-03-19T10:23:07Z,4109121283,213,0.6,4109121281,212,14.0,4109121273,56,Back,4109121277,140,31.7,4109121279,141,45.7,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259097,229,1,1,24,10,92h5si20tnxjtg4hj8cs97bpw,1,33.8,35.5,2023-03-19T10:23:07.344Z,2023-03-19T11:29:04Z,4109121335,213,4.9,4109121327,56,Back,4109121329,140,37.6,4109121333,212,18.6,4109121331,141,8.8,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259115,230,1,1,24,12,92h5si20tnxjtg4hj8cs97bpw,1,38,11,2023-03-19T10:23:09.600Z,2023-03-19T11:29:06Z,4109121395,56,Right,4109121397,140,60.1,4109121403,213,6.0,4109121399,141,2.8,4109121401,212,23.9,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522259119,231,50,1,24,15,92h5si20tnxjtg4hj8cs97bpw,1,59.4,5.4,2023-03-19T10:23:12.193Z,2023-03-19T10:23:14Z,4109121413,286,,4109121489,233,272,4109121411,56,Right,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
