id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/16/value
2497470151,123,1,1,12,24,547zzwqbiugzphhnrhj3z5k5i,1,20,23.1,2023-01-14T19:59:44.782Z,2023-01-15T11:03:46Z,3978431695,56,Back,3979106409,178,,3978431701,212,15.7,3978431699,141,43.4,3978431697,140,12.9,3978431703,213,2.1,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470163,124,1,1,12,31,547zzwqbiugzphhnrhj3z5k5i,1,15,41.6,2023-01-14T19:59:51.271Z,2023-01-15T11:03:44Z,3978431759,141,69.7,3978431763,213,1.6,3979106433,178,,3978431757,140,15.3,3978431755,56,Back,3978431761,212,19.1,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470177,125,1,1,12,34,547zzwqbiugzphhnrhj3z5k5i,1,15.4,69.2,2023-01-14T19:59:54.045Z,2023-01-15T11:03:43Z,3978431807,140,12.8,3978431809,141,42.7,3978431813,213,4.6,3979106497,178,,3978431805,56,Back,3978431811,212,18.2,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470189,126,1,1,12,36,547zzwqbiugzphhnrhj3z5k5i,1,11.5,41,2023-01-14T19:59:56.014Z,2023-01-15T11:03:43Z,3979106541,178,,3978431875,141,64.8,3978431879,213,0.7,3978431873,140,31.6,3978431871,56,Back,3978431877,212,26.6,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470193,127,1,1,12,37,547zzwqbiugzphhnrhj3z5k5i,1,26.2,60.7,2023-01-14T19:59:57.676Z,2023-01-15T11:03:42Z,3979106579,178,,3978431891,141,70.0,3978431889,140,17.4,3978431887,56,Back,3978431893,212,11.2,3978431895,213,2.5,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470199,128,1,1,12,39,547zzwqbiugzphhnrhj3z5k5i,1,16.9,72.2,2023-01-14T19:59:59.021Z,2023-01-15T11:03:42Z,3978431907,56,Back,3978431909,140,27.1,3978431915,213,0.9,3978431913,212,17.4,3979106625,178,,3978431911,141,92.4,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470203,129,1,1,12,40,547zzwqbiugzphhnrhj3z5k5i,0,29,98.4,2023-01-14T20:00:00.485Z,2023-01-15T11:03:41Z,3978431923,155,,3978431929,141,69.9,3978431933,213,4.8,3978431931,212,19.4,3978431927,140,30.5,3978431925,56,Back,3979106665,178,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470217,140,1,1,12,42,89xivtxk59uzvhdsd6miao6tm,1,68.6,27.3,2023-01-14T20:00:01.899Z,2023-01-15T11:03:41Z,3979106751,21,,3978431985,213,5.6,3978431979,140,79.7,3978431977,56,Right,3978431981,141,12.6,3979106749,178,,3978431983,212,15.4,,,,14w9q2mu6yq235ic55fxs0w2y,N. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470223,141,1,1,12,43,89xivtxk59uzvhdsd6miao6tm,1,73.9,17.3,2023-01-14T20:00:02.976Z,2023-01-15T11:03:40Z,3978432009,140,77.8,3978432015,213,5.2,3979106825,178,,3978432007,56,Right,3978432011,141,5.3,3978432013,212,9.1,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470225,142,49,1,12,44,89xivtxk59uzvhdsd6miao6tm,1,70.8,4.7,2023-01-14T20:00:04.149Z,2023-01-15T11:03:40Z,,,,,,,,,,,,,,,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470235,143,3,1,12,46,89xivtxk59uzvhdsd6miao6tm,0,80.7,8.9,2023-01-14T20:00:06.391Z,2023-01-15T11:03:39Z,3978432051,211,,3978727115,465,,3978432045,56,Right,3978432047,286,,3979107003,178,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470241,144,43,1,12,49,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T20:00:09.204Z,2023-01-15T00:28:19Z,3978727125,144,61,3978432063,56,Center,,,,,,,,,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470239,130,5,1,12,50,547zzwqbiugzphhnrhj3z5k5i,1,-0.6,72.8,2023-01-14T20:00:10.077Z,2023-01-15T09:02:10Z,3978432093,233,145,3978432061,346,,3978432059,56,Back,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470249,145,5,1,12,50,89xivtxk59uzvhdsd6miao6tm,0,100.6,27.2,2023-01-14T20:00:10.077Z,2023-01-15T09:02:10Z,3978432109,233,130,3978432081,56,Center,3978432083,346,,,,,,,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470393,131,1,1,13,15,547zzwqbiugzphhnrhj3z5k5i,0,3.9,51.3,2023-01-14T20:00:35.014Z,2023-01-15T11:03:38Z,3978432637,140,45.6,3978432641,212,43.8,3978432647,74,,3978432633,124,,3978432639,141,51.6,3978432643,213,0.0,3978432635,56,Back,3978432645,1,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470401,146,1,1,13,17,89xivtxk59uzvhdsd6miao6tm,0,60.1,50.7,2023-01-14T20:00:37.786Z,2023-01-15T11:03:38Z,3979107141,388,,3978432665,56,Center,3978432663,3,,3978432669,141,50.0,3978432671,212,11.5,3978432673,213,6.2,3978432667,140,71.0,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470411,132,1,1,13,20,547zzwqbiugzphhnrhj3z5k5i,1,28.5,52.9,2023-01-14T20:00:40.276Z,2023-01-15T11:03:37Z,3978432715,141,56.9,3978432709,3,,3979107197,178,,3978432713,140,35.1,3978432719,213,0.4,3978432717,212,7.4,3978432711,56,Back,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470421,133,1,1,13,21,547zzwqbiugzphhnrhj3z5k5i,1,35.9,52.5,2023-01-14T20:00:41.356Z,2023-01-15T11:03:37Z,3979107251,178,,3978432753,3,,3978432759,140,30.1,3978432755,56,Back,3978432773,213,2.2,3978432769,212,10.2,3978432763,141,64.5,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470429,134,1,1,13,22,547zzwqbiugzphhnrhj3z5k5i,0,33.6,60.6,2023-01-14T20:00:42.373Z,2023-01-15T11:03:36Z,3978432789,56,Back,3978432791,140,40.0,3978432797,213,6.2,3979107289,178,,3978432793,141,59.4,3978432795,212,6.8,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470435,147,1,1,13,23,89xivtxk59uzvhdsd6miao6tm,0,57.1,40.8,2023-01-14T20:00:43.381Z,2023-01-15T11:03:36Z,3979107365,388,,3978432835,212,18.2,3978432833,141,49.4,3978432829,56,Center,3978432831,140,73.5,3978432837,213,0.3,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470451,135,1,1,13,24,547zzwqbiugzphhnrhj3z5k5i,0,30.3,63.5,2023-01-14T20:00:44.442Z,2023-01-15T11:03:35Z,3978432903,213,5.8,3978432895,56,Back,3979107421,178,,3978432901,212,11.9,3978432897,140,40.6,3978432893,155,,3978432899,141,56.1,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470463,148,44,1,13,25,89xivtxk59uzvhdsd6miao6tm,1,57.3,38.4,2023-01-14T20:00:45.531Z,2023-01-15T11:27:32Z,3978432957,286,,3978432987,233,136,3978432955,56,Center,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470469,136,44,1,13,25,547zzwqbiugzphhnrhj3z5k5i,0,42.7,61.6,2023-01-14T20:00:45.532Z,2023-01-15T11:03:35Z,3978433005,233,148,3978432983,56,Back,3978432985,285,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470465,149,1,1,13,25,89xivtxk59uzvhdsd6miao6tm,0,56.7,40.2,2023-01-14T20:00:45.685Z,2023-01-15T11:27:33Z,3978432965,141,16.1,3978432959,3,,3978432967,212,17.2,3978432961,56,Right,3978432963,140,61.7,3979107477,388,,3978432969,213,5.0,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470481,137,61,1,13,27,547zzwqbiugzphhnrhj3z5k5i,1,41.8,78.1,2023-01-14T20:00:47.445Z,2023-01-15T11:03:34Z,3979107649,178,,3978433037,56,Back,,,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470613,139,3,1,13,31,547zzwqbiugzphhnrhj3z5k5i,1,41.6,98.5,2023-01-14T20:00:51.565Z,2023-01-15T11:03:31Z,3979107869,178,,3978433735,233,151,3978433561,56,Back,3978433563,286,,3978727917,464,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470573,151,45,1,13,31,89xivtxk59uzvhdsd6miao6tm,0,58.4,1.5,2023-01-14T20:00:51.565Z,2023-01-15T11:03:32Z,3978433399,285,,3978433397,56,Right,3978433745,233,139,,,,,,,,,,,,,,,,14w9q2mu6yq235ic55fxs0w2y,N. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470519,138,2,1,13,36,547zzwqbiugzphhnrhj3z5k5i,1,61.8,84.8,2023-01-14T20:00:55.957Z,2023-01-15T11:03:29Z,3978433189,56,Left,3978433191,140,76.8,3978433427,7,5f13ro5hgmago2bmqtzjw5ey,3978433193,141,92.0,3979107917,178,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470517,150,55,1,13,36,89xivtxk59uzvhdsd6miao6tm,1,32.4,13.3,2023-01-14T20:00:55.958Z,2023-01-15T11:03:28Z,,,,,,,,,,,,,,,,,,,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470621,152,1,1,13,48,89xivtxk59uzvhdsd6miao6tm,1,26.3,14.8,2023-01-14T20:01:08.267Z,2023-01-15T11:03:28Z,3978433591,141,95.7,3978433589,140,41.2,3979108361,178,,3978433597,1,,3978433583,155,,3978433593,212,57.2,3978433587,56,Back,3979018769,152,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,3979018767,5,,,3978433603,189,3978433595,213,3978433585,196,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
2497470635,153,1,1,13,59,89xivtxk59uzvhdsd6miao6tm,1,43,92.9,2023-01-14T20:01:19.452Z,2023-01-15T11:03:27Z,3978433643,56,Back,3978433649,212,9.7,3978433647,141,78.7,3979108317,178,,3978433645,140,42.0,3978433651,213,4.6,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470645,154,1,1,14,0,89xivtxk59uzvhdsd6miao6tm,1,44.4,74,2023-01-14T20:01:20.562Z,2023-01-15T11:03:27Z,3978433677,56,Back,3978433685,213,1.2,3978433679,140,48.5,3978433683,212,11.3,3978433681,141,89.4,3979108277,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470663,156,1,1,14,4,89xivtxk59uzvhdsd6miao6tm,0,50.4,84.5,2023-01-14T20:01:24.156Z,2023-01-15T11:03:25Z,3978433775,213,1.9,3978433807,233,140,3978433767,56,Back,3978433811,286,,3979108107,178,,3978433769,140,47.9,3978433773,212,7.6,3978433805,236,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,3978433771,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470667,140,74,1,14,4,547zzwqbiugzphhnrhj3z5k5i,1,48.4,14.5,2023-01-14T20:01:24.225Z,2023-01-15T11:03:24Z,3978433819,233,156,3979108183,178,,3978433791,56,Back,3978433793,285,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470659,155,43,1,14,5,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T20:01:25.253Z,2023-01-14T20:01:29Z,3978433831,144,3,3978433749,56,Back,3978433751,286,0,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470677,141,5,1,14,5,547zzwqbiugzphhnrhj3z5k5i,0,57.7,-2,2023-01-14T20:01:25.467Z,2023-01-15T09:03:57Z,3978433829,347,,3978434385,233,157,3978433827,56,Right,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470795,157,5,1,14,5,89xivtxk59uzvhdsd6miao6tm,1,42.3,102,2023-01-14T20:01:25.467Z,2023-01-15T09:03:56Z,3978434361,56,Back,3978434365,233,141,3978434363,347,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470807,158,1,1,14,25,89xivtxk59uzvhdsd6miao6tm,1,45.3,100,2023-01-14T20:01:45.629Z,2023-01-15T11:03:24Z,3978434405,107,,3978434413,212,6.6,3978434411,141,93.6,3978434407,56,Back,3978728811,189,,3978434415,213,5.2,3978434409,140,48.4,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470811,159,1,1,14,28,89xivtxk59uzvhdsd6miao6tm,1,54.3,90.7,2023-01-14T20:01:47.932Z,2023-01-15T11:03:23Z,3978434435,212,20.8,3978434431,140,35.0,3978728817,189,,3978434437,213,2.9,3979108501,178,,3978434433,141,97.4,3978434429,56,Back,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470823,160,1,1,14,30,89xivtxk59uzvhdsd6miao6tm,1,38.7,93.8,2023-01-14T20:01:50.552Z,2023-01-15T11:03:23Z,3979108473,178,,3978434475,141,49.7,3978434481,1,,3978434471,56,Back,3978434477,212,41.6,3978434479,213,3.9,3978434473,140,11.2,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470831,161,1,1,14,34,89xivtxk59uzvhdsd6miao6tm,1,13.7,60.1,2023-01-14T20:01:54.297Z,2023-01-15T11:03:22Z,3978434511,56,Back,3978434517,212,28.9,3978434519,213,5.1,3978434513,140,24.4,3979108587,178,,3978434515,141,20.9,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470853,142,45,1,14,37,547zzwqbiugzphhnrhj3z5k5i,0,73.6,87.9,2023-01-14T20:01:56.922Z,2023-01-15T11:03:21Z,3978434637,233,162,3978434619,286,,3978434617,56,Left,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470851,162,3,1,14,37,89xivtxk59uzvhdsd6miao6tm,1,26.4,12.1,2023-01-14T20:01:56.922Z,2023-01-15T11:03:20Z,3978434613,56,Back,3978729005,464,,3979108661,21,,3979108659,178,,3978434615,285,,3978434633,233,142,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470877,163,1,1,14,41,89xivtxk59uzvhdsd6miao6tm,1,43.4,12.9,2023-01-14T20:02:01.164Z,2023-01-15T11:03:19Z,3978434735,140,53.6,3979108755,178,,3978434741,213,1.0,3978434737,141,38.5,3978434739,212,20.4,3978434733,56,Center,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470881,164,1,1,14,43,89xivtxk59uzvhdsd6miao6tm,0,57.5,31.9,2023-01-14T20:02:03.628Z,2023-01-15T11:03:18Z,3978434759,140,59.9,3979108799,178,,3978434769,213,6.1,3978434765,212,2.6,3978434757,56,Center,3978434761,141,31.2,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470871,143,61,1,14,44,547zzwqbiugzphhnrhj3z5k5i,1,38.3,76.7,2023-01-14T20:02:03.875Z,2023-01-15T11:03:17Z,3979108861,178,,3978434707,56,Back,,,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470887,144,49,1,14,45,547zzwqbiugzphhnrhj3z5k5i,1,37.8,60.9,2023-01-14T20:02:05.430Z,2023-01-15T11:03:17Z,,,,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470915,145,1,1,14,47,547zzwqbiugzphhnrhj3z5k5i,1,35.5,52.5,2023-01-14T20:02:07.628Z,2023-01-15T11:03:15Z,3978434919,56,Back,3978434925,212,12.0,3978434923,141,62.0,3978434921,140,25.9,3978434927,213,2.6,3979109037,178,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470935,146,1,1,14,50,547zzwqbiugzphhnrhj3z5k5i,1,23.7,64.4,2023-01-14T20:02:10.301Z,2023-01-15T11:03:14Z,3978435019,141,39.4,3979109095,178,,3978435017,140,14.5,3978435021,212,19.6,3978435015,56,Back,3978435023,213,4.2,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470959,147,1,1,14,53,547zzwqbiugzphhnrhj3z5k5i,1,11.7,40.3,2023-01-14T20:02:12.881Z,2023-01-15T11:03:14Z,3978435077,141,11.6,3978435073,56,Back,3978435079,212,23.9,3978435075,140,24.8,3978435081,213,5.3,3979109137,178,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470977,148,1,1,14,55,547zzwqbiugzphhnrhj3z5k5i,0,20.2,6.4,2023-01-14T20:02:15.524Z,2023-01-15T11:03:13Z,3979109183,178,,3978435127,140,45.8,3978435131,212,26.9,3978435129,141,8.0,3978435133,213,0.0,3978435125,56,Back,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470995,165,49,1,14,57,89xivtxk59uzvhdsd6miao6tm,1,53.9,92.1,2023-01-14T20:02:17.009Z,2023-01-15T11:03:12Z,,,,,,,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471003,166,1,1,14,59,89xivtxk59uzvhdsd6miao6tm,0,54.5,91,2023-01-14T20:02:19.106Z,2023-01-15T11:03:11Z,3978435229,212,22.5,3978435221,140,74.7,3978435231,213,0.3,3978435219,56,Left,3979057839,178,,3978435225,141,100.0,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471111,149,5,1,15,1,547zzwqbiugzphhnrhj3z5k5i,1,27,-2,2023-01-14T20:02:21.772Z,2023-01-15T07:39:44Z,3978435725,233,167,3978435707,56,Back,3978435711,347,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471007,167,5,1,15,1,89xivtxk59uzvhdsd6miao6tm,0,73,102,2023-01-14T20:02:21.772Z,2023-01-15T07:39:45Z,3978435237,347,,3978435235,56,Left,3978435743,233,149,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471127,150,1,1,15,20,547zzwqbiugzphhnrhj3z5k5i,1,36.2,0,2023-01-14T20:02:40.483Z,2023-01-15T11:03:10Z,3978435771,107,,3978435777,141,6.8,3978435779,212,9.8,3978435773,56,Back,3978435775,140,43.6,3978435781,213,0.7,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471141,151,1,1,15,21,547zzwqbiugzphhnrhj3z5k5i,1,43.2,2.7,2023-01-14T20:02:41.546Z,2023-01-15T11:03:10Z,3978435825,140,34.4,3979059065,178,,3978435827,141,5.5,3978435831,213,2.9,3978435823,56,Back,3978435829,212,9.4,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471143,152,1,1,15,23,547zzwqbiugzphhnrhj3z5k5i,0,37.4,0.3,2023-01-14T20:02:43.560Z,2023-01-15T11:03:10Z,3978435841,56,Back,3978435847,212,11.0,3978435845,141,16.2,3979059349,178,,3978435849,213,1.7,3978435843,140,35.6,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497602733,1179,67,1,15,24,89xivtxk59uzvhdsd6miao6tm,1,61.6,91.2,2023-01-14T20:02:44.677Z,2023-01-15T11:27:33Z,3979131939,233,1405,,,,,,,,,,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497602731,1405,67,1,15,24,547zzwqbiugzphhnrhj3z5k5i,0,38.4,8.8,2023-01-14T20:02:44.678Z,2023-01-15T11:03:09Z,3979131947,233,1179,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471145,168,8,1,15,24,89xivtxk59uzvhdsd6miao6tm,1,61.5,92.9,2023-01-14T20:02:44.695Z,2023-01-15T11:27:33Z,3978730033,385,,3978435861,56,Left,3979059923,178,,,,,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471169,153,1,1,15,27,547zzwqbiugzphhnrhj3z5k5i,1,47.2,4.7,2023-01-14T20:02:47.083Z,2023-01-15T11:03:07Z,3978435965,141,37.1,3978435961,56,Back,3978435967,212,22.5,3979061069,178,,3978435969,213,1.8,3978435963,140,42.9,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471147,169,43,1,15,28,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T20:02:48.027Z,2023-01-15T00:33:02Z,3978730317,144,61,3978435869,56,Left,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471179,154,1,1,15,29,547zzwqbiugzphhnrhj3z5k5i,1,41.7,37.3,2023-01-14T20:02:49.394Z,2023-01-15T11:03:06Z,3978436037,212,27.8,3978436031,56,Back,3979061459,178,,3978436033,140,45.1,3978436039,213,1.4,3978436035,141,77.8,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471261,155,1,1,15,33,547zzwqbiugzphhnrhj3z5k5i,1,48.4,75,2023-01-14T20:02:52.963Z,2023-01-15T11:03:05Z,3978436395,212,24.0,3978436393,141,92.6,3978436389,56,Left,3978436391,140,68.2,3978436397,213,0.5,3979061625,178,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497471263,156,61,1,15,39,547zzwqbiugzphhnrhj3z5k5i,0,85.7,95.8,2023-01-14T20:02:59.771Z,2023-01-15T11:03:01Z,3979062131,178,,3978436405,56,Left,,,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
