id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value
2498652043,237,1,1,17,54,2kzl64gp8x37bon8tyxojqrr1,1,63.2,7,2023-01-19T15:19:23.509Z,2023-01-21T11:07:56Z,3984642375,141,27.3,3984642379,213,2.1,3984642373,140,56.2,3986797229,178,,3984642377,212,15.6,3984642371,56,Center,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652047,238,1,1,17,57,2kzl64gp8x37bon8tyxojqrr1,0,57.7,27.3,2023-01-19T15:19:26.437Z,2023-01-21T11:08:02Z,3984642413,1,,3984642409,212,55.2,3984642405,140,100.0,3984642403,56,Center,3986797315,178,,3984642407,141,74.2,3984642401,155,,3984642411,213,0.6,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652053,123,5,1,18,2,ebcxfnmnxrxvv6lcjsahgd38j,1,-0.6,24.9,2023-01-19T15:19:30.971Z,2023-01-21T11:08:09Z,3984642433,346,,3984642435,233,239,3984642431,56,Back,,,,,,,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652049,239,5,1,18,2,2kzl64gp8x37bon8tyxojqrr1,0,100.6,75.1,2023-01-19T15:19:30.971Z,2023-01-21T11:08:09Z,3984642417,346,,3984642415,56,Center,3984642439,233,123,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652133,124,1,1,18,25,ebcxfnmnxrxvv6lcjsahgd38j,1,5.1,52.3,2023-01-19T15:19:54.541Z,2023-01-21T11:08:13Z,3984642827,141,87.2,3984642821,124,,3984642831,213,1.3,3984642829,212,24.8,3984642825,140,12.1,3984642823,56,Back,3984642835,237,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652143,125,1,1,18,31,ebcxfnmnxrxvv6lcjsahgd38j,0,24.7,92.9,2023-01-19T15:20:00.528Z,2023-01-21T11:08:17Z,3984642913,1,,3984642905,140,68.7,3984642909,212,51.5,3984642903,56,Center,3984642907,141,59.5,3984642901,155,,3984642911,213,5.8,3986797451,178,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652151,240,1,1,18,34,2kzl64gp8x37bon8tyxojqrr1,0,31.2,41.9,2023-01-19T15:20:03.565Z,2023-01-21T11:08:22Z,3984642951,213,6.0,3984642941,3,,3986797523,388,,3984642947,141,34.0,3984642943,56,Center,3984642949,212,22.3,3984642945,140,51.8,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652157,126,1,1,18,36,ebcxfnmnxrxvv6lcjsahgd38j,0,45.9,68.5,2023-01-19T15:20:05.205Z,2023-01-21T11:08:26Z,3984642987,140,61.6,3984642991,212,16.5,3984642983,3,,3984642993,213,0.0,3986797579,388,,3984642985,56,Center,3984642989,141,69.1,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652161,241,1,1,18,38,2kzl64gp8x37bon8tyxojqrr1,1,34.8,27.6,2023-01-19T15:20:07.081Z,2023-01-21T11:08:31Z,3984643007,3,,3984643011,140,44.7,3984643017,213,0.8,3984643009,56,Back,3984643013,141,43.9,3986797659,388,,3984643015,212,15.2,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652165,242,49,1,18,39,2kzl64gp8x37bon8tyxojqrr1,1,38.8,55.4,2023-01-19T15:20:08.222Z,2023-01-21T11:08:38Z,,,,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652171,243,1,1,18,40,2kzl64gp8x37bon8tyxojqrr1,1,38.8,55.4,2023-01-19T15:20:09.665Z,2023-01-21T11:08:47Z,3984643063,56,Back,3984643069,212,14.4,3984643065,140,38.9,3984643071,213,1.6,3984643067,141,76.6,3986797807,178,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652177,244,1,1,18,45,2kzl64gp8x37bon8tyxojqrr1,1,47.1,78.7,2023-01-19T15:20:14.467Z,2023-01-21T11:08:58Z,3984643113,141,72.4,3984643109,56,Back,3984643115,212,7.8,3984643117,213,3.7,3984643111,140,40.9,3986798033,178,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652181,245,1,1,18,48,2kzl64gp8x37bon8tyxojqrr1,1,40.9,64.9,2023-01-19T15:20:17.566Z,2023-01-21T11:09:02Z,3984643139,212,19.9,3984643135,140,59.8,3984643133,56,Center,3984643137,141,62.1,3984643141,213,6.2,3986798105,178,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652185,246,1,1,18,50,2kzl64gp8x37bon8tyxojqrr1,0,60.1,62.6,2023-01-19T15:20:19.728Z,2023-01-21T11:09:09Z,3984643167,4,,3984643159,140,78.3,3984643161,141,64.5,3986798199,178,,3984643157,56,Center,3984643165,213,0.1,3984643163,212,19.2,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652189,127,8,1,18,51,ebcxfnmnxrxvv6lcjsahgd38j,1,25.1,33.6,2023-01-19T15:20:20.881Z,2023-01-21T11:09:22Z,3986798285,178,,3985461553,385,,3984643185,56,Back,,,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498806593,811,61,1,18,52,ebcxfnmnxrxvv6lcjsahgd38j,1,21.7,43.8,2023-01-19T15:20:21.110Z,2023-01-21T11:09:29Z,3985461681,56,Back,3986798329,178,,,,,,,,,,,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652203,128,52,1,18,53,ebcxfnmnxrxvv6lcjsahgd38j,1,9.8,45.2,2023-01-19T15:20:22.681Z,2023-01-21T11:09:34Z,3985461699,376,,3986798367,389,,,,,,,,,,,,,,,,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652217,129,1,1,18,59,ebcxfnmnxrxvv6lcjsahgd38j,1,13.8,53.1,2023-01-19T15:20:28.254Z,2023-01-21T11:09:49Z,3986798577,178,,3984643327,123,,3984643337,213,0.1,3984643331,140,24.9,3984643333,141,54.8,3984643329,56,Back,3984643335,212,11.7,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652229,130,1,1,19,2,ebcxfnmnxrxvv6lcjsahgd38j,1,24.9,54.8,2023-01-19T15:20:31.292Z,2023-01-21T11:09:53Z,3984643385,141,83.8,3984643389,213,1.6,3984643383,140,25.2,3986798619,178,,3984643387,212,19.7,3984643381,56,Back,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652233,131,1,1,19,6,ebcxfnmnxrxvv6lcjsahgd38j,0,29.5,89.4,2023-01-19T15:20:35.849Z,2023-01-21T11:09:57Z,3984643399,56,Center,3986798717,178,,3984643419,1,,3984643415,213,5.9,3984643403,140,64.5,3984643407,141,66.9,3984643397,155,,3984643411,212,39.8,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652239,247,44,1,19,9,2kzl64gp8x37bon8tyxojqrr1,1,32,36,2023-01-19T15:20:38.468Z,2023-01-21T11:35:07Z,3984643451,233,132,3984643435,285,,3984643433,56,Back,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652237,132,44,1,19,9,ebcxfnmnxrxvv6lcjsahgd38j,0,68,64,2023-01-19T15:20:38.469Z,2023-01-21T11:10:11Z,3984643429,56,Center,3984643431,286,,3984643457,233,247,,,,,,,,,,,,,,,,9q7c1bn4dgyhoqto46puqeevp,M. Pavkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652243,248,1,1,19,9,2kzl64gp8x37bon8tyxojqrr1,0,28.4,38.9,2023-01-19T15:20:38.521Z,2023-01-21T11:35:07Z,3984643441,56,Back,3984643447,212,2.0,3984643445,141,38.3,3984643449,213,6.1,3984643439,3,,3986798971,388,,3984643443,140,30.3,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652241,133,61,1,19,9,ebcxfnmnxrxvv6lcjsahgd38j,1,64.5,66.9,2023-01-19T15:20:38.543Z,2023-01-21T11:10:26Z,3984643437,56,Center,3986799095,178,,3986799093,21,,,,,,,,,,,,,,,,,9q7c1bn4dgyhoqto46puqeevp,M. Pavkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652245,249,49,1,19,10,2kzl64gp8x37bon8tyxojqrr1,1,38.4,42.2,2023-01-19T15:20:39.789Z,2023-01-21T11:10:32Z,,,,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652253,250,50,1,19,11,2kzl64gp8x37bon8tyxojqrr1,1,39.6,40.5,2023-01-19T15:20:40.785Z,2023-01-21T11:10:57Z,3984643505,233,134,3984643491,56,Back,3984643493,286,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652247,134,7,1,19,11,ebcxfnmnxrxvv6lcjsahgd38j,0,60.4,59.5,2023-01-19T15:20:40.824Z,2023-01-21T11:11:03Z,3986799607,178,,3984643465,285,,3985462063,383,,3984643499,233,250,3984643463,56,Center,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652261,135,4,1,19,14,ebcxfnmnxrxvv6lcjsahgd38j,1,58.8,29.9,2023-01-19T15:20:43.573Z,2023-01-21T11:11:12Z,3984643571,233,251,3984643541,152,,3984643537,13,,3985462211,295,,3984643539,56,Center,3984643545,286,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652263,251,4,1,19,14,2kzl64gp8x37bon8tyxojqrr1,0,41.2,70.1,2023-01-19T15:20:43.574Z,2023-01-21T11:11:11Z,3984643563,152,,3986799655,178,,3985462217,295,,3984643567,285,,3984643575,233,135,3984643561,56,Back,3984643559,13,,,,,7us8hoqv66v0fqos94zxijk2y,Haroune Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652293,137,1,1,19,29,ebcxfnmnxrxvv6lcjsahgd38j,1,57.4,25.8,2023-01-19T15:20:58.203Z,2023-01-21T11:45:07Z,3986799959,178,,3984643739,5,,3984643745,140,59.4,3984659167,189,,3984643751,213,4.9,3984643741,152,,3984643743,56,Right,3984643749,212,13.8,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,3984643747,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652297,138,61,1,19,37,ebcxfnmnxrxvv6lcjsahgd38j,0,62.1,5.4,2023-01-19T15:21:06.281Z,2023-01-21T11:11:59Z,3986800287,178,,3984643767,56,Right,,,,,,,,,,,,,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652299,139,5,1,19,39,ebcxfnmnxrxvv6lcjsahgd38j,0,70.3,-0.8,2023-01-19T15:21:08.045Z,2023-01-21T11:12:06Z,3984643777,233,252,3984643771,347,,3984643769,56,Right,,,,,,,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652291,252,5,1,19,39,2kzl64gp8x37bon8tyxojqrr1,1,29.7,100.8,2023-01-19T15:21:08.045Z,2023-01-21T11:12:06Z,3984643733,56,Back,3984643773,233,139,3984643735,347,,,,,,,,,,,,,,,,,7us8hoqv66v0fqos94zxijk2y,Haroune Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652311,253,1,1,19,47,2kzl64gp8x37bon8tyxojqrr1,1,23.6,100,2023-01-19T15:21:16.238Z,2023-01-21T11:12:14Z,3984643865,213,3.8,3984643857,56,Back,3984643863,212,15.7,3984643859,140,11.8,3984643861,141,87.8,3984643855,107,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652313,254,1,1,19,50,2kzl64gp8x37bon8tyxojqrr1,1,10.4,86.8,2023-01-19T15:21:19.129Z,2023-01-21T11:12:17Z,3984643875,56,Back,3984643879,141,52.2,3984643881,212,27.8,3984643883,213,5.3,3984643877,140,24.5,3986800493,178,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652319,255,1,1,19,56,2kzl64gp8x37bon8tyxojqrr1,1,34.3,31,2023-01-19T15:21:24.989Z,2023-01-21T11:12:23Z,3986800543,178,,3984643917,140,39.2,3984643923,213,5.0,3984643921,212,17.1,3984643919,141,7.0,3984643915,56,Back,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652323,256,1,1,19,59,2kzl64gp8x37bon8tyxojqrr1,1,37.8,17.4,2023-01-19T15:21:28.226Z,2023-01-21T11:12:30Z,3984643949,213,2.9,3984643945,141,20.7,3986800623,178,,3984643943,140,30.4,3984643941,56,Back,3984643947,212,8.1,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652325,257,1,1,20,1,2kzl64gp8x37bon8tyxojqrr1,0,31,27.4,2023-01-19T15:21:30.551Z,2023-01-21T11:12:35Z,3984643953,56,Center,3984643959,212,41.9,3984643961,213,0.9,3984643955,140,55.4,3984643963,1,,3986800707,178,,3984643957,141,76.1,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652333,141,49,1,20,4,ebcxfnmnxrxvv6lcjsahgd38j,1,41.5,28.7,2023-01-19T15:21:33.355Z,2023-01-21T11:12:56Z,,,,,,,,,,,,,,,,,,,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652331,140,43,1,20,4,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-01-19T15:21:33.828Z,2023-01-19T15:21:47Z,3984644227,144,49,,,,,,,,,,,,,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652339,142,1,1,20,5,ebcxfnmnxrxvv6lcjsahgd38j,1,41.5,28.7,2023-01-19T15:21:34.230Z,2023-01-21T11:13:02Z,3984644037,213,1.1,3984644031,140,46.1,3984644033,141,42.5,3984644029,56,Back,3986801083,178,,3984644035,212,10.6,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652341,143,1,1,20,6,ebcxfnmnxrxvv6lcjsahgd38j,1,46.1,42.5,2023-01-19T15:21:35.694Z,2023-01-21T11:13:07Z,3986801113,178,,3984644043,56,Back,3984644049,212,24.4,3984644045,140,37.9,3984644051,213,1.9,3984644047,141,76.0,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652349,144,1,1,20,9,ebcxfnmnxrxvv6lcjsahgd38j,1,37.9,76,2023-01-19T15:21:37.916Z,2023-01-21T11:13:10Z,3984644103,213,1.0,3984644099,141,89.5,3984644095,56,Back,3984644097,140,43.1,3986801147,178,,3984644101,212,10.7,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652357,145,1,1,20,11,ebcxfnmnxrxvv6lcjsahgd38j,1,43.1,89.5,2023-01-19T15:21:40.841Z,2023-01-21T11:13:14Z,3984644145,212,8.1,3984644143,141,77.6,3984644137,56,Back,3984644147,213,4.7,3984644141,140,42.7,3986801181,178,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652365,146,1,1,20,13,ebcxfnmnxrxvv6lcjsahgd38j,1,42.7,77.6,2023-01-19T15:21:42.067Z,2023-01-21T11:13:17Z,3986801193,178,,3984644191,140,35.9,3984644197,213,2.6,3984644193,141,84.1,3984644195,212,8.4,3984644189,56,Back,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652375,147,1,1,20,16,ebcxfnmnxrxvv6lcjsahgd38j,1,35.9,84.1,2023-01-19T15:21:45.537Z,2023-01-21T11:13:22Z,3984644239,213,0.8,3984644235,141,95.9,3984644233,140,43.8,3984644237,212,11.5,3986801255,178,,3984644231,56,Back,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652381,148,1,1,20,21,ebcxfnmnxrxvv6lcjsahgd38j,1,53.5,94.1,2023-01-19T15:21:50.737Z,2023-01-21T11:13:28Z,3984644269,140,52.1,3984644271,141,83.3,3986801341,178,,3984644273,212,7.5,3984644267,56,Left,3984644275,213,4.5,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652391,149,1,1,20,23,ebcxfnmnxrxvv6lcjsahgd38j,1,49.4,83.8,2023-01-19T15:21:52.109Z,2023-01-21T11:13:38Z,3984644337,213,3.2,3984644331,140,36.1,3984644335,212,14.0,3986801405,178,,3984644333,141,83.0,3984644329,56,Back,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652403,150,1,1,20,26,ebcxfnmnxrxvv6lcjsahgd38j,1,36.1,83,2023-01-19T15:21:55.738Z,2023-01-21T11:13:43Z,3984644377,140,42.2,3984644383,213,0.1,3984644375,56,Back,3984644379,141,84.1,3984644381,212,6.4,3986801447,178,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652415,151,1,1,20,27,ebcxfnmnxrxvv6lcjsahgd38j,1,42.2,84.1,2023-01-19T15:21:56.538Z,2023-01-21T11:13:46Z,3984644427,140,31.5,3984644431,212,11.3,3986801489,178,,3984644425,56,Back,3984644433,213,3.2,3984644429,141,82.8,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652429,152,1,1,20,33,ebcxfnmnxrxvv6lcjsahgd38j,0,34.4,94.4,2023-01-19T15:22:02.481Z,2023-01-21T11:13:52Z,3984644507,141,51.6,3984644501,155,,3984644511,213,5.6,3984644513,1,,3984644509,212,46.1,3984644505,140,68.4,3984644503,56,Center,3986801525,178,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652433,258,1,1,20,36,2kzl64gp8x37bon8tyxojqrr1,1,29.7,50,2023-01-19T15:22:05.490Z,2023-01-21T11:14:01Z,3984644543,213,6.2,3984644533,3,,3984644539,141,47.5,3984644535,56,Back,3986801617,178,,3984644541,212,16.2,3984644537,140,45.0,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652435,259,49,1,20,38,2kzl64gp8x37bon8tyxojqrr1,1,44.5,48.4,2023-01-19T15:22:06.915Z,2023-01-21T11:14:21Z,,,,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498806799,995,3,1,20,38,2kzl64gp8x37bon8tyxojqrr1,0,42.8,43.2,2023-01-19T15:22:06.991Z,2023-01-21T11:14:17Z,3986801823,178,,3985462723,56,Back,3985462729,467,5zmh9fz8vr0jcgt8zic0vyve2,3985462725,286,,3985462727,464,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652445,260,4,1,20,38,2kzl64gp8x37bon8tyxojqrr1,1,35.5,48.8,2023-01-19T15:22:07.665Z,2023-01-21T11:14:30Z,3984644611,233,153,3984644581,152,,3984644579,56,Back,3984644585,286,,3984644583,265,,3984644577,13,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652447,153,4,1,20,38,ebcxfnmnxrxvv6lcjsahgd38j,0,64.5,51.2,2023-01-19T15:22:07.666Z,2023-01-21T11:14:30Z,3984644597,56,Center,3984644601,265,,3986801997,178,,3984644615,233,260,3984644619,285,,3984644599,152,,3984644595,13,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652481,261,1,1,20,51,2kzl64gp8x37bon8tyxojqrr1,1,38.4,59,2023-01-19T15:22:19.963Z,2023-01-21T11:14:40Z,3984644797,5,,3984644801,56,Back,3984644807,212,19.6,3986802151,178,,3984644803,140,42.6,3984644799,152,,3984644805,141,30.9,3984644809,213,4.9,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652485,262,1,1,20,56,2kzl64gp8x37bon8tyxojqrr1,1,54,25.5,2023-01-19T15:22:25.425Z,2023-01-21T11:14:45Z,3986802227,178,,3984644829,141,21.3,3984644825,56,Center,3984644833,213,5.9,3984644831,212,7.1,3984644827,140,60.2,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652487,263,1,1,20,57,2kzl64gp8x37bon8tyxojqrr1,1,60.2,21.3,2023-01-19T15:22:26.101Z,2023-01-21T11:14:54Z,3984644871,141,27.3,3984644869,140,52.8,3984644873,212,8.8,3984644875,213,2.7,3984644867,56,Center,3986802389,178,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652489,264,1,1,21,0,2kzl64gp8x37bon8tyxojqrr1,1,57.4,28.2,2023-01-19T15:22:29.441Z,2023-01-21T11:15:03Z,3984644893,140,46.0,3984644899,213,2.8,3984644895,141,35.1,3986802471,178,,3984644891,56,Back,3984644897,212,12.9,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652493,265,1,1,21,2,2kzl64gp8x37bon8tyxojqrr1,1,47.8,40.9,2023-01-19T15:22:31.722Z,2023-01-21T11:15:07Z,3984644927,141,70.8,3984644931,213,1.2,3984644929,212,21.5,3984644925,140,54.6,3986802515,178,,3984644923,56,Center,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652495,266,1,1,21,5,2kzl64gp8x37bon8tyxojqrr1,1,55.4,70.3,2023-01-19T15:22:34.438Z,2023-01-21T11:15:11Z,3986802577,178,,3984644943,213,1.2,3984644935,56,Left,3984644939,141,96.2,3984644937,140,61.6,3984644941,212,18.8,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652503,267,1,1,21,8,2kzl64gp8x37bon8tyxojqrr1,1,61.6,96.3,2023-01-19T15:22:37.074Z,2023-01-21T11:15:18Z,3984644991,213,5.2,3984644987,141,75.7,3986802689,178,,3984644985,140,68.6,3984644989,212,15.8,3984644983,56,Center,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498652521,268,1,1,21,10,2kzl64gp8x37bon8tyxojqrr1,1,68.9,75.7,2023-01-19T15:22:39.273Z,2023-01-21T11:15:34Z,3984645075,141,65.7,3984645071,140,72.0,3984645067,56,Center,3986802877,178,,3984645081,212,7.5,3984645085,213,5.2,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
