id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2546353247,134,1,1,14,26,o1iwuxbv233ayidxpibbxy59,1,27.4,79.6,2023-05-09T16:14:45.914Z,2023-05-09T16:14:48Z,4264978409,140,34.3,4264978407,56,Back,4264978415,213,5.6,4264978413,212,9.7,4264978411,141,70.2,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353325,135,1,1,14,34,o1iwuxbv233ayidxpibbxy59,1,46.2,62.3,2023-05-09T16:14:53.962Z,2023-05-09T16:14:58Z,4264978865,56,Left,4264978869,141,95.2,4264978867,140,63.5,4264978873,213,0.9,4264978871,212,28.8,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353349,136,1,1,14,38,o1iwuxbv233ayidxpibbxy59,1,60.1,90.9,2023-05-09T16:14:58.442Z,2023-05-09T16:15:00Z,4264979013,213,4.2,4264979011,212,15.3,4264979009,141,70.9,4264979007,140,53.5,4264979005,56,Center,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353379,137,1,1,14,40,o1iwuxbv233ayidxpibbxy59,1,52,68.1,2023-05-09T16:15:00.458Z,2023-05-09T16:15:03Z,4264979167,213,4.4,4264979161,140,43.1,4264979165,212,27.1,4264979163,141,30.7,4264979159,56,Back,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353409,138,1,1,14,43,o1iwuxbv233ayidxpibbxy59,1,44.7,26.3,2023-05-09T16:15:03.467Z,2023-05-09T16:15:08Z,4264979385,213,5.7,4264979383,212,28.0,4264979381,141,3.2,4264979377,56,Right,4264979379,140,66.8,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353427,139,2,1,14,48,o1iwuxbv233ayidxpibbxy59,1,70.9,23.9,2023-05-09T16:15:08.459Z,2023-05-09T16:15:27Z,4264979475,56,Center,4264979479,141,27.7,4264979477,140,81.5,4264979855,7,9f8pdf7j05xb111c5lunzgvyt,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353495,150,55,1,14,48,6ttwlm6op92r4670oayg5md7h,1,23.1,30.7,2023-05-09T16:15:08.460Z,2023-05-09T16:19:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353431,140,43,1,14,51,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-05-09T16:15:11.163Z,2023-05-09T16:15:22Z,4264979507,213,1.3,4264979501,140,90.8,4264979503,141,48.6,4264979505,212,13.5,4264979499,56,Center,4264979833,144,1,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353439,148,43,1,14,53,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-05-09T16:15:13.257Z,2023-05-09T16:15:20Z,4264979775,144,8,4264979533,56,Back,,,,,,,,,,,,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353451,149,43,1,14,56,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-05-09T16:15:16.296Z,2023-05-09T16:15:19Z,4264979577,346,0,4264979691,144,5,4264979575,56,Back,,,,,,,,,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353683,151,1,1,15,20,6ttwlm6op92r4670oayg5md7h,0,14.9,29.7,2023-05-09T16:15:39.705Z,2023-05-09T16:15:47Z,4264981191,189,,4264981017,1,,4264980991,5,,4264981005,141,18.5,4264980995,241,,4264980993,157,,4264981013,213,6.1,4264980999,140,59.9,6veqhleq95267xca919eg02j9,S. Lung,4264981009,212,4264980997,56,Right,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353679,141,49,1,15,23,o1iwuxbv233ayidxpibbxy59,1,47.3,79.7,2023-05-09T16:15:43.596Z,2023-05-09T16:15:43Z,,,,,,,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353703,142,1,1,15,24,o1iwuxbv233ayidxpibbxy59,1,47.3,79.7,2023-05-09T16:15:43.852Z,2023-05-09T16:15:45Z,4264981121,213,5.6,4264981119,212,7.4,4264981117,141,73.1,4264981115,140,52.9,4264981113,56,Center,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353749,143,1,1,15,25,o1iwuxbv233ayidxpibbxy59,1,53,73.1,2023-05-09T16:15:44.907Z,2023-05-09T16:15:51Z,4264981393,213,0.4,4264981385,56,Center,4264981389,141,77.5,4264981387,140,60.5,4264981391,212,8.4,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353751,144,61,1,15,30,o1iwuxbv233ayidxpibbxy59,0,60.7,77.5,2023-05-09T16:15:50.196Z,2023-05-09T16:15:54Z,4264981397,56,Center,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353773,152,4,1,15,31,6ttwlm6op92r4670oayg5md7h,1,38.4,21.4,2023-05-09T16:15:50.794Z,2023-05-09T16:15:54Z,4264981519,286,,4264981517,265,,4264981515,152,,4264981513,56,Back,4264981535,233,145,4264981511,13,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353763,145,4,1,15,31,o1iwuxbv233ayidxpibbxy59,0,61.6,78.6,2023-05-09T16:15:50.795Z,2023-05-09T16:15:54Z,4264981469,285,,4264981467,265,,4264981461,13,,4264981463,56,Center,4264981465,152,,4264981543,233,152,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354543,157,17,1,15,40,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-05-09T16:16:00.039Z,2023-05-09T16:18:28Z,4264988811,189,,4264985695,31,,4264985699,392,,4264985703,13,243,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354165,153,1,1,16,14,6ttwlm6op92r4670oayg5md7h,1,37.6,20.4,2023-05-09T16:16:33.659Z,2023-05-09T16:16:35Z,4264983657,212,30.8,4264983659,213,1.8,4264983647,5,,4264983649,152,,4264983651,56,Back,4264983655,141,64.2,4264983653,140,30.2,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354183,154,1,1,16,15,6ttwlm6op92r4670oayg5md7h,1,30.2,64.2,2023-05-09T16:16:35.035Z,2023-05-09T16:16:37Z,4264983737,213,1.1,4264983729,56,Back,4264983731,140,39.8,4264983733,141,96.3,4264983735,212,24.0,,,,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354197,155,1,1,16,18,6ttwlm6op92r4670oayg5md7h,1,39.8,96.3,2023-05-09T16:16:37.851Z,2023-05-09T16:16:39Z,4264983789,212,16.0,4264983787,141,97.5,4264983791,213,0.1,4264983783,56,Left,4264983785,140,55.0,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354201,156,3,1,16,19,6ttwlm6op92r4670oayg5md7h,0,55,97.5,2023-05-09T16:16:39.547Z,2023-05-09T16:16:40Z,4264983807,56,Left,4264983809,286,,4264983823,211,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354211,146,49,1,16,22,o1iwuxbv233ayidxpibbxy59,1,32.7,10.2,2023-05-09T16:16:41.998Z,2023-05-09T16:16:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354255,147,1,1,16,22,o1iwuxbv233ayidxpibbxy59,1,33.1,10.7,2023-05-09T16:16:42.558Z,2023-05-09T16:16:46Z,4264984093,212,8.1,4264984095,213,0.5,4264984091,141,16.8,4264984087,56,Back,4264984089,140,39.7,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354287,148,1,1,16,27,o1iwuxbv233ayidxpibbxy59,1,41.2,32.8,2023-05-09T16:16:46.830Z,2023-05-09T16:16:49Z,4264984253,213,1.9,4264984251,212,24.2,4264984247,140,33.3,4264984249,141,66.3,4264984245,56,Back,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354373,149,1,1,16,29,o1iwuxbv233ayidxpibbxy59,1,34.6,71.6,2023-05-09T16:16:49.550Z,2023-05-09T16:16:58Z,4264984735,56,Back,4264984741,212,19.1,4264984739,141,92.3,4264984737,140,46.9,4264984743,213,0.8,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354377,150,4,1,16,38,o1iwuxbv233ayidxpibbxy59,1,53.6,95.9,2023-05-09T16:16:58.127Z,2023-05-09T16:20:44Z,4264984771,286,,4264984759,56,Left,4264984765,152,,4264984955,233,157,4264994423,294,,4264984755,13,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354403,157,4,1,16,38,6ttwlm6op92r4670oayg5md7h,0,46.4,4.1,2023-05-09T16:16:58.128Z,2023-05-09T16:17:02Z,4264984939,285,,4264984937,152,,4264984987,233,150,4264984935,56,Back,4264984933,294,,4264984931,13,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354431,151,1,1,16,42,o1iwuxbv233ayidxpibbxy59,1,52.4,93.7,2023-05-09T16:17:02.463Z,2023-05-09T16:17:04Z,4264985105,5,,4264985117,213,3.6,4264985109,56,Back,4264985107,152,,4264985111,140,40.1,4264985113,141,84.3,4264985115,212,14.4,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354443,152,1,1,16,45,o1iwuxbv233ayidxpibbxy59,1,40.1,83.6,2023-05-09T16:17:04.639Z,2023-05-09T16:17:05Z,4264985181,141,74.0,4264985183,212,7.8,4264985185,213,5.3,4264985179,140,44.1,4264985177,56,Back,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354455,153,1,1,16,46,o1iwuxbv233ayidxpibbxy59,1,44.1,74,2023-05-09T16:17:05.663Z,2023-05-09T16:17:06Z,4264985251,141,85.5,4264985253,212,10.0,4264985255,213,2.2,4264985249,140,38.2,4264985247,56,Back,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354491,154,1,1,16,47,o1iwuxbv233ayidxpibbxy59,1,38.2,85.5,2023-05-09T16:17:06.783Z,2023-05-09T16:17:10Z,4264985443,213,0.8,4264985441,212,6.9,4264985437,140,42.9,4264985439,141,92.6,4264985435,56,Back,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354507,155,1,1,16,50,o1iwuxbv233ayidxpibbxy59,1,43.1,92.1,2023-05-09T16:17:10.079Z,2023-05-09T16:17:11Z,4264985503,140,38.0,4264985505,141,82.2,4264985501,56,Back,4264985509,213,4.0,4264985507,212,8.6,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354537,156,1,1,16,52,o1iwuxbv233ayidxpibbxy59,1,38.7,80.6,2023-05-09T16:17:11.711Z,2023-05-09T16:17:15Z,4264985647,140,43.0,4264985649,141,29.7,4264985651,212,34.9,4264985655,1,,4264985653,213,4.8,4264985645,56,Back,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354571,158,1,1,16,57,o1iwuxbv233ayidxpibbxy59,1,45.3,29.7,2023-05-09T16:17:16.687Z,2023-05-09T16:17:19Z,4264985869,56,Center,4264985877,213,0.4,4264985875,212,19.7,4264985873,141,40.3,4264985871,140,62.8,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354593,159,1,1,17,1,o1iwuxbv233ayidxpibbxy59,1,68.1,31.9,2023-05-09T16:17:21.503Z,2023-05-09T16:17:22Z,4264985983,140,68.9,4264985985,141,9.3,4264985989,213,4.8,4264985987,212,15.4,4264985981,56,Right,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354605,160,1,1,17,2,o1iwuxbv233ayidxpibbxy59,1,68.9,9,2023-05-09T16:17:22.351Z,2023-05-09T16:17:23Z,4264986053,140,72.1,4264986055,141,3.7,4264986051,56,Right,4264986059,213,5.5,4264986057,212,4.9,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354615,161,1,1,17,3,o1iwuxbv233ayidxpibbxy59,1,72.3,3.9,2023-05-09T16:17:23.279Z,2023-05-09T16:17:24Z,4264986121,141,13.3,4264986125,213,2.3,4264986123,212,8.7,4264986117,56,Right,4264986119,140,66.7,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354623,162,1,1,17,4,o1iwuxbv233ayidxpibbxy59,1,66.6,13.3,2023-05-09T16:17:24.287Z,2023-05-09T16:17:25Z,4264986173,140,64.7,4264986175,141,5.3,4264986171,56,Right,4264986179,213,4.4,4264986177,212,5.8,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354653,163,1,1,17,5,o1iwuxbv233ayidxpibbxy59,1,63.4,6.5,2023-05-09T16:17:25.327Z,2023-05-09T16:17:29Z,4264986361,141,36.1,4264986365,213,2.1,4264986363,212,23.3,4264986357,56,Center,4264986359,140,52.2,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354675,164,1,1,17,10,o1iwuxbv233ayidxpibbxy59,1,56.4,44.6,2023-05-09T16:17:29.632Z,2023-05-09T16:17:32Z,4264986499,141,89.3,4264986507,213,1.2,4264986509,1,,4264986503,212,33.1,4264986493,56,Left,4264986495,140,68.9,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354679,165,1,1,17,12,o1iwuxbv233ayidxpibbxy59,0,74.9,83.6,2023-05-09T16:17:32.415Z,2023-05-09T16:18:15Z,4264986523,141,72.8,4264986525,212,8.2,4264986521,140,78.3,4264986527,213,5.2,4264986519,56,Center,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354687,158,8,1,17,15,6ttwlm6op92r4670oayg5md7h,1,22.5,28,2023-05-09T16:17:35.069Z,2023-05-09T16:18:48Z,4264986589,56,Back,,,,,,,,,,,,,,,,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354711,159,44,1,17,16,6ttwlm6op92r4670oayg5md7h,1,25,36.2,2023-05-09T16:17:36.220Z,2023-05-09T16:17:38Z,4264986711,56,Back,4264986713,285,,4264986789,233,166,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354713,166,44,1,17,16,o1iwuxbv233ayidxpibbxy59,0,75,63.8,2023-05-09T16:17:36.221Z,2023-05-09T16:17:38Z,4264986735,286,,4264986801,233,159,4264986733,56,Center,,,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354717,160,1,1,17,17,6ttwlm6op92r4670oayg5md7h,0,23.2,38.6,2023-05-09T16:17:37.596Z,2023-05-09T16:18:54Z,4264986765,213,0,4264986761,212,4.3,4264986755,56,Back,4264986753,3,,4264986759,141,38.6,4264986757,140,27.3,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354729,167,1,1,17,19,o1iwuxbv233ayidxpibbxy59,1,77.9,61.3,2023-05-09T16:17:39.392Z,2023-05-09T16:17:40Z,4264986857,141,60.8,4264986859,212,6.3,4264986855,140,71.9,4264986853,56,Center,4264986861,213,3.2,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354751,168,1,1,17,20,o1iwuxbv233ayidxpibbxy59,1,71.9,60.8,2023-05-09T16:17:40.272Z,2023-05-09T16:17:42Z,4264986959,56,Center,4264986965,212,23.9,4264986963,141,26.0,4264986961,140,75.1,4264986967,213,4.9,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354763,169,1,1,17,22,o1iwuxbv233ayidxpibbxy59,1,75.4,25.3,2023-05-09T16:17:42.544Z,2023-05-09T16:17:43Z,4264987021,213,5.1,4264987019,212,9.4,4264987017,141,12.3,4264987015,140,78.5,4264987013,56,Right,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354797,170,1,1,17,24,o1iwuxbv233ayidxpibbxy59,1,78.6,12.1,2023-05-09T16:17:43.761Z,2023-05-09T16:19:40Z,4264987175,141,26.2,4264987173,140,87.4,4264987177,212,13.3,4264987179,213,0.8,4264987171,56,Center,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354807,171,3,1,17,27,o1iwuxbv233ayidxpibbxy59,0,91,26.3,2023-05-09T16:17:46.624Z,2023-05-09T16:17:47Z,4264987243,211,,4264987223,286,,4264987221,56,Center,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354827,161,12,1,17,27,6ttwlm6op92r4670oayg5md7h,1,3.3,67.8,2023-05-09T16:17:47.052Z,2023-05-09T16:19:30Z,4264987339,167,,4264987327,140,0.0,4264987329,141,84.7,4264987331,212,12.2,4264987333,213,1.9,4264987325,56,Back,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354829,162,6,1,17,28,6ttwlm6op92r4670oayg5md7h,0,4.2,79.2,2023-05-09T16:17:47.953Z,2023-05-09T16:19:01Z,4264987335,56,Back,4264987369,233,172,4264987337,73,,,,,,,,,,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546354819,172,6,1,17,28,o1iwuxbv233ayidxpibbxy59,1,95.8,20.8,2023-05-09T16:17:47.953Z,2023-05-09T16:17:50Z,4264987287,75,,4264987285,56,Right,4264987349,233,162,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355089,174,1,1,18,9,o1iwuxbv233ayidxpibbxy59,1,99.5,0.6,2023-05-09T16:18:29.554Z,2023-05-09T16:18:55Z,4264988947,2,,4264988949,6,,4264988955,56,Center,4264988965,1,,4264988959,141,50.2,4264988957,140,89.1,4264988953,224,,4264988951,155,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,4264988963,213,4264989937,210,13,1.9,1,4264989939,154,4264988961,212,,,,,,,,,,,,,,,35.5,,,,,,
2546355173,178,44,1,18,10,o1iwuxbv233ayidxpibbxy59,1,90.4,52.4,2023-05-09T16:18:29.826Z,2023-05-09T18:15:53Z,4264989553,233,163,4264989543,286,,4264989541,56,Center,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355087,163,44,1,18,10,6ttwlm6op92r4670oayg5md7h,0,9.6,47.6,2023-05-09T16:18:29.827Z,2023-05-09T16:18:46Z,4264988943,56,Back,4264988945,285,,4264989591,233,178,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355101,175,13,1,18,12,o1iwuxbv233ayidxpibbxy59,1,89.9,51.2,2023-05-09T16:18:32.186Z,2023-05-09T16:18:55Z,4264989961,55,174,4264989355,17,,4264989971,103,59.7,4264989973,230,99.4,4264989861,328,,4264989959,154,,4264989957,29,,4264989847,15,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,4264989975,231,4264989967,102,48.6,49.8,,4264989035,56,4264989845,25,4264989955,85,,,,,,,,,,,,,,Center,,,,,
2546355103,176,43,1,18,14,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-05-09T16:18:33.842Z,2023-05-09T16:18:36Z,4264989051,17,0,4264989053,56,Center,4264989049,22,0,4264989059,252,0,4264989121,144,39,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355097,164,5,1,18,14,6ttwlm6op92r4670oayg5md7h,1,-1.4,50.3,2023-05-09T16:18:34.014Z,2023-05-09T16:18:59Z,4264989019,346,,4264989017,56,Back,4264990283,233,177,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355151,177,5,1,18,14,o1iwuxbv233ayidxpibbxy59,0,101.4,49.7,2023-05-09T16:18:34.014Z,2023-05-09T16:19:00Z,4264989417,56,Center,4264989419,346,,4264990289,233,164,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355325,165,1,1,18,45,6ttwlm6op92r4670oayg5md7h,1,5.4,46,2023-05-09T16:19:05.439Z,2023-05-09T16:19:10Z,4264990605,212,52.3,4264990603,141,20.9,4264990601,140,52.5,4264990597,124,,4264990599,56,Right,4264990607,213,6.0,4264990609,1,,4264990613,74,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355357,166,1,1,18,50,6ttwlm6op92r4670oayg5md7h,1,57.7,9.2,2023-05-09T16:19:10.158Z,2023-05-09T16:19:16Z,4264990773,212,35.0,4264990775,213,0.1,4264990771,141,13.4,4264990769,140,90.9,4264990767,56,Right,4264990777,1,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355359,167,1,1,18,56,6ttwlm6op92r4670oayg5md7h,0,96.2,27.4,2023-05-09T16:19:16.415Z,2023-05-09T16:19:17Z,4264990791,213,1.9,4264990787,141,32.2,4264990789,212,3.5,4264990783,56,Center,4264990785,140,95.1,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355371,179,61,1,18,58,o1iwuxbv233ayidxpibbxy59,1,4.4,73.3,2023-05-09T16:19:18.030Z,2023-05-09T16:20:04Z,4264990879,56,Back,,,,,,,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355383,180,52,1,19,0,o1iwuxbv233ayidxpibbxy59,1,3,50.3,2023-05-09T16:19:20.068Z,2023-05-09T16:19:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ofynblpwoiwefv52bgqz30x6,Raghed Alaa Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546355415,181,1,1,19,3,o1iwuxbv233ayidxpibbxy59,1,7.8,47.9,2023-05-09T16:19:22.852Z,2023-05-09T16:19:24Z,4264991109,141,16.6,4264991107,140,15.6,4264991113,213,5.1,4264991111,212,22.8,4264991105,56,Back,4264991103,123,,4264991117,189,,,,,ofynblpwoiwefv52bgqz30x6,Raghed Alaa Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
