id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2545934301,156,1,1,23,6,2xl3g56k2mbuwdbre46s29vt4,0,34.1,60.1,2023-05-08T16:23:56.475Z,2023-05-08T16:23:58Z,4262758363,213,0.6,4262758355,56,Back,4262758357,140,42.1,4262758361,212,10.1,4262758359,141,68.3,4262758353,3,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934313,178,1,1,23,9,cq4rdp1mkan8zhaw7bmzjdaqk,1,54.1,27.6,2023-05-08T16:23:59.129Z,2023-05-08T16:24:00Z,4262758459,213,2.6,4262758453,140,46.1,4262758457,212,9.8,4262758451,56,Back,4262758455,141,35.1,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934339,179,1,1,23,11,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.7,35.1,2023-05-08T16:24:00.841Z,2023-05-08T16:24:04Z,4262758591,56,Back,4262758595,141,53.0,4262758599,213,2.4,4262758593,140,33.8,4262758597,212,17.4,,,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934391,180,1,1,23,15,cq4rdp1mkan8zhaw7bmzjdaqk,1,33.9,53.6,2023-05-08T16:24:04.825Z,2023-05-08T16:24:11Z,4262758833,212,15.8,4262758835,213,3.2,4262758827,56,Back,4262758829,140,18.9,4262758831,141,51.8,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934417,181,1,1,23,21,cq4rdp1mkan8zhaw7bmzjdaqk,1,18.2,48.4,2023-05-08T16:24:10.857Z,2023-05-08T16:24:35Z,4262758963,155,,4262758969,141,37.1,4262758967,140,72.1,4262758975,1,,4262758973,213,6.1,4262758965,56,Center,4262758971,212,57.1,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934423,182,1,1,23,24,cq4rdp1mkan8zhaw7bmzjdaqk,1,72.1,37.1,2023-05-08T16:24:14.336Z,2023-05-08T16:24:15Z,4262759005,141,51.0,4262759007,212,10.5,4262759003,140,67.7,4262759009,213,2.0,4262759021,156,,4262759001,56,Center,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934445,183,50,1,23,26,cq4rdp1mkan8zhaw7bmzjdaqk,1,69.4,53,2023-05-08T16:24:16.313Z,2023-05-08T17:04:34Z,4262759131,286,,4262759129,56,Center,4262850159,233,157,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934443,157,7,1,23,26,2xl3g56k2mbuwdbre46s29vt4,0,30.6,47,2023-05-08T16:24:16.314Z,2023-05-12T13:42:06Z,4262759123,56,Back,4269988261,383,,4262759133,233,183,4262759125,285,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934447,184,61,1,23,27,cq4rdp1mkan8zhaw7bmzjdaqk,1,70.6,52.7,2023-05-08T16:24:17.608Z,2023-05-08T17:04:35Z,4262759137,56,Center,,,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934467,158,1,1,23,28,2xl3g56k2mbuwdbre46s29vt4,0,25.3,52.7,2023-05-08T16:24:18.682Z,2023-05-08T16:24:20Z,4262759271,212,24.0,4262759259,157,,4262759275,1,,4262759267,140,48.2,4262759273,213,6.3,4262759269,141,52.0,4262759263,56,Back,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934497,185,1,1,23,31,cq4rdp1mkan8zhaw7bmzjdaqk,1,52.6,43.7,2023-05-08T16:24:20.856Z,2023-05-08T16:24:24Z,4262759479,141,54.2,4262759477,140,51.9,4262759481,212,7.2,4262759471,56,Center,4262759483,213,1.7,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934517,186,1,1,23,35,cq4rdp1mkan8zhaw7bmzjdaqk,0,48.1,49.1,2023-05-08T16:24:24.800Z,2023-05-08T16:24:28Z,4262759575,213,5.8,4262759571,141,34.5,4262759569,140,65.7,4262759567,56,Center,4262759573,212,21.0,,,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934505,159,8,1,23,36,2xl3g56k2mbuwdbre46s29vt4,1,38.4,69.4,2023-05-08T16:24:26.363Z,2023-05-12T13:42:26Z,4269988751,383,,4262759523,56,Back,,,,,,,,,,,,,,,,,,,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934513,160,49,1,23,37,2xl3g56k2mbuwdbre46s29vt4,1,38.4,69.5,2023-05-08T16:24:27.003Z,2023-05-08T16:24:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934529,161,1,1,23,37,2xl3g56k2mbuwdbre46s29vt4,1,37.8,63.8,2023-05-08T16:24:27.755Z,2023-05-08T16:24:29Z,4262759623,213,0.4,4262759615,56,Back,4262759617,140,45.1,4262759621,212,8.3,4262759619,141,68.3,,,,,,,,,,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934549,162,1,1,23,39,2xl3g56k2mbuwdbre46s29vt4,1,40.3,66.2,2023-05-08T16:24:29.611Z,2023-05-08T16:24:31Z,4262759705,56,Back,4262759713,141,73.9,4262759717,212,6.6,4262759709,140,44.1,4262759723,213,0.9,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934585,163,1,1,23,41,2xl3g56k2mbuwdbre46s29vt4,1,43.1,73.1,2023-05-08T16:24:31.323Z,2023-05-08T16:24:34Z,4262759915,140,35.5,4262759917,141,85.0,4262759921,213,2.3,4262759913,56,Back,4262759919,212,11.4,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934641,164,2,1,23,45,2xl3g56k2mbuwdbre46s29vt4,1,35,89.4,2023-05-08T16:24:34.892Z,2023-05-08T16:24:58Z,4262760255,141,76.9,4262760913,7,6rsym2764y5k4vw569ab62x3o,4262760251,56,Center,4262760261,1,,4262760253,140,74.4,,,,,,,,,,7fjkirlsme7wdpjibaw136s4,Islam Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934659,187,55,1,23,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,31.8,13.7,2023-05-08T16:24:34.893Z,2023-05-08T17:42:01Z,,,,,,,,,,,,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934983,188,1,1,24,38,cq4rdp1mkan8zhaw7bmzjdaqk,0,23.6,35.2,2023-05-08T16:25:28.103Z,2023-05-08T16:27:11Z,4262762067,213,0.0,4262762069,1,,4262762055,155,,4262762063,141,36.9,4262762061,140,62.7,4262762053,5,,4262762059,56,Center,4262762065,212,41.1,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,4262762057,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934981,165,44,1,24,40,2xl3g56k2mbuwdbre46s29vt4,1,34.6,62.5,2023-05-08T16:25:30.058Z,2023-05-08T16:25:31Z,4262762137,233,189,4262762049,285,,4262762047,56,Back,,,,,,,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934985,189,44,1,24,40,cq4rdp1mkan8zhaw7bmzjdaqk,0,65.4,37.5,2023-05-08T16:25:30.059Z,2023-05-08T16:25:32Z,4262762073,56,Center,4262762075,286,,4262762151,233,165,,,,,,,,,,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545934987,166,1,1,24,40,2xl3g56k2mbuwdbre46s29vt4,0,32,61.9,2023-05-08T16:25:30.538Z,2023-05-08T16:25:31Z,4262762089,213,0.1,4262762083,140,58.1,4262762087,212,27.5,4262762081,56,Center,4262762079,3,,4262762085,141,65.2,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935007,190,1,1,24,42,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.4,32.4,2023-05-08T16:25:31.951Z,2023-05-08T16:25:33Z,4262762197,212,10.4,4262762199,213,0.9,4262762193,140,51.7,4262762191,56,Center,4262762195,141,44.2,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935021,191,1,1,24,43,cq4rdp1mkan8zhaw7bmzjdaqk,1,51.7,44.2,2023-05-08T16:25:33.087Z,2023-05-08T16:25:35Z,4262762287,213,2.8,4262762283,141,49.0,4262762275,56,Back,4262762285,212,9.9,4262762281,140,42.8,,,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935033,192,1,1,24,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,42.9,48.7,2023-05-08T16:25:35.584Z,2023-05-08T16:25:37Z,4262762349,155,,4262762351,56,Center,4262762355,141,76.3,4262762353,140,65.4,4262762359,213,0.7,4262762357,212,30.2,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935035,193,61,1,24,48,cq4rdp1mkan8zhaw7bmzjdaqk,0,65.4,76.3,2023-05-08T16:25:37.776Z,2023-05-08T16:25:41Z,4262762363,56,Center,,,,,,,,,,,,,,,,,,,,,,jtuc25nybu22ifehsg8p9wb9,Pedro Eugénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935051,167,12,1,24,49,2xl3g56k2mbuwdbre46s29vt4,1,30,9.3,2023-05-08T16:25:39.130Z,2023-05-08T16:25:40Z,4262762431,56,Back,4262762433,140,32.6,4262762439,213,5.1,4262762437,212,8.2,4262762449,167,,4262762435,141,0.0,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935053,168,5,1,24,49,2xl3g56k2mbuwdbre46s29vt4,0,32,-1.4,2023-05-08T16:25:39.256Z,2023-05-08T17:31:38Z,4262762447,347,,4262762503,233,194,4262762445,56,Back,,,,,,,,,,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935061,194,5,1,24,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,68,101.4,2023-05-08T16:25:39.256Z,2023-05-08T16:25:41Z,4262762495,233,168,4262762487,56,Left,4262762489,347,,,,,,,,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935107,195,1,1,24,57,cq4rdp1mkan8zhaw7bmzjdaqk,1,64.6,100,2023-05-08T16:25:47.095Z,2023-05-08T16:25:50Z,4262762737,141,91.7,4262762733,56,Left,4262762739,212,13.6,4262762735,140,53.2,4262762741,213,3.6,4262762731,107,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935109,196,1,1,24,59,cq4rdp1mkan8zhaw7bmzjdaqk,1,53.2,91.7,2023-05-08T16:25:49.753Z,2023-05-08T16:25:51Z,4262762753,141,84.7,4262762757,213,5.9,4262762749,56,Left,4262762751,140,65.2,4262762755,212,13.5,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935127,197,1,1,25,1,cq4rdp1mkan8zhaw7bmzjdaqk,1,65.2,84.7,2023-05-08T16:25:51.136Z,2023-05-08T16:25:54Z,4262762853,212,9.4,4262762855,213,3.9,4262762847,56,Center,4262762851,141,74.7,4262762849,140,59.0,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935131,198,1,1,25,4,cq4rdp1mkan8zhaw7bmzjdaqk,0,59,74.7,2023-05-08T16:25:54.249Z,2023-05-08T16:25:56Z,4262762875,56,Center,4262762905,236,,4262762883,213,2.4,4262762911,286,,4262762879,141,76.0,4262762907,233,169,4262762877,140,58.0,4262762881,212,1.4,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935125,169,74,1,25,4,2xl3g56k2mbuwdbre46s29vt4,1,43.9,22.8,2023-05-08T16:25:54.250Z,2023-05-08T16:25:55Z,4262762837,285,,4262762957,233,198,4262762835,56,Back,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935141,170,49,1,25,5,2xl3g56k2mbuwdbre46s29vt4,1,43.9,22.8,2023-05-08T16:25:54.954Z,2023-05-08T16:25:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935159,171,1,1,25,5,2xl3g56k2mbuwdbre46s29vt4,1,44.9,21.4,2023-05-08T16:25:55.514Z,2023-05-08T16:25:57Z,4262763033,212,8.0,4262763031,141,10.0,4262763029,140,46.9,4262763027,56,Back,4262763035,213,5.0,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935169,172,1,1,25,7,2xl3g56k2mbuwdbre46s29vt4,1,46.9,10,2023-05-08T16:25:57.002Z,2023-05-08T16:25:59Z,4262763101,213,1.9,4262763093,56,Back,4262763099,212,16.5,4262763097,141,33.0,4262763095,140,41.9,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935181,173,1,1,25,9,2xl3g56k2mbuwdbre46s29vt4,1,41.3,33,2023-05-08T16:25:58.905Z,2023-05-08T16:26:01Z,4262763171,212,13.9,4262763165,56,Back,4262763167,140,28.6,4262763173,213,3.4,4262763169,141,27.2,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935191,174,1,1,25,11,2xl3g56k2mbuwdbre46s29vt4,1,28.3,24,2023-05-08T16:26:01.577Z,2023-05-08T16:26:02Z,4262763227,213,0.7,4262763223,141,27.9,4262763219,56,Back,4262763225,212,4.0,4262763221,140,31.2,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935211,175,1,1,25,13,2xl3g56k2mbuwdbre46s29vt4,1,33.9,30.9,2023-05-08T16:26:02.794Z,2023-05-08T16:26:05Z,4262763353,213,4.4,4262763345,56,Back,4262763351,212,8.0,4262763349,141,19.8,4262763347,140,31.5,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935229,176,1,1,25,15,2xl3g56k2mbuwdbre46s29vt4,1,35.8,21.9,2023-05-08T16:26:05.578Z,2023-05-08T16:26:08Z,4262763433,212,18.5,4262763435,213,0.9,4262763427,56,Back,4262763431,141,42.6,4262763429,140,47.2,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935241,177,1,1,25,19,2xl3g56k2mbuwdbre46s29vt4,1,46.7,41.4,2023-05-08T16:26:08.810Z,2023-05-08T16:26:10Z,4262763501,140,61.0,4262763505,212,17.2,4262763503,141,29.1,4262763499,56,Center,4262763507,213,5.8,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935273,178,1,1,25,20,2xl3g56k2mbuwdbre46s29vt4,1,60.3,29.6,2023-05-08T16:26:10.571Z,2023-05-08T16:26:15Z,4262763695,1,,4262763689,141,78.9,4262763683,155,,4262763687,140,73.6,4262763691,212,36.3,4262763685,56,Left,4262763693,213,1.2,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935307,179,1,1,25,25,2xl3g56k2mbuwdbre46s29vt4,1,86.3,82.2,2023-05-08T16:26:15.738Z,2023-05-12T13:45:05Z,4262763875,212,47.7,4262763867,155,,4262763869,56,Right,4269993857,224,,4262763865,2,,4262763871,140,93.1,4269993859,72,,4262763873,141,12.9,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,4262763879,1,,4262763877,213,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935315,180,1,1,25,31,2xl3g56k2mbuwdbre46s29vt4,1,92.9,13.9,2023-05-08T16:26:21.178Z,2023-05-08T16:26:23Z,4262763923,141,18.6,4262763927,213,3.0,4262763921,140,71.0,4262763925,212,23.2,4262763919,56,Right,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935323,181,1,1,25,33,2xl3g56k2mbuwdbre46s29vt4,1,70.6,17.2,2023-05-08T16:26:23.242Z,2023-05-08T16:26:25Z,4262763987,213,2.1,4262763983,141,25.8,4262763985,212,6.7,4262763979,56,Center,4262763981,140,67.5,,,,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935345,182,1,1,25,35,2xl3g56k2mbuwdbre46s29vt4,1,63.8,28.2,2023-05-08T16:26:24.954Z,2023-05-08T16:26:28Z,4262764075,140,59.7,4262764073,56,Center,4262764079,212,9.0,4262764077,141,39.8,4262764081,213,2.1,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935359,183,1,1,25,38,2xl3g56k2mbuwdbre46s29vt4,1,62.7,44.1,2023-05-08T16:26:28.298Z,2023-05-12T13:45:27Z,4262764155,213,1.4,4262764147,56,Left,4262764151,141,92.1,4262764149,140,69.1,4262764157,1,,4262764153,212,33.3,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935371,184,1,1,25,41,2xl3g56k2mbuwdbre46s29vt4,1,73.1,93.6,2023-05-08T16:26:31.050Z,2023-05-08T16:26:32Z,4262764213,212,7.6,4262764211,141,92.1,4262764209,140,65.9,4262764207,56,Left,4262764215,213,3.3,,,,,,,,,,7fjkirlsme7wdpjibaw136s4,Islam Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935381,185,1,1,25,42,2xl3g56k2mbuwdbre46s29vt4,0,66.1,91.5,2023-05-08T16:26:32.698Z,2023-05-08T16:26:34Z,4262764263,56,Left,4262764269,212,13.6,4262764267,141,81.6,4262764265,140,77.3,4262764271,213,5.8,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935383,199,8,1,25,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,23.2,17.6,2023-05-08T16:26:34.943Z,2023-05-12T13:45:36Z,4269994921,384,,4262764273,56,Back,,,,,,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935429,186,1,1,25,47,2xl3g56k2mbuwdbre46s29vt4,1,73.2,67.7,2023-05-08T16:26:37.257Z,2023-05-08T16:26:39Z,4262764545,140,73.2,4262764547,141,59.2,4262764543,56,Center,4262764551,213,4.7,4262764549,212,5.8,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935471,187,2,1,25,49,2xl3g56k2mbuwdbre46s29vt4,1,73.1,57.4,2023-05-08T16:26:39.434Z,2023-05-08T16:26:59Z,4262764745,141,10.5,4262764741,56,Right,4262765473,7,b21fztzyrqua7i6lkfk7wh979,4262764751,1,,4262764743,140,86.0,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935511,200,55,1,25,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,21.2,33.4,2023-05-08T16:26:39.435Z,2023-05-08T17:42:02Z,,,,,,,,,,,,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935487,188,43,1,25,53,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-05-08T16:26:43.385Z,2023-05-08T16:26:47Z,4262764839,213,1.5,4262764833,140,94.9,4262764837,212,20.0,4262764965,144,1,4262764829,155,0,4262764831,56,Center,4262764827,2,0,4262764835,141,46.8,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935741,201,1,1,26,31,cq4rdp1mkan8zhaw7bmzjdaqk,1,13.2,73,2023-05-08T16:27:21.679Z,2023-05-08T16:27:27Z,4262766257,241,,4262766259,56,Right,4262766265,212,67.6,4262766271,1,,4262766253,5,,4262766261,140,67.7,4262766263,141,20.1,4262766269,213,5.7,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,4262766255,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935743,202,3,1,26,37,cq4rdp1mkan8zhaw7bmzjdaqk,0,71.3,18.2,2023-05-08T16:27:27.182Z,2023-05-12T13:46:12Z,4262766275,56,Right,4262766425,233,189,4262766277,286,,4269995927,465,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935765,189,7,1,26,37,2xl3g56k2mbuwdbre46s29vt4,1,28.7,81.8,2023-05-08T16:27:27.183Z,2023-05-12T13:46:14Z,4262766389,56,Back,4269995991,384,,4262766421,233,202,4262766391,285,,,,,,,,,,,,,,7fjkirlsme7wdpjibaw136s4,Islam Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935767,190,49,1,26,40,2xl3g56k2mbuwdbre46s29vt4,1,27.3,81.3,2023-05-08T16:27:29.769Z,2023-05-08T16:27:30Z,,,,,,,,,,,,,,,,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935783,191,1,1,26,40,2xl3g56k2mbuwdbre46s29vt4,1,35,84.6,2023-05-08T16:27:30.282Z,2023-05-08T16:27:32Z,4262766495,212,22.5,4262766491,140,56.2,4262766497,213,0.1,4262766489,56,Left,4262766493,141,89.1,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935815,192,1,1,26,42,2xl3g56k2mbuwdbre46s29vt4,1,63.5,91.5,2023-05-08T16:27:32.009Z,2023-05-08T16:27:35Z,4262766639,140,66.8,4262766637,56,Center,4262766643,212,12.5,4262766641,141,73.9,4262766645,213,5.0,,,,,,,,,,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935817,193,61,1,26,44,2xl3g56k2mbuwdbre46s29vt4,0,66.8,73.9,2023-05-08T16:27:34.354Z,2023-05-08T16:57:00Z,4262766653,56,Center,,,,,,,,,,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545935811,203,49,1,26,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,32.6,18.6,2023-05-08T16:27:34.903Z,2023-05-08T16:27:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
