id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/14/value,qualifier/12/value
2478371633,213,1,1,25,17,bdfjkux9o0vtsdig5zsbhtysq,1,29.6,90.9,2022-10-28T19:25:37.685Z,2022-10-28T19:25:39Z,3877813387,140,38.8,3877813389,141,65.4,3877813391,212,19.8,3877813385,56,Back,3877813393,213,5.2,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371679,214,1,1,25,18,bdfjkux9o0vtsdig5zsbhtysq,0,38.8,65.4,2022-10-28T19:25:38.964Z,2022-10-28T19:25:41Z,3877813657,212,47.2,3877813653,140,78.2,3877813655,141,31.9,3877813649,155,,3877813659,213,5.8,3877813651,56,Center,3877813661,1,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371705,192,59,1,25,22,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T19:25:43.036Z,2022-10-28T19:26:03Z,3877813869,56,Back,,,,,,,,,,,,,,,,,,,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371727,193,1,1,25,23,2w4xxgpg4t4h5b3yl74egastz,0,23.5,68.1,2022-10-28T19:25:44.044Z,2022-10-28T19:26:04Z,3877813977,157,,3877813985,212,25.0,3877813979,56,Back,3877813981,140,45.1,3877813983,141,83.6,3877813987,213,0.4,3877813989,1,,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371765,215,1,1,25,25,bdfjkux9o0vtsdig5zsbhtysq,0,55.2,22.4,2022-10-28T19:25:45.989Z,2022-10-28T19:25:46Z,3877814165,212,14.7,3877814163,141,15.6,3877814167,213,6.0,3877814157,3,,3877814161,140,68.5,3877814159,56,Right,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371777,194,1,1,25,27,2w4xxgpg4t4h5b3yl74egastz,0,31.1,86.6,2022-10-28T19:25:47.547Z,2022-10-28T19:25:47Z,3877814219,3,,3877814229,213,5.9,3877814221,56,Back,3877814227,212,9.0,3877814225,141,81.8,3877814223,140,39.1,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371863,216,1,1,25,27,bdfjkux9o0vtsdig5zsbhtysq,1,58.1,20.7,2022-10-28T19:25:48.373Z,2022-10-28T19:26:07Z,3877814717,213,6.3,3877815801,154,,3877815799,210,13,3877814713,212,19.7,3877814709,140,76.9,3877814705,3,,3877814707,56,Right,3877814711,141,19.8,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2478371871,217,43,1,25,31,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-10-28T19:25:52.374Z,2022-10-28T19:26:12Z,3877816153,144,49,,,,,,,,,,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371899,218,13,1,25,34,bdfjkux9o0vtsdig5zsbhtysq,1,86.1,30,2022-10-28T19:25:55.141Z,2022-10-28T19:26:07Z,3877815839,102,63.2,3877814923,63,,3877815841,103,16.7,3877815845,231,48.0,3877815313,72,,3877815833,154,,3877815829,73,,3877814925,56,Center,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,3877815831,29,3877814921,22,3877815843,230,98.5,,,3877815835,55,216,,,,,,,,,,,,,,,,,
2478371939,195,5,1,25,35,2w4xxgpg4t4h5b3yl74egastz,1,-1.4,37.8,2022-10-28T19:25:56.389Z,2022-10-28T19:42:17Z,3877815207,233,219,3877815137,56,Back,3877815139,346,,,,,,,,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478371915,219,5,1,25,35,bdfjkux9o0vtsdig5zsbhtysq,0,101.4,62.2,2022-10-28T19:25:56.389Z,2022-10-28T19:25:58Z,3877814991,56,Center,3877814993,346,,3877815247,233,195,,,,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372419,196,1,1,26,9,2w4xxgpg4t4h5b3yl74egastz,1,5,37,2022-10-28T19:26:30.267Z,2022-10-28T19:26:33Z,3877817803,212,40.4,3877817799,140,42.6,3877817801,141,49.7,3877817805,213,0.2,3877817797,56,Back,3877817811,74,,3877817807,1,,3877817795,124,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372427,197,61,1,26,12,2w4xxgpg4t4h5b3yl74egastz,1,42.9,49.7,2022-10-28T19:26:33.403Z,2022-10-28T19:26:33Z,3877817813,56,Back,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372519,198,4,1,26,18,2w4xxgpg4t4h5b3yl74egastz,1,61.9,34.8,2022-10-28T19:26:39.012Z,2022-10-28T19:26:41Z,3877818339,233,220,3877818289,265,,3877818283,13,,3877818291,286,,3877818285,56,Center,3877818287,152,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372505,220,4,1,26,18,bdfjkux9o0vtsdig5zsbhtysq,0,38.1,65.2,2022-10-28T19:26:39.013Z,2022-10-28T19:28:06Z,3877818367,233,198,3877818207,13,,3877818211,56,Back,3877818215,265,,3877818213,152,,3877818217,285,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372605,199,1,1,26,24,2w4xxgpg4t4h5b3yl74egastz,1,62.8,36,2022-10-28T19:26:45.099Z,2022-10-28T19:26:47Z,3877818781,213,5.1,3877818777,141,12.3,3877818773,56,Right,3877818775,140,69.1,3877818779,212,17.4,3877818769,5,,3877818771,152,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372705,200,1,1,26,27,2w4xxgpg4t4h5b3yl74egastz,1,72.5,9.7,2022-10-28T19:26:47.548Z,2022-10-28T19:26:54Z,3877819369,212,20.7,3877819371,213,0.2,3877819365,140,92.0,3877819363,56,Right,3877819367,141,14.4,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372775,201,1,1,26,34,2w4xxgpg4t4h5b3yl74egastz,1,86.4,19.2,2022-10-28T19:26:54.588Z,2022-10-28T19:26:59Z,3877819745,213,1.7,3877819739,140,83.7,3877819743,212,26.1,3877819741,141,57.3,3877819737,56,Center,3877819733,2,,3877819735,155,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372783,202,44,1,26,37,2w4xxgpg4t4h5b3yl74egastz,1,84.2,55.5,2022-10-28T19:26:58.262Z,2022-10-28T19:27:00Z,3877819769,286,,3877819789,233,221,3877819767,56,Center,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372767,221,44,1,26,37,bdfjkux9o0vtsdig5zsbhtysq,0,15.8,44.5,2022-10-28T19:26:58.263Z,2022-10-28T19:27:00Z,3877819805,233,202,3877819709,56,Back,3877819711,285,,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372787,203,61,1,26,38,2w4xxgpg4t4h5b3yl74egastz,1,83.7,57.3,2022-10-28T19:26:58.580Z,2022-10-28T19:47:32Z,3877819783,56,Center,,,,,,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372931,204,1,1,26,43,2w4xxgpg4t4h5b3yl74egastz,1,88.8,82.4,2022-10-28T19:27:04.092Z,2022-10-28T19:27:09Z,3877820583,212,21.8,3877820579,140,69.1,3877820581,141,92.7,3877820585,213,2.8,3877820577,56,Left,,,,,,,,,,bff3wb6l4epccig9p8zxewx9m,E. Mbakem-Niaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372939,205,1,1,26,49,2w4xxgpg4t4h5b3yl74egastz,1,64.9,94.7,2022-10-28T19:27:09.548Z,2022-10-28T19:27:11Z,3877820627,56,Left,3877820635,213,4.6,3877820633,212,9.3,3877820629,140,63.6,3877820631,141,81.2,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478372985,206,1,1,26,50,2w4xxgpg4t4h5b3yl74egastz,1,61.9,75.3,2022-10-28T19:27:10.972Z,2022-10-28T19:27:14Z,3877820899,140,52.5,3877820903,212,13.0,3877820905,213,3.8,3877820897,56,Center,3877820901,141,62.9,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373097,207,2,1,26,54,2w4xxgpg4t4h5b3yl74egastz,1,52.5,62.9,2022-10-28T19:27:14.604Z,2022-10-28T19:27:22Z,3877821461,56,Left,3877821463,140,74.5,3877821465,141,95.1,3877821459,7,6yh4l888isxggjgd4a6p4ss0l,,,,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373047,222,55,1,26,54,bdfjkux9o0vtsdig5zsbhtysq,1,23.1,28.6,2022-10-28T19:27:14.605Z,2022-10-28T20:04:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373269,223,1,1,27,13,bdfjkux9o0vtsdig5zsbhtysq,1,22.2,7.7,2022-10-28T19:27:34.404Z,2022-10-28T19:27:35Z,3877822445,5,,3877822457,213,2.2,3877822453,141,25.3,3877822451,140,13.5,3877822447,241,,3877822455,212,15.1,3877822449,56,Back,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373299,224,1,1,27,15,bdfjkux9o0vtsdig5zsbhtysq,1,13.5,25.3,2022-10-28T19:27:35.717Z,2022-10-28T19:27:38Z,3877822677,213,5.4,3877822669,56,Back,3877822673,141,6.2,3877822671,140,23.9,3877822675,212,17.0,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373307,225,1,1,27,17,bdfjkux9o0vtsdig5zsbhtysq,0,23.9,6.2,2022-10-28T19:27:38.085Z,2022-10-28T19:27:39Z,3877822717,213,0.0,3877822711,140,41.4,3877822713,141,7.3,3877822709,56,Back,3877822715,212,18.4,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373321,208,8,1,27,19,2w4xxgpg4t4h5b3yl74egastz,1,59.6,97.4,2022-10-28T19:27:40.028Z,2022-10-28T19:27:40Z,3877822761,56,Left,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373329,209,5,1,27,20,2w4xxgpg4t4h5b3yl74egastz,0,61.2,101.7,2022-10-28T19:27:40.621Z,2022-10-28T19:27:44Z,3877822809,56,Left,3877822811,347,,3877823159,233,226,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373389,226,5,1,27,20,bdfjkux9o0vtsdig5zsbhtysq,1,38.8,-1.7,2022-10-28T19:27:40.621Z,2022-10-28T19:42:18Z,3877823151,233,209,3877823091,56,Back,3877823093,347,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373521,227,1,1,27,29,bdfjkux9o0vtsdig5zsbhtysq,1,40.4,0,2022-10-28T19:27:50.133Z,2022-10-28T19:27:53Z,3877823769,213,0.5,3877823767,212,7.9,3877823759,107,,3877823763,140,47.1,3877823761,56,Back,3877823765,141,3.5,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373567,228,1,1,27,32,bdfjkux9o0vtsdig5zsbhtysq,1,46.8,3.5,2022-10-28T19:27:52.933Z,2022-10-28T19:27:56Z,3877824055,213,6.2,3877824049,140,56.1,3877824053,212,9.8,3877824047,56,Right,3877824051,141,2.8,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373569,210,45,1,27,35,2w4xxgpg4t4h5b3yl74egastz,0,44.2,96.4,2022-10-28T19:27:56.229Z,2022-10-28T19:27:58Z,3877824141,233,229,3877824065,285,,3877824063,56,Back,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373575,229,3,1,27,35,bdfjkux9o0vtsdig5zsbhtysq,1,55.8,3.6,2022-10-28T19:27:56.229Z,2022-10-28T19:27:57Z,3877824089,286,,3877824131,233,210,3877824087,56,Right,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373585,230,1,1,27,36,bdfjkux9o0vtsdig5zsbhtysq,0,61.8,4.9,2022-10-28T19:27:56.709Z,2022-10-28T19:27:57Z,3877824143,56,Right,3877824145,140,78.4,3877824149,212,18.8,3877824151,213,0.4,3877824147,141,15.3,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373661,211,1,1,27,39,2w4xxgpg4t4h5b3yl74egastz,1,22.8,73.3,2022-10-28T19:27:59.980Z,2022-10-28T19:28:01Z,3877824565,212,8.7,3877824561,140,25.9,3877824563,141,61.5,3877824559,56,Back,3877824567,213,5.1,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373667,212,49,1,27,41,2w4xxgpg4t4h5b3yl74egastz,1,26.3,59,2022-10-28T19:28:01.582Z,2022-10-28T19:28:02Z,,,,,,,,,,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373681,213,1,1,27,41,2w4xxgpg4t4h5b3yl74egastz,0,26.3,59,2022-10-28T19:28:02.044Z,2022-10-28T19:28:02Z,3877824687,1,,3877824675,155,,3877824685,213,0.3,3877824677,56,Center,3877824683,212,47.8,3877824679,140,70.0,3877824681,141,78.7,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373695,231,8,1,27,43,bdfjkux9o0vtsdig5zsbhtysq,1,32.4,21.3,2022-10-28T19:28:03.796Z,2022-10-28T19:28:03Z,3877824757,56,Back,,,,,,,,,,,,,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373741,232,49,1,27,46,bdfjkux9o0vtsdig5zsbhtysq,1,51.5,2.9,2022-10-28T19:28:06.740Z,2022-10-28T19:28:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373785,233,3,1,27,47,bdfjkux9o0vtsdig5zsbhtysq,0,50.4,3,2022-10-28T19:28:07.941Z,2022-10-28T19:28:14Z,3877825201,286,,3877825199,56,Right,3877825725,233,214,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373871,214,7,1,27,47,2w4xxgpg4t4h5b3yl74egastz,1,49.6,97,2022-10-28T19:28:07.942Z,2022-10-28T19:28:14Z,3877825637,56,Back,3877825697,233,233,3877825639,285,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373875,215,49,1,27,53,2w4xxgpg4t4h5b3yl74egastz,1,55.2,93.8,2022-10-28T19:28:13.516Z,2022-10-28T19:28:13Z,,,,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373939,216,1,1,27,53,2w4xxgpg4t4h5b3yl74egastz,1,55.6,93.8,2022-10-28T19:28:14.013Z,2022-10-28T19:28:18Z,3877826069,56,Center,3877826071,140,54.1,3877826079,1,,3877826073,141,44.6,3877826075,212,33.5,3877826067,155,,3877826077,213,4.7,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373955,217,3,1,27,57,2w4xxgpg4t4h5b3yl74egastz,1,54.4,54.4,2022-10-28T19:28:18.029Z,2022-10-28T19:28:19Z,3877826145,56,Center,3877826147,286,,3877826185,233,234,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373945,234,45,1,27,57,bdfjkux9o0vtsdig5zsbhtysq,0,45.6,45.6,2022-10-28T19:28:18.029Z,2022-10-28T19:28:20Z,3877826119,285,,3877826201,233,217,3877826115,56,Back,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373967,218,1,1,27,58,2w4xxgpg4t4h5b3yl74egastz,1,48.8,58.1,2022-10-28T19:28:19.180Z,2022-10-28T19:28:20Z,3877826217,213,3.9,3877826215,212,14.5,3877826209,56,Back,3877826213,141,43.9,3877826211,140,38.5,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478373981,219,1,1,27,59,2w4xxgpg4t4h5b3yl74egastz,1,38.5,43.9,2022-10-28T19:28:20.108Z,2022-10-28T19:28:22Z,3877826279,56,Back,3877826285,141,75.1,3877826289,212,21.2,3877826281,140,37.6,3877826293,213,1.6,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374027,220,1,1,28,1,2w4xxgpg4t4h5b3yl74egastz,1,39.2,75,2022-10-28T19:28:22.125Z,2022-10-28T19:28:26Z,3877826545,140,47.7,3877826541,56,Back,3877826553,212,11.0,3877826555,213,5.7,3877826549,141,65.5,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374055,221,1,1,28,5,2w4xxgpg4t4h5b3yl74egastz,1,54.4,68.1,2022-10-28T19:28:26.108Z,2022-10-28T19:28:28Z,3877826727,141,72.0,3877826725,140,66.1,3877826723,56,Center,3877826729,212,12.6,3877826731,213,0.2,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374059,222,61,1,28,7,2w4xxgpg4t4h5b3yl74egastz,0,66.1,72,2022-10-28T19:28:28.077Z,2022-10-28T19:28:28Z,3877826739,56,Center,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374061,235,49,1,28,7,bdfjkux9o0vtsdig5zsbhtysq,1,24.1,29.1,2022-10-28T19:28:28.421Z,2022-10-28T19:28:28Z,,,,,,,,,,,,,,,,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374073,236,1,1,28,7,bdfjkux9o0vtsdig5zsbhtysq,1,24.1,29.1,2022-10-28T19:28:28.469Z,2022-10-28T19:28:29Z,3877826805,213,0.4,3877826797,56,Back,3877826803,212,13.8,3877826801,141,37.0,3877826799,140,36.2,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374087,237,1,1,28,9,bdfjkux9o0vtsdig5zsbhtysq,0,36.2,37,2022-10-28T19:28:29.541Z,2022-10-28T19:28:30Z,3877826881,141,29.1,3877826879,140,56.5,3877826883,212,22.0,3877826877,56,Center,3877826885,213,6.0,3877826875,155,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374095,223,49,1,28,10,2w4xxgpg4t4h5b3yl74egastz,1,38.3,76.4,2022-10-28T19:28:31.118Z,2022-10-28T19:28:31Z,,,,,,,,,,,,,,,,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374145,224,1,1,28,12,2w4xxgpg4t4h5b3yl74egastz,1,43.3,64.3,2022-10-28T19:28:33.020Z,2022-10-28T19:28:35Z,3877827187,213,3.7,3877827185,212,8.8,3877827183,141,57.3,3877827179,56,Back,3877827181,140,36.3,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374201,225,1,1,28,14,2w4xxgpg4t4h5b3yl74egastz,1,36.3,57.3,2022-10-28T19:28:35.453Z,2022-10-28T19:28:40Z,3877827511,56,Back,3877827519,213,1.2,3877827509,155,,3877827513,140,47.4,3877827515,141,98.7,3877827517,212,30.5,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374235,226,1,1,28,20,2w4xxgpg4t4h5b3yl74egastz,1,47.5,98.9,2022-10-28T19:28:40.748Z,2022-10-28T19:28:45Z,3877827713,213,3.3,3877827709,141,94.7,3877827707,140,34.6,3877827711,212,13.8,3877827705,56,Back,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374269,227,1,1,28,24,2w4xxgpg4t4h5b3yl74egastz,1,34.6,94.7,2022-10-28T19:28:45.292Z,2022-10-28T19:28:49Z,3877827955,140,43.6,3877827953,56,Back,3877827957,141,97.1,3877827961,213,0.2,3877827959,212,9.6,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374301,228,1,1,28,28,2w4xxgpg4t4h5b3yl74egastz,0,54.4,98.6,2022-10-28T19:28:49.084Z,2022-10-28T19:28:51Z,3877828127,56,Left,3877828139,213,6.0,3877828129,140,72.3,3877828135,212,19.4,3877828133,141,91.5,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374321,238,8,1,28,32,bdfjkux9o0vtsdig5zsbhtysq,1,27.8,19.7,2022-10-28T19:28:52.854Z,2022-10-28T19:28:52Z,3877828233,56,Back,,,,,,,,,,,,,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374335,239,49,1,28,33,bdfjkux9o0vtsdig5zsbhtysq,1,36,25.3,2022-10-28T19:28:54.166Z,2022-10-28T19:28:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7ak0q2t9ex8rcov81012amuad,C. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374395,240,1,1,28,35,bdfjkux9o0vtsdig5zsbhtysq,1,36.6,25.6,2022-10-28T19:28:55.733Z,2022-10-28T19:28:58Z,3877828657,212,10.9,3877828655,141,27.6,3877828649,140,46.9,3877828659,213,0.1,3877828645,56,Back,,,,,,,,,,7ak0q2t9ex8rcov81012amuad,C. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374423,241,1,1,28,37,bdfjkux9o0vtsdig5zsbhtysq,1,46.9,27.6,2022-10-28T19:28:58.165Z,2022-10-28T19:29:00Z,3877828789,212,3.6,3877828787,141,24.6,3877828783,56,Back,3877828791,213,3.7,3877828785,140,44.1,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374437,242,1,1,28,39,bdfjkux9o0vtsdig5zsbhtysq,1,47.5,33.1,2022-10-28T19:29:00.341Z,2022-10-28T19:29:01Z,3877828893,213,0.6,3877828885,56,Center,3877828891,212,23.9,3877828889,141,53.0,3877828887,140,66.3,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374441,229,45,1,28,41,2w4xxgpg4t4h5b3yl74egastz,0,35.5,47.8,2022-10-28T19:29:01.765Z,2022-10-28T19:29:03Z,3877829015,233,243,3877828921,285,,3877828919,56,Back,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374453,243,3,1,28,41,bdfjkux9o0vtsdig5zsbhtysq,1,64.5,52.2,2022-10-28T19:29:01.765Z,2022-10-28T19:29:03Z,3877828965,56,Center,3877828967,286,,3877828987,233,229,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478374485,244,1,1,28,42,bdfjkux9o0vtsdig5zsbhtysq,1,67.6,41.6,2022-10-28T19:29:03.062Z,2022-10-28T19:29:05Z,3877829137,56,Center,3877829141,141,49.3,3877829143,212,9.0,3877829139,140,74.6,3877829145,213,0.6,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
